,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X002271.SZ,X600660.SH,X000708.SZ,X601898.SH,X600547.SH,X601600.SH,X600362.SH,X000301.SZ,X002466.SZ,X600111.SH,X000786.SZ,X600010.SH,X600011.SH,X600886.SH,X600188.SH,X600176.SH,X600426.SH,X000027.SZ,X601991.SH,X600803.SH,X600795.SH,X600219.SH,X600352.SH,X600801.SH,X600489.SH,X000807.SZ,X000932.SZ,X000898.SZ,X600688.SH,X600315.SH,X002353.SZ,X000825.SZ,X000408.SZ,X600157.SH,X002080.SZ,X000959.SZ,X300037.SZ,X600027.SH,X000966.SZ,X600486.SH,X000883.SZ,X600516.SH,X601168.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.136498929634977,0,0,0,0,0,0,0,0,0,0,0,0.0414898594938384,0,0.0218135183337075,0,0,3.46944695195361e-18,0,0,0.0413601610624384,0,0.0700519601947463,0.0261712462710746,0,0,0,0,0,0,0,0.00814188234894108,0,0,0.0286350547660907,0,0,0.0882366190727928,0,0,0,0,0,0,-0.00823464488555428,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.062152593312697,0,0,0,0,0,0,0,0,0,0,0.238233118746947,0,0,0,0,0,0,0,0,0.0470226187256502,0,0.127846717338103,0,0,0,0.0106797393393933,0,0,0,0,0,0,0,0,0,0,0,0,0.0736161871573435,0,0,0,0,-0.0188010545495911,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336041589845358,0.0574464704938989,0,0,0,0,0,0.087424746001086,0,0,0.0326594231123498,0,0,0,0.21222779145595,0,0,0,0,0,0,0,-0.0204665043953146,0,0,0,0,0,0,0,0,0,0,0.0604851634089144,0.00258504825572178,0,0,0,0,0,0,0,0.00970999859729426,0,0
X600309.SH,0,0,0,0,0,0,0.0888405412584451,0,0,0,0,0,0,0.0334317100550668,0,0,0.138595628152339,0.150642639864581,0,0,0,0,0.102792889499655,0.129582437809801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155245382971463,0,0,0,0,0,0,0,0,-0.0698489171952439,0,0,0,-0.0317895837768214,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369603750727404,0,0,0,0,0,0,0,-0.0192521812802821,0,0,0,0,0,0.164985432580565,0,0,0.0783974818878839,0,0,0,-0.00797828647558948,0,0.00311702300107452,0,0,0,0,0,-0.00663158496718059,0.0470469158495944,0,0.0545299344225265,0,0,-0.00657045340019953,0,0,0,0,-0.0204687716991549,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0819691997619717,0.369131140826316,0.0332114290024183,0,0,0,0.179921535460185,0,0,0,0,0,0,0.0428918925035725,-0.0112786942398885,0.00858425651484462,0,0,0,0,-0.0475007618569482,0,0,0,-0.0209817645930443,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.0474000279512804,0,0,0,0,0.0565037078881262,0,0.697799720448168,0,0,0.0726691891626838,0,0,0.0421915524010375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404780032639733,0,0,0,0,0,0.303000822828588,0,0.0361693903743166,0,0,0,0,0,4.33680868994202e-19,-0.0475578659692368,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,-0.0219417908008114,0,0,0,0,0,0,0,0.0645771121762951,0,0.0800312282177542,0,0,0,0,0,0,0.0504931109363232,0.168107581705582,0,0,0,0,0,0,0,0,0,-0.261462183355371,-0.0028723256571487,0,0,-0.043275032521457,0,0.109364728435843,0,0,0,0,0,0,0,-0.0100078671999194,0.137287630073446,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.234215298486749,0,0,0,-0.105722721944999,0,0,0,0,0,0,0.165176014390007,0,0,0,0,0.0354827125722594,0,-0.0289542273122006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398466835362645,0,-0.0371308098025846,0,-0.136729072758243,0.000369304709513438,0,0,0,0,0,0,0,-0.0240973888577821,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,-0.0788607518413618,0,0,0,0,0.0612275237985596,0.236255129394289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0104655647316472,0,0.339677112641722,0,0.107635854231091,0.318153193101705,0,-0.168017259894005,0,0,0,0,0,0,0,0,0,0,0,0,-0.131188623157811,0,0,0,-0.0206125665867984,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199398220917953,0,0,0.0885578021513432,0,0,-0.0433449235538703,0,0,0,0,0,0,0,0.045378464804253,0,0,0,0.158682688585935,0,0,0,0.0686545479714894,0,0,0,0,0,0.14376557586667,0,0,0,0,0,0,0,0,0,0.0352599616309236,0,0
X600547.SH,0,0,0,-0.00434389009768884,0,0,0,0,0,0,0,0,0,0,0,0,0.0442967415866566,0,0.0316928872766095,0,0,-0.000898176767763643,0,0,0.0894670665805072,0,0,0,0,0,0,0.121234057651089,0,0,0,0,0,0,0.0586888425931466,0,0,0.0179142126547148,0,0,0,0,0,0.0583331783192036,0.029405748951363,0,0,0,0,0,0,0,0.00953771797425414,0,0
X601600.SH,0,0,0,0.159376903629975,0,0,0,0,0,0,1.0842021724855e-19,0,0,0.0522911565038078,-0.136009021011932,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119189410206618,0,0,0,0.368514767945795,0.0661491538930472,0.0628767288430787,0,0,0,0.00558693749638131,0,0,0,0,0,0,-0.00206556641859992,0,0,0,0.136068884742382,0,0.0473146632681186,0,0,0,0,-0.000842026582776976,0,0
X600362.SH,0,0,0,0,0,0,0,0.178903755745541,0,0,0,0,0.0422476805836692,0,-0.0777810633764453,-0.0132782770131047,0,0,0,0,0,0.0701840434455722,0,0,-0.121099454612882,0,0,0,0,0,0,0,0.146970584248181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.511214249076424,0,0,0,0,0,0,-0.0400927015289409,0,0
X000301.SZ,0,0,0,0,0,0,0.0554358532399146,0,0,0,0,0,0,0,0,0.157966869667299,0,0,0,0,0,0,0.310666159044859,0.183200738349293,-0.0230450075404093,0,0,0,0,0,0,0.0802916542559653,8.67361737988404e-19,0.000675679546812369,0,0,0,0,0,0,0,0,0,0,0,0,0.032168807167882,0.121560663025125,0,0,0,0,0,0,0,0,-0.0116823171129481,0,0
X002466.SZ,0,0,0,0,0,0.196479439689299,0.564533519896512,0,0.00571840393498835,0,0,-0.0959667537306211,0,0,0.0842778144290979,0,0,0,2.16840434497101e-19,0,-0.0841855598403422,-0.126230366543804,0,0,0,0,0,0,0,0,0,0,0,0,0.124439061123254,0,0,0,0,-0.266678423506599,0,0,0,0,0,0,0,0,0.0748563817527872,0,0,0,0,0,0,0,0.00951210655436686,0,0
X600111.SH,0,0,0,0.0103802997710782,0,0,0,0.0468072029141603,0,0.395136070364401,0.116357452054113,0,0,0,0,0,0,0,0.230916942812652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205842446773886,0,0.0321760116044646,0,0,0,0,0,0,0,-0.0631897460680116,0,0,0,0,-0.0666252400598399,0,0
X000786.SZ,0,0,0,0.542998701160812,0,0.0136239660670684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00526595338975632,0,0,0,0,0,0,0,0,0.0216147004784859,0,0,0,0,0,0,0,0,-0.12707619752891,0,0,0,0,0,0,0.11348692028119,0,0,0,0,0,0,-0.0312675254692851,0,0
