,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X601898.SH,X600010.SH,X601991.SH,X600795.SH,X600886.SH,X601600.SH,X600188.SH,X600362.SH,X600111.SH,X600027.SH,X600688.SH,X600309.SH,X601992.SH,X600157.SH,X600583.SH,X601158.SH,X000792.SZ,X000898.SZ,X600352.SH,X000709.SZ,X600547.SH,X600489.SH,X002353.SZ,X000831.SZ,X000539.SZ,X600008.SH,X600660.SH,X000027.SZ,X000825.SZ,X000630.SZ,X600808.SH,X600021.SH,X002470.SZ,X000629.SZ,X600549.SH,X600578.SH,X600315.SH,X600098.SH,X600307.SH,X000983.SZ,X601699.SH,X600863.SH,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.499950072470981,0,0,-0.00454140061990989,0,0,0,0,0,0.223929972646132,0,0.158991894487726,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0419844130427519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.004724286890556,0,0,0,0,0,0
X600028.SH,0.480799079661077,0,0,0,0,0,0,0,0,0,0,0.0126893158594885,3.46944695195361e-18,0,0,0,0.425792180607103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157028059114308,0,0,0,0,0,0,-0.0459304835338341,-0.0112298222779149,0,0.0101733206596262,0,0,0,0
X601088.SH,0.0792624481851333,0,0,0,0.122427229859144,0.0633464404463614,0.0710637698758993,0,0,0,0,0,0.0979826000848452,0,0,0,0,0.0534691219772047,0.0121417391538692,0,0,-0.0185351691784706,0,0,0,0,0,0,0,0.0311128711267897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400231751071584,0,0,0,0,0,-0.00242925720858076,0,0,0,0,0,0
X600011.SH,0.0996883438106047,0.0297138942266226,0,0,0.0171794674233629,0,0,0.0326916423731417,0.081488391161284,0.15020305833081,0.0354390178777568,0,0.0043705093259374,0,0,0.0829977283867461,0.00147990540820254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373765295679975,0,0,0,0,0,0,0,0,0,-0.000508360849464438,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558693315408338,0.170926958685341,0,0,0,0,0,0,0.310057744823926,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0088041546133571,0,0,0,6.93889390390723e-18,0,0,0.019194483684745,0,0,0,0.175667659354445,0,0,-0.00149098243882001,0,0,0,0,0,0
X600585.SH,3.46944695195361e-18,0,0.102243092934139,0,0,0,0,0.0323610822555202,0.0306532033030634,0,0,0,0,0,0,0,0.0672727633218627,0.00223315708590476,0,0,0.156831086225232,0,0,0,0,0,0,0,0,0.0220968333381571,0,0,0.175639862486003,0.0352260705682648,0,0,0,0,0,0,0,0,0,0.224609346310937,0,0,0,0,0,0,0.00976932479142341,0.00613717027386807,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.114997920741556,0,0,0.0703125576639023,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.00791973996906774,0,0,0,0,0,0.0252267564035615,0,0.0124986535389905,0,0,0,0,0,0.151067106740349,0,0.00376831085592331,0,0,0,0.345172967990492,0.168143278828601,0,0,0,0,-0.00180573949465384,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236768276852673,0,0.143277271002804,0.0445698892685892,0,0,0.141346246166731,0,0,0,0,0.0306065260635752,0,0,0,0,0,0.0354850438052677,0,0.152104139259213,0,0.0495729239545433,0,0,0,0.201321816820841,0,0,-0.0138286448654018,0,0,0,0.120769448376279,0,0
X601991.SH,0,0,0,0,0,0,0.102407191466892,0,0,0.104275088859621,0,0.34402061752076,0,0,0,0.0653598240808248,0,3.8096095436313e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230759210061618,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0237094130849817,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.242258242690102,0,0.154047427296764,0.259628330941679,0,0,0,0.112527409722845,0,0.0341838560484674,0,0,0,0,0,0,0,0,0.0136060453660576,0,0,0,0.0675626468164516,0,0,0.0443039053641221,0,0,0,0.0126931015697918,0,0,0,0,0,0,0,0,0,0.0815431687484966,0,0,0,-0.00386226549955093,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0.0674441173623777,0.0382165377307235,0,0,0,0,0,0.0151008919936776,0,0.102528288764345,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204153275266371,0,0,0.224535725525409,0,0,0.116658500999774,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0187303243343537,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.210620836657377,0,0.166653675501688,0,0.180127458785866,0,0,0,0,0.0825065513641962,0,0,0,0,0,0.00264520571600514,0,0.102775339203893,0,0,0,0.0497354389708814,0,0,0,0,0,0,0,0,0.0810003801080076,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0419631121388679,-0.0287724087453736,0,0,0,0,0,0
X600188.SH,0.235932236911516,0,0.0487610809753733,0,0.0280221461332296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259578463683727,0,0.162301942654729,0,0,0,0.245014468949393,0,0,0,0,0,0,0,0,0,0.0722949773979155,0.288600639921773,0,0,0,3.46944695195361e-18,0.0170702331285094,0,0,0,0,0,0
X600362.SH,0,0,0,0.0639125114868296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109637057618181,0,0.0364013191904988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129493299417375,0,0,0,0,0,0.00677548454206165,0,0,0,0.150597331951215,0.12661586775586,0,0,0,0,-0.012288340896283,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0.030405694135638,0.0375568328959813,0,0,0,0,0,0.0630491320708643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142659753213583,0,0.0969176259190472,0.470364484473835,0,0,0.00545657854111786,0,0,0,0,0,0,0.018002169057556,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.571579424827585,0,0,-1.73472347597681e-18,0,0,0,0.000443058385875668,0,0,0,0,0.0638075578451677,0,0,0,0,0,0,0.056855322033642,0.0329624212786528,0,0,0,0,0,0,0,0,0,0,0.128380986526733,0,0,0.0528596782872046,0,0,0,0,0,0,0,-0.0223761724005453,0,0,0,0,0,0
X600688.SH,0,0.540008615506332,0,0,0,0.0110359403616769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0492356352437088,0,0,0.0390278927173799,0,0,0,0,0,0,0,0,0,0.241009069306986,0,0,0,0,0,-2.16840434497101e-19,0.00150189112217981,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.249084698199247,0,0.130654463465963,0,0,0,0,0,0,0,0.0743346594137917,0,0,0,0.0535319864068462,0,0,0,0,0,0,0,0.221846289652695,0,0,0.0312502842629707,0,0,0,0,0,0,0,0,0,0.0148444203661481,0.109762394875106,0,0,0,0.0199145870502686,-0.0039612821807089,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0.204860505992141,0,0,0,0,0,0,0,0,0,0,0,0.115824829968095,0,0,0,0,0.14158379860825,0,0.0209648158842398,0,0,0,0,0,0.0286302887908589,0,0.0867942961044429,0,0,0,0,0.327476129104907,0,0,0,0.0269807985274697,0,0,0,0,0,0,0.00834207291910447,0.0408593063954135,0.0306916023973482,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,-0.0559019729938575,0,0,0,0,0,0,0,0.0231798218256756,0,0,0,0,0,0,0,0,0,0,0.0164120012965291,0,0.19418684534514,0,0.140129143564226,0,0,0.00423728893533941,0,0.0414300286630992,0,0,0,0,0,0,0.26963763827778,0,0,0,0,-0.0567587365100624,-2.16840434497101e-19,0.14530251241725,0,0,0,0,0
