,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600019.SH,X600585.SH,X002460.SZ,X002466.SZ,X600547.SH,X601898.SH,X000792.SZ,X601600.SH,X600111.SH,X600660.SH,X600886.SH,X000301.SZ,X000708.SZ,X600010.SH,X002271.SZ,X600795.SH,X000877.SZ,X600362.SH,X600426.SH,X600803.SH,X600027.SH,X601991.SH,X601699.SH,X600489.SH,X600176.SH,X000983.SZ,X000807.SZ,X000786.SZ,X600995.SH,X600160.SH,X600219.SH,X600688.SH,X000933.SZ,X600378.SH,X000932.SZ,X000408.SZ,X000629.SZ,X300037.SZ,X002080.SZ,X000630.SZ,X600352.SH,X600096.SH,X600157.SH,X000723.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.296009728134198,0,0,0,0,0,0,0,0,-0.0228429751698106,0,0,0.0611711270717443,0,0,0,0,0,0,0.0981626109188929,0,0,0,0,0.018393299740208,-0.0724338011356748,0,0.0580626943366681,0,0,0,0,0.0644915369960758,0,0,0,0.121698718888149,0.0410642826364917,0,0,0,0,0.0583559466058128,0,0,0,-0.0810198141700908,0,0,0,0.0356740266193111,-0.0316196848534763,0,0,0,0,0,0
X600028.SH,0.442152250044883,0,0.0826411758368682,0,-0.15152062585995,0,0,0,0,0,0,0.138348736838112,0,0.0168123673612756,0,0,0,0,0,0,0,0,0,0,0.0946903137290625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0466871578169444,0,0,0,0,0,0
X601088.SH,0,0.103403546074303,0,0,-0.100825365139463,0,0,0,0,-0.0275547924876721,0,0.261641489758661,0,0,0,-0.0430547900791362,0,0,0,0,0.0187494524593668,0,0,0,0,0,0,0.160733960128964,0.138632889360874,0,0,0,0,0.0239973598891474,0,0,0,0,0.0467388048573961,0.020466844503938,0,0,0,0,0,0.100902630160303,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0.0677602288115973,0,0,0,0,-0.0128149438710394,0,0,0,0,-0.0740188616805051,0,0,0,0,0,0,0,0,0,-0.0253915558345103,0,-0.127417936102333,0,0.309009454755598,0,0,0,0,0,0,0,0.117816708920723,-0.0266622361461209,0,0,0,0,0,0,0,-0.054508857456131,0,0,0,0,0,0,0,0,0,0.0198329553145378,0.00505286974647936,0,0,0,0,0,0
X600188.SH,0,0,0.12250719885105,0,0,0,0,0,0,0,0,0.392212635225002,0,0,0,-0.119400417711126,0,0,0,0,0.0475952462143517,0,0,0,0,0,0,0,0.24123763901814,6.93889390390723e-18,0,0,0,0.00391271422334667,0,0,0,0,0.230448002935312,0,-0.0902761962016912,0,0,0,0,0,0,0,0,-0.176101605840982,0,-0.0625385304351844,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.0144762759291902,-0.154846858957043,0,0.0173956567399679,0,0,0,0,0,0,-0.0799139436277589,0,-0.245010085271858,0,0,0.086546347699682,0.518871309142355,0,0,0.0666165139651133,0,-0.0229455554859719,0,0,0,0,0,0,0,0.1261336503121,0,0,0,0,0.0479052484078631,0,0,0,0,0,0,0.00637592263716586,0,0,0,0,0,0,0
X600019.SH,0.248558461823103,0.162254088156522,0,0,0,0,0,0,0,0.0327430611559,0,0.107123056853858,0,0.0435002109307134,0,0,0,0,0,0,0,0,0.0785924384166064,0,0,0,0,0,0,0,0.0313826761858194,0,0,0,0,0.0500177983228532,0,0,0.0780818750383513,0,0.0576964863985193,0,0,0,-0.0427434079485289,0,0,0,0,0,0,-0.0135525531573375,-0.0341884737745944,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.0157471006659934,0,0,0,0,0,0,-0.0274023855491563,0,0,0,0,0,0,0,0,0.148272910286999,0,0.272458320790748,0,0,0,0,0,0,0,0.0747620420894087,0,0.00663420582704828,0,0,0,0,0,0.0966881393518229,0.0237133587942832,0,-0.059512737551058,0,0.00239412873053943,-0.0158342812758295,0,0.0373675500633732,0,0,0,0,0.0123169050839301,0.00170311185576515,0,0,0,0,0,0
X002460.SZ,-0.115912491226621,0,0,0,0.0595955181828465,0,0,0,0,0.820593299707159,-0.00325389329351756,0,0,0,0,0,0,0,0,0,-0.0364890001252234,0,0.0788288037641385,0,0,0,0,0,0,0,0,0,0.111692753873178,-0.080800799636438,0,-0.0304201567561668,0,0,0,0,0,0.0117171264753988,0.0443123103887926,0,0,0,0,0,0,0.003843877042617,0.0696095006294214,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,-0.0879487389968152,0,0,0,0,0.358608060623985,0,0,0,0,0,0,0,0,0,0,0,0.217666680101811,0,0,0,0,0,-0.0533300508434934,0,0,0,0,0,0,-0.0712003791722491,-0.0717462331849978,0.126688525150635,0,0,-1.38777878078145e-17,0.00333430590882486,0,0,0,0,0.0612207197182775,0,0,0,0,0.353150023820286,-0.0846744100890985,-0.00850014115119448,1.73472347597681e-18,0,0.16314228488398,0,0,0,0
X600547.SH,-0.0442886742566134,0,0,0,0,0.0782788213094889,0,0,0,0,0,0,0,0,0,0.0749694806531707,0,0,0,0,0.18167054250287,0,0,0,0,-0.147453408699805,0,0,-0.0272824370655312,0.615898754591391,0,0,0,0,0,0.00127546565574922,0,0,0,0,0,0,0,0,0.0121103535083765,0,0,0,0,0,0,-0.0321249060555893,0,0,0,0,0,0,0
X601898.SH,0,0.351310440784456,0,0,0.194907076094675,0,0.0266675110287203,0,0,0,0.0306468999507114,0,0,0.0283467944914711,0,0,0,0,0,0,0,0,0,0,0.0885489484602081,0,0,0,0,0,0,0,0,0.00701573400549645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0629717047140097,-0.0888990534358067,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,-0.0239717075096219,0,0.23591024954167,0.0321939221951822,0,-0.0328606921546836,0,-0.0297264204566023,0,0,0,0,0,0,0.0271017148215267,0,0,0,0.0184440678366265,0,0.0175525046502767,0.0500332962466127,0,-0.0409443618023693,0,0,0,0,0,0.118882777116094,0,0,-0.0152819657685454,0,0,0,0.0863384543243853,0.0716028552889082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
