,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X000708.SZ,X002460.SZ,X600660.SH,X002271.SZ,X600547.SH,X600362.SH,X600010.SH,X600111.SH,X601600.SH,X000786.SZ,X600176.SH,X600886.SH,X600011.SH,X601898.SH,X000301.SZ,X600188.SH,X600426.SH,X002466.SZ,X600352.SH,X600801.SH,X601991.SH,X000932.SZ,X600219.SH,X600803.SH,X600795.SH,X000027.SZ,X600489.SH,X002080.SZ,X600688.SH,X000807.SZ,X600486.SH,X600299.SH,X000898.SZ,X600027.SH,X002353.SZ,X601168.SH,X600516.SH,X601992.SH,X600157.SH,X000630.SZ,X000723.SZ,X600315.SH,X000830.SZ,X300037.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.200676500794621,0,0,0,0.0298925623692994,0,0,0,-0.0231291619030177,0,0.0267193287771582,4.33680868994202e-19,0.00842494417784507,0,0,0,0,0,0,0,0,0.006716318706525,0,0,0,0,0,0.0136370983880615,0,0,0,0,0,0,0.0204892147581694,0,0,0,0,0.057028532437489,0.0359290071130484,0,0,0,-6.93889390390723e-18,0,0,0,0,0,-0.00235602943762671,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.070138694321218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345882767279548,0,0,0,0,0.0758578019227708,0,0,-0.00104153045742823,0,0,0,0,0,0,0,0,0.0380141622178858,0,0,0,0,0.0764318400768842,0,0,0.0234480436598619,0,0,0,-0.0279129155832403,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0623709075620596,0,0,0,0,0,-0.081064320730805,0,0,0,0,0,0,0.0818019824267416,0,0.228065413682687,0,0.0111959968486266,0,0,0,0.00514464782115421,0.218935412150522,-0.00552295061096023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0481757949918231,0,0.0780231289239083,-0.0452114045891301,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.100454468262183,0.0536074751797447,0.305914220094403,0.0230687278070739,0,0,0,-0.0406318804462126,0,0,0,0.0235768013136426,0,0,0,0.046409864631056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118304105389873,0,0,0,0,0,0,0,0,0,0,0.232196344773637,0.149119853824417,0,0,0,-0.00360993440420037,0,0,0,0.192886544595024,0,0
X600585.SH,0,0,0,0.00518241861845482,0,0,0,0.0291319874610285,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349261075530465,0,0,0,0.204893712253473,0,0.0537680037282378,0,0,0,0,-0.0523592937724591,0,0,0.0460158543931449,0,0,0,0,0,0.0115599723825135,0,0,0,0,0,0.0386307198909826,0,0,-0.0487643938429112,-0.0194683056436496,1.73472347597681e-18,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,-0.0759197057569698,1.73472347597681e-18,0,0,0,0,0,0.232527546224917,0.078588817206916,0,0,0,0,0.263923207728175,0.0758358564066231,0,0,0.00017253929370659,0,0,0,0.237935479759333,0,0.0953903606152204,0,0,0,0,0,0,0,0,0.109363452613428,0,0,0,0,0,-0.0568301282876281,0,0,0.0820674271016126,0,-0.0822044385111942,-3.46944695195361e-18,-0.1107871123055,0.112916522590772,0,0,0,-0.0147413125051951,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183177577958838,0,-0.572700350663475,0,0,0,0,0,0,0,0,0,0,0.225254003323036,0,-0.0782137065299034,0,0,0,0,0,0,-0.0449093970425054,0.303223927111473,0.292428131067814,0,0,0.192695779634559,0.114155830395617,0,0,0,0,0,0,-0.401858456933382,0,0,-0.0210095575307925,-1.0842021724855e-19,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.212836750978251,0,0,0,0,0,0,0.0245110277372973,0.522267432809963,0,0,0,0.135046607558568,0,0,0.061896903497725,0,0,0,0,0,0.013596684522544,0,0,0,0,0,-0.0919656757786823,0.0337498643687682,0,0,0,0,0.473100957670841,0,0,0,0,0.148448574404001,0,0,0.0360851075935225,0,0,0.0116068871898462,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0.159185350215167,0,0.102544532815971,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0925992656517154,0,0,0,0,0,0,0,0.0305841739527446,0.0425095266803107,0,0,-0.173446281400988,0,0,0,0.144551977675782,0,0,0,0,0,0,0,0,0,-0.0588522436492417,0,0.0378730052004233,0.163943031439687,0,0,-0.0326592358546339,0,0,0,0,0,0
X002271.SZ,0,0,0,0.211446270520801,0,-0.284516803728728,0,0,0.186444986531914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00154529423685684,0,0,0,0,0.0581104684927986,0,0,0,-0.0567663292274921,0,0,0,0.0523236314396807,0,0,0,0,0,0,0,0,0,0,0,0.0400492468200204,0,0,0,-0.036880140901816,0,0,0,0,0,0
