,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600019.SH,X600188.SH,X600547.SH,X600886.SH,X600011.SH,X600585.SH,X600660.SH,X601600.SH,X600795.SH,X000792.SZ,X600489.SH,X600362.SH,X600010.SH,X600111.SH,X000708.SZ,X600027.SH,X600803.SH,X002460.SZ,X600426.SH,X601991.SH,X600160.SH,X000301.SZ,X000983.SZ,X601699.SH,X002466.SZ,X000786.SZ,X600219.SH,X000807.SZ,X002128.SZ,X000630.SZ,X600176.SH,X000933.SZ,X601168.SH,X600985.SH,X000877.SZ,X600096.SH,X000408.SZ,X000883.SZ,X002353.SZ,X000027.SZ,X002271.SZ,X002409.SZ,X000932.SZ,X600299.SH,X600995.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.248123196131363,0,0,0,0.0793958904683585,0,0,0,0,0,0,0,-0.01257665671679,0,0.163893743575124,0,0,0,0,0,0,0,0,-0.143113061748867,0,0.0146076104328476,0,0,0,0,0,0,0,0,0,0.248842075763245,0,0,0,0,0,0,0,-0.0669225513086098,0,0,0,0,0,-0.00588654554848864,3.46944695195361e-18,0,0,0,-0.0763899624693184,0,0
X601088.SH,0.0539755732549942,0,0.273657769199445,0,0,0,0.195262145681166,0,0,0,0,0,0.0737408323841485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131351358848495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0988113060322876,0,-0.0187207333364154,0.125251069677262,0,0,0,0,0,0.0400598185576179,0.0211878477175402,0,0,0.0292084573203779,0,0
X600028.SH,0.504666288999499,0.174575121061829,0,0,0,0.0418517743850986,0,0,0,0,0,0,0,0,0,-0.0241372179887434,0,0,0,0,0,0,-0.0541502363371532,0,0,-0.0123882590963365,0,0,0,-0.0562216678850184,-0.0694859216967239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0186542743336839,0.0388593208136888,0,0,0,0,-0.0234302023834813,0,0,0,0.0738629396544207,0,0
X600309.SH,-0.118138423334668,0,0,0,0,0,-0.011044114313238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322332510852939,0,0.0672205403108273,0,0,0,0,0,0,0,0,0,0,0,0,0.00383951888859643,0,0,0,0,0,0,-0.0240567926781107,0,0.205462100250292,0,0,0,0.0421254071867142,0,0,-0.0473652015894708,0,0,0,0.0105496405496183,0,0
X601898.SH,0,0.0285547251217417,0.133263030616511,0,0,0,0.181774358079511,0,0,0,0,0,0,0,0,0,0,0,0,0.141664485134978,0.076926833698043,0,0,0,0,0,0,0,0.231274520430592,0,0,0,0,3.46944695195361e-18,0,-0.0490740649712164,0,0,0.167524272085296,0,0,0,0,0,0,-0.00172209339060742,0,0,0,0,0,0.00882726588005042,0,0,0,0,0.00872647754247125,0,0
X600019.SH,0,0,0,0,0.185862348279204,0,0,0,0,0,0,0,0.00539666404188359,0,0,0,0,0,0,0,0.144821387504339,0,0,0,0,0.0810651583163382,0,0,0,0,0,0,0,0.0545779033679942,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316235998885633,0,0,0,0.0539465800767606,0,0,0,0,0.0416483370465407,0,0
X600188.SH,0,0.158924625996283,0,0,0,0,0,0,0,0,0,0,0.0958280929000713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022347668831122,0.735626466302987,0,0,0,0,0,0,0,0,0,0.0696946508567559,0,-0.0302465501365583,0,0,0,0,-0.227471269950944,0,0,0,0,0,-0.0617952055186299,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.500620738712972,0.349188269639649,0,0,0,0,0,0.0270750284014124,0,0,0,0,0,0,0,0,0,0,0,0.00127104565582251,0,0.0197006562365231,0.00418209022943312,0,0,0,0,0,0,0,-0.010814584004634,0,0,-0.181885813736916,0,0.204577195540353,-0.0159645415572637,0,0,0,0,0,0,0
X600886.SH,0.0172354394801154,0,0,0,0,0,0,0,0,0.0972437816211617,0,0,0,0.284994827014845,0,8.67361737988404e-19,-3.46944695195361e-18,0,0,0,0.101525631408471,0,0,0,0,-0.0955022986147336,0,0,0,0,-0.16273489212911,0,0,0,0,-0.0325216481230913,0,-0.0924507687801084,0,0.195900204782381,0,0,0,0,0,0,0,0,0,0,-0.108437458891778,0,0.00455401744098804,0.0755916405477111,0,0,-0.00162912270766488,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194107876684071,0,-0.00693287744595757,0,0,0,0,0.0996014883245872,0,0,0,0.402466051349289,0,0,0,0,0,-0.101034174998096,0,0,0,0,0,0.0274413955666927,0,0,0,0,0,0.0663612862289127,0,0,0,0,0,0,0,0,0.0357879721980375,3.46944695195361e-18,0,0,0,-0.0821685346213083,0,0
