,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X600886.SH,X601600.SH,X600660.SH,X600188.SH,X600362.SH,X601991.SH,X600352.SH,X000708.SZ,X600795.SH,X600688.SH,X000723.SZ,X600111.SH,X600801.SH,X601992.SH,X600027.SH,X600516.SH,X600489.SH,X002271.SZ,X000786.SZ,X000898.SZ,X002460.SZ,X002466.SZ,X600176.SH,X600299.SH,X000709.SZ,X601158.SH,X000883.SZ,X600426.SH,X600612.SH,X000629.SZ,X600219.SH,X002353.SZ,X600583.SH,X000027.SZ,X000630.SZ,X000553.SZ,X000825.SZ,X601699.SH,X600315.SH,X600985.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0172751340492526,0,0,0,0,0,0,0,0,0,0.0400010143918806,0,0,0,0.0481354187875744,0,0,0,0,0.0420429009392437,0,0,0,0,0.0163883079272144,-1.73472347597681e-18,0,0.0774713719839701,0,0,0,0.0786093224372486,0,0,0,0.0631705715414043,0,0,0,0,0,0,0,0,0,-0.00494627567636274,0.00310912210258385,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0550474839260104,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0.0911197608414594,-0.000155124730700852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236531326703647,-0.000511345046504375,0,0,0.0626240312765126,0,0,0,0,0,0,0,0,0,-0.00300961834861751,0,0,0.217505602961671,0,0,0,0
X601088.SH,0,0,0,0.375877518791581,0,0,0,0,0,0,0,0,0,0.102736927559469,0,0,8.67361737988404e-19,0.0625476853487078,0,0,0,-0.0233274021523128,0,0,0,0.0660808247995339,-0.0110506652604986,0.0608813516969058,0,0,0,0,0,0,0,0,0,0.0329980295747185,0,0,0,-0.00553280335797597,0,0,0,0,0,0,0,0,0,-0.0162145894017577,0.0253331859551828,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138457127492951,0,0,0,-0.0644790853331329,-0.0578768806423524,0.503872670943209,0,-1.38777878078145e-17,0,0,0.046382343434086,0,0,0,0,0,0.137123801787713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000642401955837145,0,0,0,0,0.00593888908763136,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446120272741937,0,0,0,0.00372543995276632,0,0,0.0750030852414568,0,0.1618199041605,0,0,0.1646395188406,-0.0514080961289623,0,0.00279684828354967,0,-1.73472347597681e-18,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.27073674027577,0,0,0,0,0,0.0039121285553875,0,0,0,0,0,0,0
X600019.SH,0,0,0.0872794929226379,0,0.0268682658605305,0,0,-0.0353579129268678,0,0,0,0,0.188282927979755,0,0,0,0.0848219821119273,0,0,0.00569788560986355,0.0287024245196181,0,0,0,0,0,0.0250324368549947,0.102266636101365,0,0,0,-0.015587683783735,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149147107147686,0,0,0,0,0,0,0.00366708428916301,0,0,0,0.00199858465549948,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.282078734615462,0,0,0,0,3.46944695195361e-18,0,0,-0.0136259734360807,0.02625391578917,-0.130417769677568,0,0.108351408693965,0,0.619549331561949,0,0.111531681566016,0,0,-0.0292522802122843,0,-0.0525391814346223,0,0,0,0,0.178580849793718,0,0,0,0,0,0,0,0,0,-0.330476463907667,0,0,-0.0232226335852496,-0.0235133351168628,0,0,0,0.0574913405975873,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128296559161145,0,0.394548989903551,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114274534007602,0.050101971107486,0,0.19257582675634,0,0,0,0,0,0.0315186043980743,0,-0.089449287007885,0,0.0199774914512366,-0.0360750075601798,0,0,0,-0.0247368515512873,0,0
X600010.SH,0,0,0,0,0,0,-0.0123114560281027,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113877095389457,0,0,0,0,0.0595816422280434,0,0,0,0,0.0313887928246401,0,0,0,0,0,0,0,0,0.0157793826788109,0,0,0,0,0,0,0.0490178334511761,0,0,0.248506329223779,0,0.00278563242393279,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,-0.0113859404233617,0,0,0,0,0,0,0.130008708018245,0,0,0,0,0,0,0.0584605678457776,0,0,0,0,0.00434528185052254,0,0,0,0,0,0,0.123676083013152,0.0350099768887066,0,0,0,0,0,0,0,0,0,0,0,0,0.248897671186274,0,0,0.0894801393524126,0,0.0216735547280676,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0755542819291593,0.0602054870197745,0,0,0.0855485918755773,0.0649383755679673,0,0,0,-0.240729735149797,0,0,0,0,0,0.138205635345124,0,0,0,0,0,0.0952522074960984,0,0,0,0,0,0,0,0,0,0,0.0725760599496413,0,0,-0.0165396258303107,0,0,0,0,0.0908151157681817,0,0
X601600.SH,0,0,0,0,0,0,0.0115085636777686,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164404002555009,0.035073739741972,0,0,0,0,0,0.0345465423760114,0,0,0.113875178566041,0,0,0,0,0,0,0.00223219550729808,0,0,0,-0.0229816579858724,0,0.0741866897438214,0,0,0,0,0,0.123077010899083,0,0,0.0225787639019984,0,0,0,0,0,0
X600660.SH,0,0,0,0,-0.000824414201894171,0,0,0,0.116472410776507,0,0,0.0624550110230887,0,0,0,0,0,0,0,0,0.0308787335109766,0,0,0,0,0,0,0.165998117935582,0,0,0.0269240345561438,0,0,0,0,0,0,0,-0.0695962229652436,0,0,0,0,0.0338260906642551,0,0,0,0,0.175262456879607,0.0447599105569469,0,0,0,0,0,0,0.0153603591863306,0,0
X600188.SH,0,0,0.177614954153155,0,0,0,-0.0998816842284925,0,0,0.164840105282177,0,0,0,0,0,0,0,0.112495767090184,0,0,0,0,0,0,0,0.0816154240521951,0,0,0,0,0.0794260550335446,0,0,0.192375761131966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00340007600948578,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0.0298121256854381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0792986390642145,0.207924545192817,0.0776082279746919,0,0,0.0663953104426334,0,0,0,0,0,0,0,0,0,0,0,0.0528346338815581,0.0934347884841557,0,0,0,0,0,0,0,0,0,0,0,0,-0.0111329457946652,-1.73472347597681e-18,0,0,0,-0.0222323317130524,0,0
