,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X000792.SZ,X600886.SH,X002460.SZ,X002466.SZ,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X600795.SH,X600426.SH,X000877.SZ,X600362.SH,X601699.SH,X002271.SZ,X000983.SZ,X600803.SH,X600027.SH,X600489.SH,X601991.SH,X600176.SH,X000807.SZ,X000786.SZ,X600160.SH,X000932.SZ,X000630.SZ,X600985.SH,X000408.SZ,X000933.SZ,X600219.SH,X000629.SZ,X600688.SH,X300037.SZ,X000723.SZ,X600096.SH,X600612.SH,X002128.SZ,X600157.SH,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.637045593378208,0.131155750811921,0,0,-0.0284126669978869,-0.089128842887781,0,0,0,0,0,0,0,0.192773031845731,0,0,0,0,0,0,0,0,0,0,-0.205393864768996,0,0,0,0,0,0,0,-0.00582106041394647,0,0,0,0,0,0,0,0,0,0,0,0,0.014468789996519,0,0,0,0,-8.67361737988404e-19,0.0236500844733315,0,0,0,0,0,0
X600028.SH,0.469228407124084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0678392053470252,0,0,0,0,0,0,0,0,0,0,0.0399333768346759,0.06373302459974,0,0.0614846174461389,0,0,0,0.102923279634923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00269369131013976,0,0,0,0,0,0,0
X601088.SH,0.036464631943505,0,0,0,0.0750271233917634,0,0,0,0.215286920047434,0,0,0,0,0.07763818491004,0,0,0,0,0,0,0,0,0,0,0.0865070297394801,0,0,0,0,0,0,0.0847929582785868,0.0969557921104812,0,0,0,0,0,0,0,0,0,0,-0.0426028291670535,0,0,0,0,0,0.0838064133434086,0,0.0137017627555902,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0366536737569854,0,0,0,0,0,0.217542579387929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418321421033279,0,0.0470630762770941,0,0,0,0,0,0,0,0.0093590941946115,0,0,0,0,0,0,0,0,0,0.0762254080403913,0,0,0,0,0,0.0279486662151427,0,0,0,0,-0.175913236502403,0,0
X600188.SH,0,0,0,0,0,0.000955317392810637,0,0,0.174834735397286,0,0,0,0,0,0,0,0,0,0,0,0,0.158780515977864,0,0,0.18214070504679,0,0.487303038590765,0.0236403275370256,0,0,0,0,0,0,0,0,0,0.00464100412598789,0,0.0694397723752701,0,0,0,-0.0735731609818873,0,0,-0.0786859671607844,0,0,0.0522280981477142,0,0,-0.0123867639684884,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.172834575850966,0,0.0594184528907825,0,0,0,0,0,0,0.0551588620071813,0,0,0,0,0,0,0,0,0.130662444298698,0,0,0,0,0,0,0,0,0,0,0.163335040272261,-0.0213699938647589,0,0,0,0.621506043928955,0,0,0,0,-0.297970984795508,0,0,0,0,0,0,-0.018504485873285,0,0.0361935697553572,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0961750049958616,0,0,0,0,0.0669053998528316,0,0,0,-0.0835669596382788,0,0,0,0,0,0,0.0160862104150303,0.173434279044556,0,0,0.324584494677787,0,0,-0.226196760992955,0,0,0,0.0957570924116296,0,0,0,0,0,0,0,0,0,0,-0.000138175768285845,-0.0143582939850897,0,0,0,0,0,0,-0.0271672674642672,0.0383292047494386,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0558529490167095,0,0,0,0,0,0,0,0,0.215901104829542,0,0,0,0,0,0,0,-0.129322360767639,-0.133549117398036,0,0,0,0,0,0.652246081986075,0,0,0.0540174864722903,0,0,0.0653373763766773,0,0,0,0,0,0,0,0,0.121825443543819,0,0,0,0,-0.0808787259029329,0,0,-0.0126526033027318,-0.00723669589856692,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.132663425141343,0,0,0,0,0,0.00678684269690495,0,0,0,0,0.0704710735731951,0,0,0,0,-0.0205673752752218,0,0.0529351112820438,0,0.314136349278519,0,0.0726723292997865,0.152160007394631,0,0.0508070113295403,0,0,0,0,0,0,0,0.0757540019388103,0.0937268428192742,0,0,0,0,-0.129950561185502,0,0,0,0,0,0,0,0,0.00187388351254919,0,0,0,0,0,0
X600547.SH,0.0391344604048662,0,0,0,0,0,0,-0.00137942211749621,0,0,-0.107089039988423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34797550221721,-0.00677989350904053,0,0,0.0761428184904848,0,0,0,0,-0.144962459648889,0,0,0,0,0,0,0,-0.041302276406481,0.349957603710498,0,0.0972491484304348,0,0.00604733844576514,-0.0204061417295116,0,0,0,0,0,0
