,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600547.SH,X600188.SH,X601600.SH,X600795.SH,X600111.SH,X601991.SH,X600362.SH,X600157.SH,X600027.SH,X600489.SH,X600886.SH,X601992.SH,X002466.SZ,X600623.SH,X600309.SH,X600299.SH,X000792.SZ,X300072.SZ,X600660.SH,X002075.SZ,X601158.SH,X000723.SZ,X600583.SH,X000408.SZ,X600549.SH,X600352.SH,X000709.SZ,X000883.SZ,X000898.SZ,X000983.SZ,X002460.SZ,X600176.SH,X000539.SZ,X000027.SZ,X002470.SZ,X000060.SZ,X000630.SZ,X002407.SZ,X000012.SZ,X600021.SH,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0222739870895194,0,0,0,0,0.0521164052903089,0,0,0,0,0,0,0,0.0303531114297079,0,0.048239482638679,0,0,0.0498245107889244,0,0,0,0,0,0,-0.0321293803985348,0,0,0.0291392105145047,0,0,0,0,0,0,0.118842655309112,0,0,0,0,0,0,0,0,0.0349630872643398,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.209518862262856,-0.0347869101933226,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105342805521341,0,0,0,0,0.0128651688032958,0,0,0,0,-0.00778556744724766,0,0,0,0,0,0,0,0,0,0.01863039876536,0,0,0,0,0,0,0,0,0.02734188766028,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0888356826038183,0,-0.0290988982822262,0.0644966928984535,0,0,0.022390528253034,0,0,0.112257966519112,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0814816883723259,0,0,0,0,0.0203741951305095,0,0.00758683310812364,0,0.061371591176641,0,0,0,0.00278178431199325,0,0,0,0,0,0,0,-0.0354579841463874,0,0,0,0,-0.0034818984368292,0.0663959638559289,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.13547812194511,0.0327231058498134,0,0.213303462007832,0.0649471371604435,-0.0162452326236989,0,0,0,0,0,0,0,0,-0.101504818192393,0,0,0,0.011741634304631,0,0,0.0148121510541424,0,0,0,0,0,0,0.0279621592919524,0,0,0,0,0,0,0,-0.0556432881533565,0,0,0,0,0,0,0,0,0.160970872793108,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0434800614081863,0,0.00480617195074514,0,0.0142562502862871,0,0.0590860987996172,0,0.474748426648918,0,0,0,0,0,0,0,0,0.00354779734676924,0,0,0,0,0,0,0,0,0,0,-0.0163634396866094,0,0,0,0,0,0,-0.0247248906546734,0,0,0.0527987294128534,0,0,0,0,0,0.0635474998753897,0,-0.00854864578804496,-0.0236200234108452,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.0817520382205776,0,0,0.0813341599126733,0,0,0.0845933262134895,0,0.0259993054094495,0,0,-0.0205447410529826,0,0,0,0,0,0,0,0,0,0,0,0.127221265833183,0,0,0,0,0.0613103157469715,0,0,0,0,0,0,0,-0.132393644479974,0,0,0,0,-0.0187448191903311,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0512829095598393,0,0,0.048462498340314,0,0,0,0,0,0,0,0,0.0391208779074436,0,0,0,0.0542288177705859,0,0.0258179856541031,0,0,0,0.0996807651190664,0.0688929105468929,0.0585854826409648,0,0,0,0,0,0,0,0,0,0,0,-0.0381324733650238,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0233048252871265,-0.00900487032223367,0,0,0,0,0,0,0.0250282053084716,0,0,0,0,0.0117788636009191,0.0599298239343746,0,0,0,0,0,0,0,0,0,0.0428732878671602,0.101961786741854,0,0,0,0,0.197063323941944,0.0237550771832457,0,0,0,0,0.0837946798265719,0,0,0.0639628628576496,0,0,0,-0.017615642928445,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,-0.0569128462465424,0.0732124575733331,0,0,0,0,0,0.0174794898406502,0,0,0,0,0.0959420186166859,0.173437532220768,0,0,0,0.0733111783378069,0,0.0314179222825775,0,0,0,0,0,0.142790090941467,0,0,0,0.0212871424992849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552856943622521,0,0.203137901548823,0,0,0,0,0.0110311797737589,0,0,0,0,0,0,0.0437943441650843,0.0656356528199795,0,0,0,0,0,0.0179409197473882,-0.063128042641423,0,0,0,0,0,0,0,0,0,0,0,0.00324345146661898,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0279963397403318,0,0,0,0.210890826459086,0,0,0,0,0,0.121280591626023,0,0,0,0,0,0,0,0,0,0.569815687201527,0,0,0,0,0,0.0164454354725084,0,0,0,0,0,0,0.0346016629644646,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0564302328746666,0,0.0778947148428535,0,0,0.0495371964088225,0,0,0.000762298586750542,0,0,0,0,0,0,0,0,0,0,0,0.0824266443345236,0,0.0344727443594003,0,0,0.0648014873922489,0,0,0,0,0,0,0,0,0,0,0.313511710034757,0,0,0,0,0,0,-0.0233264722652414,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0431981855491331,0.167495910027638,0,0,0.0343593488376157,0,0.029164611930833,0.0213517814056769,0,0,0,0,0.0312926834520502,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0.0542249060390762,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0619751610737224,0,0,0,0,0,0,0,0,0,0,0,0.0312558593552983,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.553460479718513,0,0,0,0,0.0769487537564125,0.0551991534143035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237763153950307,1.73472347597681e-18,0,0,0,0,0,0,0.195082055873991,0.0351946677538618,0,0,0,0,0.0600752273337545,0,0,-0.206920536829373,0,0.104290397048267,0,-0.0662891939906497,0.0632427312285754,0,0,0,-0.0742786241481793,-0.071394620983316,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,-0.0319051239693145,0,0,0,0.066208942301946,0,0,0.0727224213999517,0,0,0,0,0,9.75553550010646e-05,0,0.0543109424219278,-0.0378783097878811,0.0505438424351092,0,0.0182635688448203,0,0,0,0,0.0182923441538313,0,0,0,0,0.0351735739975774,0,0,0.06163256864306,0.164292734166976,0,0,0,0,0,0,0,0,-0.00273682167994985,0.0268807149118702,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0.132265854705386,0,0,0,0,0,0,0,0.107509750556379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391007236345044,0,0,0,0,0.124710293516695,0,0,0,0,0,0.125214061188192,0.218105010996324,-0.0479055103664784,0,0,0,0,0.0469066091137012,-0.0188695643451956,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0.12586813202089,0,0.10966241131866,0.093439915793591,0,0.101022175884529,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.116209454328286,0,0,0,0,0,0.0304589674097916,0,0.0799840333422554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023133712114903,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,-1.0842021724855e-19,-0.0455702781821565,0.0210860892684309,0.0556701998029716,0,0,0,0,0.0834574001061822,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0531150343354921,0,0,0,0,0.0610721221086532,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334525383936517,0,0,0,0,0,0,0.00841467566136651,0.0548203788212486,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0.792731598663041,0,0,0,-0.0409306870168713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.100936196557165,0,0,0,0,0.0571437914805903,0,0,0,0,0,0,0,0,0,0,0,0,0.0484197014008221,0.0713407658550603,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,-0.0155967806323314,0,0,0,0,0,0,0,0,-0.0561473760923505,0,0,0,0,0,0,0,0.0230360026778901,0,-0.043664786730312,0.0687383538488412,0,0,0,0.0773895133231,0,0,0,0,-1.0842021724855e-19,0.00282954870425719,0,0,0,0,0.0394089208510254,0,0,0,0,0,0,0,0.0744159898581833,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0.0400464039919855,0,0,0,0,0,0,0,0,0,0,-0.00804533898650052,0,0,0,0.0375507155762215,0.371916219969265,0,0.00131348997014527,0,0,0.0569614882500288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18142514654174,0,0,-0.0273992733116521,0,0,0,0,0,0.00213102400530684,0,0,0,0,0,0
