,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X600011.SH,X000708.SZ,X002271.SZ,X600660.SH,X002460.SZ,X600886.SH,X600801.SH,X000786.SZ,X601600.SH,X601898.SH,X600362.SH,X600010.SH,X600489.SH,X600176.SH,X600352.SH,X601991.SH,X600111.SH,X600188.SH,X600426.SH,X600299.SH,X600027.SH,X600795.SH,X600688.SH,X002466.SZ,X601992.SH,X002080.SZ,X002353.SZ,X600529.SH,X600612.SH,X600219.SH,X600486.SH,X000027.SZ,X600315.SH,X002075.SZ,X000723.SZ,X000932.SZ,X000959.SZ,X000301.SZ,X002409.SZ,X600126.SH,X600516.SH,X000898.SZ,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0521878406439523,0,0,0,0.159749530926286,0,0,0,0,0,0,0,-0.0122922612658871,0.0288194443158422,0,0,0,0,0,0,0,0,0.118683929347446,-0.0345471730594325,0,0,0,0,0,0,0.0366189702602398,0,0,0,0,0,0,0,0,0,-0.00200373315789718,-0.0034734290379629,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0176804702336312,0,0,0,0.00378594614587173,0,0,0,0,0,0,0,0,0.0269341847593462,0,0,0,0,0,-0.0133989216069884,0,0,0,0,0,0,0,0,0.00653576580686633,0.130565321977754,-0.00207653154973625,0.00404900792566488,0,0,0,0,0,0,0,0.0384918462804753,0,0,0,0,0.0827002771933836,0,0,0.000599689337784116,0.00759198139941503,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236258210095074,0,0,0,0,0,0,0.00622941308472505,0,0,0,0.117420778805225,0,0,0,0,0,0.0193984420067514,0,0.0039319532028912,0,-0.00616263655111624,0.0993540957013312,0.163933669452768,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0109848851191457,0.00408243535190836,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0.100315512655916,0,0,0,0,0,0,0,0,0,0.0287762776751165,0,0,0,0,0,0,0,0,0,-0.000990067668042076,0,0,0.0234634359091099,-0.00306483199636052,0,0,0,0,0,0,0,0,0,0,0,0.0892527999286364,0,0.134919574232237,0,0,0,0.0107064974933739,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0883446358118135,0.0697520861187927,0,0,0,0,0,0,0.0979966170532048,0,0.0172069192269006,0,0,0,0,0,0.11045293643908,0,0,0,0,0,0,0,0.0514677558249777,0,0,0,0,0,0,0.0741407574171911,0,0,0,0,0.0827362379740246,0,0,0,0,0,0.0041225802811518,-0.0254875470564169,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0.0529477798185962,0,0,0,0,0,0,0,0,0,0.641179136302745,0,0.0333271436219318,0,0,0,0,0.0273029128986827,0,0,0,0,0,0,0,0.0282254182820377,0.0646011345325875,0,0,0,0,0,0,0,0.0101192538771365,0,0,0,0,0,0,0,-0.0029741488795891,-0.021680192304757,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141487369918693,0,0,0,0,0.0645340322864112,0,0,0,0.102646019958907,0,0,0,0,0,-0.0149153506160657,0,0,0.0618756418229429,0,0,0,0,0,0,0,0.0711461567425929,0.0317641337123599,0,0,0.0501895557266288,-0.031488408455661,0,0,0,0,0.00397478716466009,-0.00241023038817084,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0400478895871605,0,0.180873950214384,0,0,0,0,0,0,0,0,0,0,0,0,0.130354210020886,0,0,0,0,0.0696564965134565,0,-0.0291549299089075,0,0,0,0,0,0,0.26508602872512,0,-0.0504149502344676,0,0,-0.0600557683758785,0,0,0,0,0.0266512781131945,0.00805007131551861,0,0,0,0,0,0
X000708.SZ,0,0,0,0,-0.0825050306882264,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0974947870115367,0.125722169110849,0,0,0,0,0.261951137239025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179257196606795,0,0.0125512477003524,0,0,0.1410224442416,0,0,0,0,0.00388365446434015,-0.00930441462070247,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.0685937031226292,0,0,0,0,0,0,0.0628550829637898,0,0,0.168511074932765,0,0,0,0,0,0,0,0,0.224923459490285,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259552239833436,0,0.0620086164207707,0.153350316430148,0,0,0,0,0.00979043458873796,0.0712371932081419,0.0611948443738906,0,0,0,0.00175141593362328,-0.0126529811864787,0,0,0,0,0,0
