,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600547.SH,X600188.SH,X601600.SH,X600795.SH,X600362.SH,X601991.SH,X600111.SH,X600157.SH,X600489.SH,X600027.SH,X002466.SZ,X600886.SH,X601992.SH,X600623.SH,X000792.SZ,X600299.SH,X600309.SH,X600660.SH,X300072.SZ,X600583.SH,X600549.SH,X000723.SZ,X601158.SH,X000709.SZ,X600352.SH,X000883.SZ,X002075.SZ,X000898.SZ,X000983.SZ,X002460.SZ,X600176.SH,X002470.SZ,X000539.SZ,X000027.SZ,X000630.SZ,X000060.SZ,X002407.SZ,X600612.SH,X000012.SZ,X600021.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.153540184063848,0,0,0,0,0,0,0.00629963175585465,0,0,0,0,0,0,0.111105025440857,0,0,0,0,0,0,0,0,0,0.0128400153383236,0,0,0.0444766302675102,-0.0297335514896598,-0.0496614960390764,0,0,0,0.0763480104809999,0,0,0,0,0,0.0786188916130082,0,0,0,0,0,0,0,0,0,0,-0.00255930067236422,0.0473217421963442,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.141672227677315,0,0.00577298105539716,0,0,0,0,0,-0.0237379595349722,0,0,0,0,0,0.0164181778457081,0,0,0.058576699169406,0,0,0.119311609044339,0,-0.0869650451987056,0,0,0.0255811239523313,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,-0.00914644575763388,0.00567825206660147,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0635653982896464,0,-0.00437666039519694,0,0,0,0,0,0,0,0,0,0,0,0,0.0306841076948593,0,0,0,0,0,0,0.00757021325945303,0,0,0,0.110749390690596,0,0.0255666236637766,0,0.046722018705351,0,0,0,0,0,0,0,-0.000523326561595437,0,0,0,0.0830725921292589,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.02432330284771,0.180260616106899,0,0.0180633666239513,0.0768163870567388,0,0.0838240939872443,0,0,0,0,0,0,-0.0642316471011894,0,0,0,0,0.0089768591450085,0.0872382251388502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0451821489796237,0.0224903697720721,0,0,0,0,0,0.145433204251036,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0565782113297756,0,0,0,0.00497479187168141,0,0.0859230118883434,0,0,0,0.364774760873455,0,0,0,0,0,-0.00718096538239904,0.017066524841676,0,0,0,0,0,0,0,0.151558419157088,0,0.00461131743642756,0,0,0,0,0,0,0,0.0381093734448102,0,0,0,0,0.0290920395392195,0.0592840454990781,0,0,0,0,-0.00424611702732801,-0.0338789277152096,0,-0.0242349154386321,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.102149471208754,0,0,0,0,0.107013804386578,0.128093788528347,0,0,-0.133063816561205,0,0,0,0,0.025801558576154,0.063221154222766,0.415399160646732,0,0,0.124116458062849,0,0,0,0,0,0,0,0,0.0936445578867204,-0.0395106061307205,0,0,0,0,0,0,0,0,0,-0.119590043394886,0,-0.057164843106264,0,0,0,0,0.0122781733622397,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119491330525492,-0.0364969603419019,0,0,0,0,0,0.014889309128255,0,0,0,0,0,0,0.0516255227916093,0.0362211355833584,0,0,0.0181618492155852,0,0.065614589893853,0.0998132919708798,0,0,0,0,0,0,0,0,-0.00117070650657362,0,0,0,0,0,0,0.0628076338583952,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.148215029170333,0,0,0,0,0,-0.00962035364160922,0,0,0,0.0531415763865225,0.0136895932466381,0.148619579547355,0,0,0,0,0,0.0137785957240024,0,0,0,0,0,0.0229554940647528,0,0.153525236880234,0,0,0,0,0,0,0.131369067475764,0,0,0.0784584655397172,0,0.0059610583361935,0,-0.0232887190155101,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0.0983370789613751,0,0,0,0,0,0,0,0,0.0192104424378808,0,0,0.0370157283885724,0,0.191708813468078,0,0,0.185219338131109,0.0390696705227787,0.0423188202166119,0,0,0,0,0,0.183267971818807,0,0,0,0.0284389203029683,0.0618586311060759,0,0,0,0,0,0,0,0.0381722281033734,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.601989585813603,0,0.01281463211837,0,0.305872778862994,0.128636991724048,0,-0.0166440351295322,-1.73472347597681e-18,0,0,0,0.00286394194503715,0,0,0,0,0,0,-0.176005780334097,0,1.73472347597681e-18,-0.0727760146175492,0,0,0,0,0.0604068243275103,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100675217433508,0,0.0847796052843738,0.0347081303081226,0,0,0,0,0,0,0,0,0,0.118634745712209,0,0.45570728107642,0,0,0,0,0,0,0.182495190406344,0.0274403206036288,0,0,0,0,0,0.037775200490546,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0129931639941011,0,0,0,0,0,0,0.078334044597479,0,0,0,0,0,0,0.0708337992599257,0,0,0,0,0,0,0.0970574423247688,0.161946336763451,0,0,0,0,0.0480544269564839,0,0,0,0,0,0,0,0,0.331345644608373,0,0,0,0,3.46944695195361e-18,0,-0.0292932552753576,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.11863235631628,0,0,0,0,0.0257072367899592,0.0276651595231417,0,0,0,0,0,0,0,0,0,0,0,0.0430614350619882,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0116137079333431,0,0,0,0,0,0,0,0,0,0,0.0202854413934247,0,0,0.0313174063268119,0,0,0,0,0,0
