,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X601898.SH,X600010.SH,X601991.SH,X600795.SH,X601600.SH,X600886.SH,X600188.SH,X600362.SH,X600111.SH,X600027.SH,X600688.SH,X600309.SH,X601992.SH,X601158.SH,X600583.SH,X000792.SZ,X600157.SH,X000898.SZ,X600352.SH,X000709.SZ,X600547.SH,X600489.SH,X000831.SZ,X002353.SZ,X000539.SZ,X600008.SH,X000630.SZ,X600660.SH,X000027.SZ,X000825.SZ,X600021.SH,X600808.SH,X000629.SZ,X002470.SZ,X600549.SH,X600578.SH,X600315.SH,X600307.SH,X600098.SH,X000983.SZ,X601699.SH,X600863.SH,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.501195598752481,0,0,0,0,0,0,0,0,0.00156226677851692,0.165484303848121,0.150838792744592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191547663755986,0,0,0.0406742137890647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000798766630401719,0,0,0,0,0,0
X600028.SH,0.480797313674162,0,0,0,0,0,0,0,0,0,0.0126911612018853,0,0,0,0,0,0.425789422917559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157042041376152,0,0,0,0,0,-0.0459317440237476,-0.0112298780320102,0,0.0101720420266332,0,0,0,0
X601088.SH,0.063311268658146,0,0,0,0.118884628128564,0.0273475043119023,0.0821887739525156,0,0,0,0,0,0.080085487245921,0,0,0,0,0.0824138218051717,0.00825938207507335,-0.0102225289150196,0,0,0,0,0,0,0,0,0,0,0,0,0.0352365597043949,0,0,0,0,0,0,0,0,0,0,0,0,0.431595787413439,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0.0840169508124379,0,0,0,0.013232071903635,0,0.0223862344093982,0.0283482501575178,0.0761148713588585,0.152017413033699,0,0.0408164110143472,0.00938921415092361,0,0,0.0875052840755941,0.029862506260829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00499504436718072,0,0,0,0.359444155379974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.119866508928384,0,0,0,0,0.202890212569863,0,0,0,0,0,0,0.367157512956327,0,0,0,0,0,0,0.0452323206620372,0,0,0,0,0,0.0265026082256281,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00910329067816576,0,0,0,0,0,0,0
X600585.SH,0,0,0.0858685441611472,0,0,0,0,0.0254125699239683,0.0115951766418079,0,0,0,0.0191677843935805,0,0,0,0.129130641516898,0.0167944814956048,0,0,0.100128778265348,0,0,0,0,0,0,0,0.0468090057126034,0,0,0,0,0.113401780498891,0.0568555510491943,0,0,0,0,0,0,0,0,0,0.210565105454004,0,0,0,0,0,0,0.00530813386625526,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.146559567302802,0,0.0534035800936524,0,0,0,0,0,0,0,0,0.012187733312389,0.0528234474830254,0,0,0,0,0.0425666267262742,0,0,0,0,0,0.0284082189906367,0,0,0,0,0,0,0,0,0,0,0,0.0209967219678418,0,0.470751973355095,0.0497252422313732,0,0,0,0,-0.00211803780114534,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.105403403003324,0.0381504941776232,0,0,0,0,0,0,0,0,0,0.339044518934141,-0.0291277110932904,0,0,0,0.0774065100008734,0,0,0,0,0,0,0.0929532212607238,0,0,0,0,0.0970330810270476,0,0.273749039701294,0.103750568573974,0,0,0,0,0,0,0,-0.0214726362043357,0,0,0,0,0,0
X601991.SH,0,0,0,0.0299216049122036,0,0,0.0871045457079563,0,0,0.179787185857096,0.292189599082888,0,0,0,0,0.0448901211961996,0,0.00850936260157619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24401904112233,0,0,0.0260120999883077,0,0,0,0,0,0,0,0,0,0,0,-0.024159301323356,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.242261024081205,0,0.259631401052559,0.154050007822288,0,0,0,0.112521935151058,0,0.034187022782913,0,0,0,0,0,0,0,0,0.0136024002176307,0,0,0,0.0675762336830442,0,0,0,0.0442965040171268,0,0.0126945051551626,0,0,0,0,0,0,0,0,0,0,0.0815407112934757,0,0,0,-0.00386193560031935,0,0,0,0,0,0
