,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X000792.SZ,X601898.SH,X600011.SH,X600019.SH,X000301.SZ,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X600886.SH,X000877.SZ,X600547.SH,X601600.SH,X002271.SZ,X600795.SH,X601991.SH,X600426.SH,X600027.SH,X000983.SZ,X600803.SH,X600176.SH,X600362.SH,X000408.SZ,X601699.SH,X000723.SZ,X000786.SZ,X600096.SH,X000629.SZ,X600348.SH,X600995.SH,X000933.SZ,X600141.SH,X600219.SH,X600160.SH,X600985.SH,X002353.SZ,X600801.SH,X300073.SZ,X600157.SH,X002080.SZ,X600378.SH,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0308703714444847,0,0,-0.0139315388437238,0,0,0.00610991813938856,-0.0523623058674273,0,0,0,0.0825424116789221,0,0,0,0,0,0.0129937271359954,0,0,0,0,0.24318648408103,0,0,0,-0.0364208304690852,0,0,0.0157806866527556,0,0,0,0,0,0,0,0,0,0.033638479435836,0,0,0,0.00624199586703903,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.25254995929214,0.151306203920199,0,0,0,0.373852709694628,0.122655475766288,0,0,0,0,0,0,0.0475714701648043,0,0,0,0,0,0,0,0,0.160913782682274,0,0,0,0.0307980039130386,0,0,0,0,-0.153836941370273,0,-0.123533508730804,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00574439957802528,0.0287487781262528,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.02650253168983,0,0,0,0,0.00866044942679799,0,0,0.0395826948476519,0,0,0,0,0,0,0.0817937126973075,0,0,0.00302445100769688,0,0,0.0496414700201772,0.0236792306313461,0,0,0,0.05131774467323,0,0,0,0.0084100631685281,-0.0106108165118729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00394890797001449,0,0,0,0,0,0
X600309.SH,0,0.0813109592949384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177043957969871,0,0,0,0,0.0549613506139957,0,0,0,0,0,0,0.0348268623883488,0,0,0.0288140107765107,0,0,0,0,-0.0289714066269086,0.0826377222704672,0,0,0,0.0830940610840277,0.0903527073998499,0,0,0,0,0,0,0,0,-0.0408563243347698,-0.00141677531361884,0,0,0,0,0,0
X600188.SH,0,0.194016383317616,0,0,0,-0.0185983864488361,0,0,0,0.586383222358241,0,0,0,0,0,-0.00174575528984406,0,0,0,0,0,0,0,0,0,0.0115010978544809,0.0715529162943409,0,0,0,0,0,0,0,0,0.0264005193883283,0.032339061457045,0,0.0958141923805508,0,0,0,0,0,0,0,0,0,0,0,0,-0.135885796809759,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.647552363411162,0,0.0765667852190159,0,0,0,0.0641059646614771,0,0,0,0,0,0.0601282347915625,0,0,0,0,0,0,-0.0717480530436616,0,0,0,0,0.363047820904533,0,0,0,0,-0.100862075724276,-0.0909488381948528,0,-0.0637624018529789,0.0781081235992845,0,0,0,0.30971467544663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.373271501596855,0,-0.161097029558131,0,0,0,0,0.123877344677765,0,0,0,0,0,0.0533208473172231,0,0,0,0,2.16840434497101e-19,0,0,0,-0.17114222553035,0,0,0,0.0552356864088822,0,0,0,0.073667867335074,0.0634969408444691,0,0.106935899978152,0.0989133922791764,0,0,0,0,0,0,0,0,0,0,0,0.0287603602103396,-0.079378183674203,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137599389798585,0,0,0,0,0.0203656006317366,0.106891384379893,0,0,0,0,0,0,0,0,0,0,0.0343327765239138,0.0680963539940609,0.00907668682623402,0,0,0.000824054310584067,0,0,0,0,0,0.412606841171244,0,0,0,0,0,0,0.0367444573457896,0.0192215956436644,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.101660234400656,0.178745749358316,0,0,0,0.149961058018463,0,0.00971396437179351,0,0,0,0.0186066634692776,0,0,0,0.122051386831438,0,0,0,0,0,0,0,0,0,0.237493007868786,0,0,0,0,0,0.0297280447494397,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,8.67361737988404e-19,0,0,0,-0.0022770102602121,0,0
X601898.SH,0,0.0998614377658772,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0419943466528453,0,0,0,0,0,0,0,0,0,0,-0.071189805631887,0,0,0,0,0.309152532229355,0,0,0,0,0.0664947965115244,0,0,0.150037428594077,0,0,0,0,0,0.105894487865677,0,0.068153124432718,0.138103822486722,0,0,0,0,0,0,0,0,-0.0221565317242555,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.127694797000038,0,0,0.00671911348319718,-0.0272452559181154,0,0,0,0,0,0,0,0,0,0.0715232465948124,0.0225694896005312,0,0.632944720927812,0,0,0,0,0,0,-0.0637621371217272,0,0,0.0649913716873463,0,-0.136534235503002,0,0,0,0,0,0,0,-0.436955233733903,0.0659850428345448,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,4.8303941099209e-05,0,0,0,0,0.0588950998728122,0,0.0685310535899564,-0.0777256533920509,0,0.0300018692910553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128834537481154,0,0.264168393534882,0,0.0879251895456275,0,0,0.051533910802138,0,0.0926002419903068,0,0,0,0,0,0,0,0,0,0,-0.0564671135918253,-0.0296350039124625,0,0,0,0,0,0
