,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600188.SH,X600019.SH,X600011.SH,X002460.SZ,X000792.SZ,X002466.SZ,X601898.SH,X000708.SZ,X600547.SH,X601600.SH,X600111.SH,X000301.SZ,X600660.SH,X600010.SH,X600886.SH,X000877.SZ,X002271.SZ,X600426.SH,X600795.SH,X600362.SH,X600027.SH,X601699.SH,X600176.SH,X600803.SH,X000983.SZ,X601991.SH,X600489.SH,X000786.SZ,X600160.SH,X600995.SH,X000629.SZ,X000807.SZ,X600378.SH,X000408.SZ,X600219.SH,X000932.SZ,X600096.SH,X000723.SZ,X000933.SZ,X002080.SZ,X600688.SH,X000539.SZ,X300037.SZ,X600801.SH,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00474123351851635,0,0,0,0,0,-1.0842021724855e-19,0.0787648213960193,0,0,0,0,0.0769894524685077,0,0,0,0,0,0.0665849358306611,0,0.0583246785055717,0.0468535048979032,0.00656745663899207,0,0,0,0.133600940649122,0,0,0,0,0.0513995175865385,-0.0530022855094377,0,0,0,0,0.0322307782797097,-0.0345792177982623,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12572687871791,0,0,0.0085598082134746,0,0,-0.0140381694756297,0.0770228766779113,0,0,0.0945818631664321,0.0172751202304016,0.0350244280979571,0,0,0,0.131185093603398,0,0,0,0,0,0,-0.0272069348721317,0,0,0.0478018079617145,0,0,0,0,0,0,0,0,0,0.0200558822958723,0,-0.00389215589137867,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0597566630439836,0,0.0089651849033978,0,0,-0.029119572886803,0.172167640340601,0,0,0.082846053107328,0,0,0,0,0,0,0,0,0,0,0,0.119607672160473,0,0,0,0,0,0.0732370821306771,0,0,0,0,0,0,0,0.0585076690155811,0,0,0,0,0,0,0,-0.00710696463784811,0,0,-0.00928310835531937,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.045384858205196,0,0,0,0,0.17633899862306,0,0.104976039941011,0,0.104965629417243,0,0.269589365239107,0,0,0.0362267178285721,0,0,0,0,0,0,0,0,0,0,-0.0553532954173837,0,0,0,0.123309562977619,0,0,0,0,0,-0.110999712836363,0,0,0,0,0.00759886406901782,0.00775570326080107,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0486117956425012,0,0,0,0,0.154912617666906,0.0650692831850316,0,0,0,0,0.0169704198996598,0,0,0.052395853614886,0,0,0.152562183790832,0,0,0,0,0.0912154115067566,0,0,0,0,0,0,0,0,0.00925136064419706,0,0.333921190805514,0,0,0.00446917114571447,0.000235364271194479,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0.0195821567056493,0,0.016902384233115,0,0,0,-0.118437847194267,0,0,0,0,0,0.271813970406021,0,0,0.223367688427893,0,0.0351780961796219,0,0,0,0.016941373987821,0,0,0,0.195224228474878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0402715951731732,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,-0.0209336765741297,0,0,0,0.0948425281036611,0,0,0.056385499004044,0,0,0,0,0,0,0.180833647081394,0,0,0,0,0,0.274265295401515,0,0,0,0,0,0,0,0,0,0,0,0,0.0502139618712789,0,0,0,0,0,0,0,0,0,0.0277346553272818,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0998140188954819,0,0,0.070570715717054,0,0,0,0,0,0,0,0.0446468836950601,0,0,0,0,-0.0176063458484347,0,0,0,0.542892952209408,0,0,0.107626419514063,0,0,0,0.131751092439365,0,0,-0.203790953288717,0,0.122623346869984,0,0,0,0,0,-0.129491126168908,0,0,0,0,0,0,0,0,0.00148155415512783,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.0026962446199148,0,0,0,0,0.603430852271842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045270520861905,0,0,-0.0302425983347741,-0.0428264229748082,0,0,0,0,0.172407545164066,0,0,0,0,0.0146617708704589,0.0648493852712642,0,-0.0193824025262644,0.00713327004685104,0,0,0,0.0043108164262987,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.00606339181542711,0,0.0526811112150607,0,0,0,0,0,0,0.124646926441414,0,0,0,0.0443635545753437,0.0436172287046424,0,0,0,0.0321692619486032,0,0,0.0249313659909351,0,0,0,0.0095178928040296,0,0,0,0,0,0,0,0,0,0,0,0,0.124029055662786,0.129995562374043,0,0,0,0.000360357598939048,0.0337811469457069,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.56285744375696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420053684993675,0,0,0,0,0,0,0.031626609545106,0.0356457724863098,0,0,0,0,0,0,0,0,0,0.00488487718499265,-0.0799914128954616,0,-0.0806773686808195,-0.0475627635049499,0.0631807034916673,0,0,0,0,0,0
