,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601600.SH,X600886.SH,X601898.SH,X600660.SH,X601991.SH,X600362.SH,X600795.SH,X600688.SH,X600188.SH,X600352.SH,X600111.SH,X600027.SH,X600801.SH,X000723.SZ,X601992.SH,X600489.SH,X002271.SZ,X000786.SZ,X000898.SZ,X600176.SH,X600516.SH,X000709.SZ,X600299.SH,X002460.SZ,X002466.SZ,X000883.SZ,X601158.SH,X000629.SZ,X600612.SH,X600219.SH,X600426.SH,X000027.SZ,X000630.SZ,X002353.SZ,X600583.SH,X600315.SH,X000553.SZ,X601699.SH,X600578.SH,X600021.SH,X600985.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0796707540167657,-0.0120557268292227,0,0,0.0133746096182344,0,0,0,0,0,0.0158685788633962,0,0,0.0345477419557581,0,0.0454960871652701,0,0,0.0867483147851398,0,0,0,0,0,0.0358081170563189,0.0346864024492928,0,0,0,0,0,0,0,-0.00980020336086997,0.0230683307586308,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,-0.0261563401447002,0,0,0,0,0,0,0,0,0,0.162446749281156,0,-0.01831456657069,0,-0.00605503329694533,0.0143021384708382,0,0,0,0.0442733897148304,0,0,0,0,0.111334429087604,0,0,0,0,0,0,0,0.0292392645236968,0,0,0.0731302700155026,0,0,0,0,0,0,0,0,-0.0237572762910257,0.00444715456375102,0,0,0,0.0225927078169339,0,0
X601088.SH,0,0,0,0.0190598683084152,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246660215828759,0.0099269968983132,-0.0979633605928878,0,0.00873471502134339,0,0.158934177859674,0,0,0,0,0,0,0,0.0201821485667709,0,0,0.164159683726741,0,0.082357622070481,0,0,0,0,0,-0.131376708068636,0,0,0.049892358291943,0,0,0,0,0,-0.000859983395860463,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0323447356105498,0.450287794741815,0.0357339053424739,0,-0.0435583687130535,0.238946687285397,-0.0347497823198996,0,0,0,0,0,0.0378762523305777,0,-0.0417915940142266,0,0.0372445282697933,-0.0126971270921116,0,0,0,0,-0.0231783124549643,0,0,0,-0.0683581707017083,0,0,0,0,-0.0210438218297134,0.0135285171093076,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,-1.73472347597681e-18,0,0.389963370166716,0,0,0,0,0,0,0,0,0,0,0,0,0.197488333486738,0,0,0,0.00977674930599128,0.0886470679763469,0.0653077972636547,0,6.93889390390723e-18,0,0,0,0,0,0,0,-0.0130738074404287,0,0,0,0,-0.0773552139650784,0,0,0.182569545501493,0,0,0,0,0,0,0.0159882265919811,0,0,0,0.0254969183001873,0,0
X600019.SH,0,0,0,0,0,0,0,-0.0583387502812113,0,0,0,0,0.116541760291693,0,0,0,0.00404130208398891,0,0.135957502702992,0,0,0,0,0,0,0,0,0.087782002821773,0,0,0,0,0,0,0,0,0.0416461943571201,0,0,0,0,0,-0.075286160544853,0,0,0.0414622225995455,0,0,0,0,0,-0.0026596529751258,0.0178379114602632,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.242385700247838,0,0,0,0,0,0,-0.0311779455954434,0,-0.108443567787135,0,0,0.745417530115529,0,0,0,0,0,0,0,0,-0.0761060881495004,0.0520905128393898,0,0,0,0,0,0,0,0,0,-0.220713743624502,0.100487386930001,-0.00237386633005578,0,-0.0878216590144583,0,0,-0.0521557439704358,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.241422467336892,0,0,0,0,0,0,0,-0.0259739488348232,-0.0731299763812303,0.520873924905833,0,0,0,-0.00956113131986359,0,0.0346937849605545,0,0,0,0,0,0,0,0,0,0,0,0,-0.0376202453452535,0,0,0,0,0,-0.0887761771109194,0,0,0,0,0,-0.00384932685157189,0,0,0,0,0.00204754914873398,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182802713140159,0,0,0.100014793582555,0,0,0,0,0.168841899423034,0,0.109201137189341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278024653277289,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303747816953405,0,0.0614261926059585,0,0,0.0475692986085454,0,-4.33680868994202e-19,0,0,0,0.00838122117732716,0.0630722017133034,0,0.0856597817245929,0.011576062701036,0,0,0,0,0,0,0.171783804296777,0,0.0776449795955556,0,0,0,0.0766462779865518,0,0,0,0,0,0.00356212650958923,0,0,0,0,0,0,0
