,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X002466.SZ,X600585.SH,X600019.SH,X000792.SZ,X600011.SH,X601898.SH,X600111.SH,X000301.SZ,X600660.SH,X002271.SZ,X600010.SH,X000708.SZ,X601600.SH,X600547.SH,X000877.SZ,X600886.SH,X600426.SH,X600795.SH,X600362.SH,X000983.SZ,X601699.SH,X600176.SH,X600027.SH,X600803.SH,X601991.SH,X000786.SZ,X600995.SH,X000807.SZ,X600160.SH,X000629.SZ,X000408.SZ,X600096.SH,X600219.SH,X600489.SH,X002080.SZ,X000723.SZ,X600378.SH,X000831.SZ,X000933.SZ,X600348.SH,X000630.SZ,X300037.SZ,X600141.SH,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0415845123999684,0.3471379754764,0,0,0,0,0,0,0,0,0,0,-0.000115368931162938,0,0.0586435381416212,0,0,0,0,0,0,0.0562397422445215,0,0,0.052594917357353,0,0,0,0,0.121333653240478,0.0148975207556807,0,0,0,0,0,0,0,0,0,0,0,0,0.0606344160703826,0,0,0,0,0,0,-0.0158093411998646,0.00554565336805731,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.462140354835277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00598412609831863,0,0,0,0.00349165815755765,0,0,0.0901906042598917,0,0,0,0,0,-0.0365002800161475,0.0838706897529252,0,0,0,0,0,-0.0485071381322055,0,0,0,0,0,0,0,-0.0315225728674488,-0.0144589708866054,0,0,0,0,0,0,0
X600028.SH,0.234276128704379,0,0,0,0.0546129451925862,0,0,0,0,0,0,0,0,0,0,0.0209790197538398,0,0,0,0,0,0,0,0,0,0.1039565134265,0,0,0,0,0.194729014700463,0,0,0,0,0,-0.0306746763500926,-0.0231038188750671,0,0,0,0,0,0,0,0,0.00632782264658885,0,0,0,0,0.0132363099581646,0.00351867792930736,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,-0.0760392182331295,0,0,0.213727210598821,0,0.0573214675704546,0.0132178213555813,0,0,0.129484358339749,0,0,0,0,0,0,0.0309845334329516,0,0,0,0,0.192182104597472,0,0,0,-0.0387046500279593,0,0,0,0,-0.0592520688138147,0,0,-0.0339813168971401,0,0,0,0,0,0,0.0284153352321414,0.0302670269951635,-0.0350139517398953,0,0,0,0,0,0
X600188.SH,0,0.47620728685664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141732247612519,0,0.0841793292731087,0.1299660281653,0,0,0.200145419021974,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0267517993851134,0.0891355790312752,0.190791169459714,0,0,0,0,-0.039804129452822,-0.0434595122627174,1.0842021724855e-19,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.593539085903643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0695922116242036,0,0,0.0232128919564403,0,0,0,0,0,0,0,0.0270045773932531,0.0756245534237752,0,0,0,0,0,0,0,0,0,0.0991976002614859,0,0,0.0167867394945617,0.0101514983273189,3.07604783987421e-05,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.862608263249955,0,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.0202576669430921,0,0,0,0,0,0,0,-0.073586784515169,0,0.0407293187567487,0.0656283504143809,0,0,-0.0237478841773684,0,-0.125703839976908,0,0.0738297470566883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0795768954381096,0,0.00594081960201498,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016062659894738,0,0,0,0.218959476987351,0,0,0.407211069160152,0,0,0,0,0,0,0,0,0,0,0.159496666127185,0,0,0,0,0,0,0,0,0.0744560121367742,0,0,0,0.0878994027207744,0,0,0,0,0,0.103159983730043,-0.00560564890188937,0.00775385588689529,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138031825424901,0,0,0.0926931835512567,0,0.0303985552108045,0,0,0,0,0,0.0881340477490787,0,0,0,0.0717947244385859,0.12758970346305,0,0,0,0.0254323664001749,0,0,0,0,0,0,0,0,0,0,0.0329551235332724,0,0,0,0,0.0187752485410068,-0.00411857483552511,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.376636940606715,0,0,0,0,0,0,0.0678484327650769,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0342362509310585,0,0,0,0,0.0507948450564986,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0424661312568481,0,0.130985850383094,0.0106185578487981,0,0,-0.00143983071886353,2.16840434497101e-19,0,0,0,0,0,0
