,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002460.SZ,X002271.SZ,X600011.SH,X601600.SH,X600886.SH,X601898.SH,X600010.SH,X600660.SH,X600362.SH,X600801.SH,X600489.SH,X600188.SH,X600111.SH,X600352.SH,X601991.SH,X002466.SZ,X000786.SZ,X600688.SH,X600795.SH,X600529.SH,X600027.SH,X601992.SH,X600299.SH,X600176.SH,X600426.SH,X002409.SZ,X600315.SH,X002353.SZ,X600126.SH,X600612.SH,X002080.SZ,X000723.SZ,X600219.SH,X600516.SH,X000027.SZ,X002075.SZ,X000959.SZ,X000898.SZ,X600486.SH,X000932.SZ,X601158.SH,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.00423312685802019,0,0,0,0.129876031101111,0,0,0,0,0,0.0184765964272836,0.0722290536979019,0,-0.0500805731335885,0,0,0,0,0.0124474260981281,0,0,0,0,0,0,0,0,0,0.0696133022565545,0,0,0,0.036373504270534,0,0.0283039095240483,-0.0432022243194342,0,0,0,0,0,0,0,0,-0.00406783649691444,-0.00646221508543144,0,0,0,0,0,0
X600028.SH,0,0,0.0686162628713667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191155276428822,0,0,0,0,0,0.0182476256104765,0.0704736577097688,0,-0.00728499662262263,0,0,0,0.0766108136929787,0,-0.00459567383416673,0,0.0238845891510982,0,0,0,0.0555670077344787,0,0.0683517260323407,0,0,0,0,0,0,0,0,0,-0.00691563613191758,0.00994793748279349,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.127024989924039,0,0,0,0,0,0,0,0,0,0,0.00700593527291899,0,0,0,0,0,0,0,-0.00487642812596534,0,0,0,-4.33680868994202e-19,0,0,0.036455770428462,0.164155732841643,0.0147886740106428,0.0299779805290628,0,0.105789700540814,0.0379417397970324,0,0,0.11880619225438,0,0,0,0,0,0,0,0,0,0,0,-0.00582922005839671,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.068697165430994,0.0158791045431508,0.0771518503855664,0,0,0,0,0,0,0,0.510156596971495,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.0471036160980494,0,0,0,0.0176598194840635,0.0598746433097411,0.00163887100792723,0,0,0,0,0,0,0,0,0,0,0,-0.0299880859876627,-0.00503096281280933,0.00242171452533455,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.017332079203795,0.00565745269779517,0,0,0,0,0,0.18411214391019,0,0,0,0,0,0,-0.025411341031649,0.050236425204181,0.0368893817249477,0.0870103887689774,0,0,0,0,0,0.145075955764433,0.222485475442056,0.0713013363527905,0,0,0,0,0,0,0,-0.0667306530501227,0,0,0,0,0,0,0,0,0,-0.00249927713394261,0,0,0,0,0,0,0
X600547.SH,0,0,0,0.0427255050743372,0,0,0,0.11940179511378,0,0.160189521428397,0,0,0,0,0,0,0,0,0.523052054431464,0,0,0,0,0.0185777248731595,0,0,0,0,0,0.029877387266302,0,0,0,8.67361737988404e-19,0,-0.1414144205766,-0.0169984641878088,0.26635127671744,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00253138466117041,-0.00426525637956012,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.131110105919246,0,0,-3.46944695195361e-18,0.0112619962028469,0,0,0.223284714429043,0,0,0,0,0,0,0,0,0,0,0,-0.0214576093184836,0,0,0,0,0,0,0,0.061187972652646,0,0,0,0,-0.0233828539370478,0,0,0.120547606486463,0,0,0,0,0,0,0,0,0,0,0,0,-0.0019604516387903,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0.471352543868294,0,0,0,0,0,0,0.0367229033567999,0,-0.00680492662953859,0,0,-0.00213974094508366,0.0671019830041304,0,0,-0.0821448832193312,0,0,0,0,0,-0.0363454922103913,0,0,0.0333191713546219,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0512454264002681,-0.0161450638353408,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153231895419546,0,0,0,0,0,0,0.113919388471938,0,0,0.0968313714403967,0.0682773237585525,0,-0.023792666716436,0,0.0925406737099511,0,0,0,0,0,0,0,0,0,0,0,-0.0122175846247518,-0.00889014364269696,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0.115441780814192,-0.0122842896039118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420177584919111,0.18527711244269,0,0,0.212124833478361,0,0,0,0,0,0,0.0334086304174957,0,0.0187198809510391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
