,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X600547.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X600886.SH,X601600.SH,X600795.SH,X600027.SH,X600362.SH,X600188.SH,X601992.SH,X000898.SZ,X002466.SZ,X600176.SH,X600111.SH,X600516.SH,X000709.SZ,X600352.SH,X002460.SZ,X600299.SH,X600489.SH,X000629.SZ,X600808.SH,X601158.SH,X600219.SH,X600801.SH,X300072.SZ,X000825.SZ,X000786.SZ,X000883.SZ,X000539.SZ,X000553.SZ,X600583.SH,X000408.SZ,X000301.SZ,X002110.SZ,X000792.SZ,X600339.SH,X002271.SZ,X600612.SH,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0713572719058918,0,0,0,0,-0.0186996527772503,0,0,0.265747962911625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0524681451860927,-0.0681241053525601,0,0,0,0,0,0,0,0.234259244971288,0,0,0.234412122095959,0,0,0,0,-0.0250680678915579,0.0848183662363962,0,0,0,0,0,0
X600028.SH,0.546812229405524,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10891530469153,0,0,0,0,0,0,0,0,0,0,0.0412504388479481,0,0,0,0,0,0,0,0,0,0,0.111411735833924,0.207030830935305,0,0,0,-0.0121803614128715,0.0779248136604257,0,-0.00244989647866495,0,0.0693756940630482,0,0
X601088.SH,0.338535759813063,0,0,0,0,-0.14004665235393,0,0,0,0,0,0,0,0,0,0,0,0,0.045249352169045,0.159280454868919,0,0.0123060874423494,0,0,0,0,0,0,0,0,0.0974313893409143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176379111540767,0,0,-0.0758151650094287,0,0,0,0.00417695904712633,0,-0.0838331123058783,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.155068426289438,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0544108409049065,0,0.0458080331579081,0,0,0,0,0,0,0,0,0.0351958062515453,0.121599944839201,0,0,0.519299202497497,0,0,0,0,0,0,0,0,0,0,0.112362756354426,0,0,0,0,0,0.000141639412922399,0,0,0,0,0,0,0
X600019.SH,0,0.124423253951163,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.566382701073391,0.0802761191614462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0036538256959987,0.0114693895819692,0,0,0,0.0455418030758294,0,0
X600011.SH,0,0,0,0.0622256323108586,0,0,0.0627563218946465,0,0,0,0,0.00936834779823909,0,0,0,0,0.648490438135595,0,0,0,0,0,0,0,0,0,0,0,0,-0.22391837588564,0,0,0,0,0,0,0,0.125893945374439,0,0,0,0,0,0,0,0.0375525093490279,-0.0356994518724617,0,0,0,0,-0.00672497997092422,0.0317385396086302,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,-0.0584676841979875,0,0,0,0,0,0,0,0,0,0.203960974881822,0,0,0,0,0,0,0,0,0,0,-0.557813117989512,0,-0.137497549404534,0,0.0663620168527394,0,0,0,0,0,0,0,0,0,0,0.240704619099742,0,0,0,0,0,-0.587279332905903,-0.0276876324202744,0.0153149835363356,0,0,0,-0.0776361934859754,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113599073209198,0,0,0,0.148633506735259,0,0,0,0,0,0,0,0,0,0.145554848146951,0.157407842075381,0,0,0,0,0,0,0,0,0,0,0,0.000346122221041675,0,0,0.0440420864709997,0,-0.0188146676098054,-0.0138747861662225,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024484496716433,0,0,0.144844405943134,0,0.548679020349469,0.00263921480000529,0,0,0,0,0.0399473541411535,0,0,0,0,0,0,0,0,0.0924333584053481,-0.0455480859078293,-4.33680868994202e-19,0,0,0,0,0.0127243369617648,0,0,0,0,0,0,0
X601898.SH,0.316235737732153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120789485716942,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0669380203460554,0.306014721532938,0,0.0125021321384591,0,0,0,0,-0.00938284373601935,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0.112402968240808,0,0,0,0,0,0,0,0,0.00308348452760454,0,0,0.0884197270874417,0,0,0,0,0,0,0,0,0,0,0,0,0.0686201538182463,0,0,0,0,0,0,0,0,0.0517650706040308,0,0,0,0,0,0,0,-0.0218057466441921,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.163887247148173,0,0,0,0,0,0.109988039673287,0,0,0,0,0,0,0,0,0,0,0,0.109051379553972,0,0,0,0,-0.0586656409237364,0,0,0,0,0,0.0345333062319477,0,0,0,0.0939270883060898,0,0.199895727014832,0.197503807091971,0,0,-0.0125981327104403,0.11412032272457,-0.194114969739588,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0.381059485769569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.363133014621218,0,0,0,0,0,0,0,0,-0.000643564979601909,0,0,0,0,-0.0546322240456101,0,0,0,0,0,-0.0114476471022376,0.0131559029156553,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191227702933809,0.0319014217648598,0,0,0,0,0.186323667562808,0,-0.000432623492704294,0,0.00453443863968703,0,0,0,0,0,0,0,0,0,0,0.0345638986110019,0,0,0,0,0,0,0,0,0,0,0.0201584635584672,0,0,0,0.035697899976891,0,0
X601600.SH,0,0,0,0.116682679779963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120154078891732,0,0,0.18262251291981,0,0,0.00868556373117175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127992437046848,0,0,0,0,-0.00663806124121699,-0.0480413989592348,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273408132876296,0,0.0105918059152707,0,0,0.144004295905296,0,0,0.0649796691337896,0,0,0.0238733400428284,0,0,0,0,0,0.00141352831967353,0,0,0,0,0.157545084215231,0.00164432082760668,0,0,0,0.0385572304557166,0,0,0,0,-0.00226624600269979,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.422251898614338,0,0.0726985841360733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0220127834527046,0,0,0.0256981828093439,-0.0363802154774608,0,0,0,0,0,-3.46944695195361e-18,0,0.236325197208528,0.169364604248135,0,-0.181578071386974,0.0842898784182779,0,0,0,0.0231068265081807,0.0445805552292439,0,0,0.0138223785629143,0,-0.295229428912704,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.147195577706773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173033964860026,0.0777800534884199,0,0.137502304055194,0,0,0.0393930746348877,0,0,0,0,0,0.0208611567277072,0,0,0,0,0.048532289924315,0,0.0567081818381401,0,0,0,0,0,0,0,-0.00614906268381557,0,0,0,0,0,0,0
X600188.SH,0,0,0.570271946458668,0,0,0,0.167739019463438,0,0,0,0,0.319451595088669,0.154240139180377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412812805293538,0,0,0,0,0,0,0,0,0.0896099290152169,0,0,0,0,0,0,-0.00860006183784332,0,0,0,0,0,0,0
X601992.SH,0,0,0.0784547208119963,0.0598906878796261,0,0,0,0.0956949526251665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455974576841888,0.0943010999343089,0,0,0,0.0902617488828231,0.204746644635956,0,0,0,0,0.242985156711627,0,0.0809197489201168,0,0.00324720195792136,-0.0209289374855944,0,0,0,-0.0432584151584315,0,0
X000898.SZ,0,0,0.139312589633023,0,0.465392601745419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00912120669963087,0,0,0,0,0.0822115827333892,0,0,0,0,0,0,0,0,0,0.126042360938068,0,0,0,0,0,0,0,0,0.0537468457078919,0,0,0.0769033280595173,0,0,0,-0.0757590645349776,0,0.0036128638420488,0,0,0,0.0245028539119341,0,0
X002466.SZ,0,0,0.00782564951061059,0,0,0,0,0.0376860303471447,0,0,0.19938040256513,0,0,0,0,0,0,0,0.11030195521577,0,0,0,0,0,0,0,0,0.765010290741162,0,0,0,0,0,0,0,0.0447866463379199,0,0,0,0,0,0,0,-0.109539004269333,0,0.0947222614880284,0,0.0528151170176363,0,0,0,0,0.0436741527380064,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0.0748777308031561,0,0,0,0,0,0,0,0,0,0,0,0,0.0198092713263168,0,0,0,0,0,0,0,0,-0.0437885909966694,0,0,0,0.254000254299805,0.239137367333469,0,0.209012734018549,0,0,0.2300668064007,0,0,0,0,0,0,0,0,0,0,0,-0.0511321045758602,0,0.0426654070711037,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.000204822289479345,0,0,0,0,0,0,0,0.392748271200218,0,0,0,0,0.05764563194323,0,0,0,0,0.130734017714575,0,0,0,0,0,0.06439703144441,0,0,0,0,0,0,0,0,0,0,0,0,0.00758765083343558,0,0,0.0214522772691792,0,0,0,0,0.00785148289405372,0,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0.0763148085109292,0,0,0,0,0,0,0,0.0976077678684831,0,0,0,0,0.0556358176591625,0,0.0981778175648015,0,0,0,0.200812408581585,0,0.204750996039863,0.0608792864664329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360294626732867,0,0.029898213458328,0.249519714992661,0,0,0,0,0,0,0,0,0,0,0
X000709.SZ,0,0.0876862576555348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280405281130345,0,0,0,0,0.204882033069809,0,0,0,0,0,0.0949125809112585,0,0,0,0,0.0277373083556346,0.0191711624037968,0.00637669098817628,0,0,0,0,0,0,0,0,0,0.090595768817959,0,0,0,-0.0126344727088521,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,-1.73472347597681e-18,0.0123134200378825,0,0,0,0,0,0,0,0,0,0,0,0,0.0408601945573696,0,0.0446286075532593,0,0,0.21132050553967,0,0,0.107345052182526,0,0,0,0,0,0,0,0.0818614482053199,0,0.0488245259411757,0,0,0,0.0497203243775133,0,0,0,0,0,0.137042736290283,0,0,0,-0.0111099766861587,0,0,0,0,0,0,0
X002460.SZ,-0.215125358314132,0,0,0,0,0,0,0,0,0,-0.0330245709460958,0,0,0,0,0,0,0,0,0,0,0.77489961368366,0,0,0,0,0,0,0,0,0.06651373797646,0,0,0,0,0.0610668195634822,0,0.203285532958536,0,0,0,0,0.308910146293777,0,-0.210262098941544,-0.040905013361722,0,0,0,0,0,-0.00100160738750734,-0.0377597730562054,0,0,0,-0.0420121937341649,0,0
X600299.SH,0,0,0,0.122980589038151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0645015032173602,0,0.259419095325182,0,0,0,0.107936906886352,0,0,0,0,0.180531354035173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0131448961335356,-0.0258470031947929,0,0,0,-0.0288516012669398,0,0
X600489.SH,0,0,0,0,0,0,-0.0617123024799666,0.0473158732306735,0.6690492752979,0,0,0,0,0,0,0,0.0531778273573121,0,0,0,0,0,0,0,0,0.00156759217605629,0,-0.0401345998630062,0,0,0,0,0,0,0.145165957367955,0,0,0,0,0,0,0,0,0.0493063635018419,0,-0.0231738058833128,0,0.0559656337275426,0,0,0,-0.005296613088386,0,0,0,0,-0.0102725176768144,0,0
