,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X600188.SH,X601898.SH,X600660.SH,X600688.SH,X600362.SH,X300072.SZ,X002466.SZ,X601992.SH,X600795.SH,X600516.SH,X600547.SH,X601991.SH,X600111.SH,X002460.SZ,X600886.SH,X600176.SH,X000898.SZ,X000792.SZ,X000709.SZ,X000786.SZ,X600157.SH,X600352.SH,X000408.SZ,X000553.SZ,X002271.SZ,X600027.SH,X601699.SH,X600219.SH,X600489.SH,X600339.SH,X000983.SZ,X600808.SH,X002092.SZ,X600299.SH,X000959.SZ,X002110.SZ,X601158.SH,X000883.SZ,X000630.SZ,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.549638801264606,0,0.0221862176236976,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0354542698491465,-0.105476153510963,0,0,0,0,0,0,0.0243871718347748,0,0,0,0,0,0,0.0725986349925615,0,-0.0137446941246676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00932952864426168,0,0,0,0,0,0,0
X600028.SH,0.648097129994567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0486498954624177,0,0.0100785179763786,0,0,0,-0.128535500020767,0,0,0,0,0,0,0,0,0,-0.124322020920921,0,0.0457635867242163,0,0.0202280586602072,0,0,0,0,0,0.00292408749854948,-0.0090357049659223,0,0,0,0.0330105538118639,0,0
X601088.SH,0,0,0,0.175777607037646,0.252293791310665,0,0,0,0,0,0,0,0,0,0,-0.0663819364546222,0,0.0338728744032224,0,0,0,0,0,0.0062324858613626,0,0,0,0.0767162636565437,0,0,0,0,0.0478301507784587,0,0.0587264080643194,0,0,0,0,0,0,-0.00300426724849245,0,-0.0468171217934867,0,0,0,0,0,-0.00505688102610346,0.017941352365417,0.142493067191192,0,0,0,0,0
X600019.SH,0,0,0.0942637684834349,0,0,0,0,0,0,0,0,0,0.143144234604007,0,0,0,0,0,0,0,0,-0.147071365307683,0,0.140350865669313,0.745338034032303,0,0,0,0,-0.0246860063525175,0,0,0.168351237587326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241876888269786,-0.0110938040722059,0,0,0,0,0,0
X600585.SH,0,0,0.377897937602073,0,0,0,0,0,0,0,0,0,0.260949304301843,-0.0174756040909699,0.237404254988101,0.0562215863713732,0,0,0,0,0,0,0,0.0242885255800374,0,-0.305964986269523,0,0.159810736042247,0,0,0,0.237770540931594,-0.150070360476057,0,0.0529292908038515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0214350788845148,0.00411126354671872,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0945359751018766,0,0,0,0,0.112034965573613,0.0286814862108365,0,0,0.0289641759714154,0.0611554755334956,0,0,0,0,0,0,0.0485444100093077,0.305764412531522,0.0823772615805538,0,0,0,0,0,0,0,0,0.000678647001563878,0.00565044471961994,0,0,0,0,0,0
X600309.SH,0,0,0.177224092948213,0,0,0,0,0,0,0,0,0,-0.108732425949593,0,0,0,0,-0.0502051081243038,0,0,0,0,0,0.0733188917056558,0,0,0,0,0,0,0,-0.0883826377078814,-0.1758567049571,0,0,0,0,0.0100875148111779,0,0,0.291848682258036,0,0,0,0,0,0,0,0,-0.0422434534793688,-0.0369499728645849,0,0,0,0,0,0
X600011.SH,0,0,0,-0.0861085182750567,0,0,0.0114543725516914,0,0.0265370258898766,0,0,0,0,0.0891768480565651,0,0.106462606353944,0,0.0166546672454845,0,0,0,0,0,-0.0377777105311802,0,-0.0460165709331531,0,0,0,0,0,0,0,0,0,0,0,-0.00467038286701409,0.0132028906681334,0,0,0.0888460692286848,0,0,0,0,0,0,0,-0.00953748153581055,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.140544902917248,0,0.0561081331913618,0,0,0,0,0,0.05679948198316,0,0,0,0,0.0149746070398852,0,0,0,0.0523217323443666,0,0.130109487118204,0,0,0,0,0,0.0800595471294092,0,0,0,0,0.251620078389857,0,0,0,0,0.251414358957019,0,0,0,0,0,0,0,0,0,0.022469255726489,-0.0284846965783364,0,0,0,0,0,0
X601898.SH,0,0,0,0,-0.0179089337389024,0,0,0,0,0,0,0,0,0,0,0,0,0.0473270609868101,0,0,0,0,0,0,0,0.0210162306830225,0,-3.46944695195361e-18,0,0,0,0.0640123344772257,0,0,0.0602968166744089,0,0,0,0.298781960582294,0.155784715146213,0,0,0,0,0,0,0,0,0,0.00521430133910094,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,-0.110418889852419,0,0,0,0,0,0,0,-0.0126680744967668,0,0.011262749957889,0,0,0,-0.0880718360833127,0,0.279937896163191,0,0,0,0,0,0,0,0,0.1836355984311,0,0,0,0,0,0,0,0,0,0,0.0418205270887916,0,0,0,0,0,-0.0118789400416982,0.013707233341175,0,0,0,0,0,0
X600688.SH,0,0.168226714079565,-0.0206477025447008,0,-0.00573082270586557,0,0,0,0,0,0.229771457402371,0,-0.0303732848011022,0,0,0,0,0,0,0,0,-0.00210494915481892,0,0,0,0,0,0,0,-0.0594795069075601,0,0.0674916352302539,0.0516411449512557,0,0,0,0,0,0,0,0,0,0,0.0677149898476088,0,0,0,0,0,-0.00216088286882201,0,0,0,0,0.0127274250530646,0,0
X600362.SH,0,0,0,0.402226713215921,0,0,0,-0.0529560637880509,0,0,0,0,0,0,0,0,0,0,0,0,0.381251171635672,0,0,0,0,0,0,4.33680868994202e-19,0,0,-0.0730953063312354,0,0.0212643450030109,0,0,0,0,0.0383877432041898,0,0.0601170753392133,0,0,0,0,0,0,0.309780670734265,0,0,-0.00384463314401375,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,-0.0591568108844666,0,0,0,-0.163220073926885,0,0,0,0.0205760819498831,0,0,0,0,0,-0.0259312202896653,0,0,0.0757111904938659,0,-0.100345434447182,0,0.215829323059547,0,0,0.128601268298829,0.147376267953423,0,0,0,0,0,-0.0832884455828342,0,0,0,0,0,0.0411935850757762,0,0,0,0,-0.42815284526747,-0.0182761577214605,-8.67361737988404e-19,0,0,0,-0.138775616216621,0,0
