,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X600547.SH,X600688.SH,X600362.SH,X600795.SH,X600188.SH,X300072.SZ,X601991.SH,X600157.SH,X600027.SH,X601992.SH,X600886.SH,X600111.SH,X600660.SH,X600309.SH,X600489.SH,X000898.SZ,X600299.SH,X601158.SH,X002466.SZ,X000723.SZ,X000792.SZ,X002075.SZ,X000709.SZ,X000959.SZ,X600583.SH,X000408.SZ,X600623.SH,X600352.SH,X000883.SZ,X000983.SZ,X000630.SZ,X000539.SZ,X600549.SH,X600098.SH,X000027.SZ,X002092.SZ,X601699.SH,X000060.SZ,X000937.SZ,X600176.SH,X000012.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.254318007457473,0,0,0,0,0,0,0,0,0,0.0371124353059571,0,1.0842021724855e-19,0,0,0,0,0.0849960102394431,0,0,0,0,0,0.0480156157908536,0,0,0,0,0,0,0,0,0.0196105113275839,0,0.0542270190288243,0,0,0,0,0,0,0,0,0,0,0.0149313654548684,0,0,0,0,0.0455088633887272,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0608376046680727,0,0,0,0,0,0,0.123833464089219,0,0,0.147010134542628,0,0,0,0,0,0,0,0.0151279305452671,0.23482920720211,0,0,0,0,0,0,0,0,0,0,0.0195830203679761,0,0,5.42101086242752e-20,0,0,0,0.0285571452576924,0,0,0,0,0,0,0
X601088.SH,0,0.0270627824855352,0,0,0,0,0.173138644653401,0.142788630413133,0,0.0984521681624609,0,0.0272443569213029,0.151842829631866,0,0,0,0,0,0,0,0,0,0.0125889726584742,0,0,0,0,0,0,0,0,0,0.0237325990894312,0,0,-0.0886213854915082,0,0,0,0,0,0,0,0,0,0,0,0.10349643405295,0,0,0,0,-0.067534808530287,0,0,0,-0.0394128123248402,0,0
X600011.SH,0,0,0,0,0,0,0,0.0457844591838438,0,-0.0142365222065229,0,0,0,0,0.0558573692704304,0,0,0,0,0,0,0,0,-0.031246378825269,0,0,0,0,0,0,0,0,-0.023277653918472,0,0,0,0.07802769359248,0,0,0,0,0,0,0.0456515796753732,0.0333668555926032,0,0,0,0,0,0,-0.0543145424484733,0.0469134944921816,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.377441750469385,0,0.0630002134257797,0,-0.0647113175856388,0,0.0205907682175998,-0.0646037751535959,0,0,0,0,0,0,0,0,0,0.0690661674172574,0,0,0,0,0,0,0,0,0,0.0164208951039911,0,0,0,0,0,-0.153776073390695,0,0,0,-0.0212778783570397,0,-0.0148194093905454,0.345328102884271,0,0,0.00254093887644547,-0.0230820335824018,0,0.101332047600103,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0203086720850609,0,0,0,0,-0.0306931591006966,0,0,0,0,0.0900689051366327,0,0,0,0,0,0,0.0271938987278958,0.154454255102123,0,0.203368467519884,0,0,0,0,0,0,0,0.0799621857765405,0,0,0,0,0,0,0,0,0,0,0,-0.0201343636225522,0.0357433139845593,0,0,0,0,0.0467416829308262,0,0,0,0,0,0,0,0
X600010.SH,0,0,0.00332181315938798,0,0,0.0684087058614597,0,0,0.0406511991998865,0.0228672839523264,0,0,0,0,0,0,0,0,0,0,0,0,0.0962385513148139,0.0410909845097954,0.175974925288297,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.0748170574089127,0,0,0.0022898764000914,0,0,0,0,0,0,0,0.0292382549649276,0.0779515479114227,0,0,0,-0.00769004792486087,0.00289304703582299,0,0,0,0,0,0
X601898.SH,0,0,0.264597002612888,0,0,0,0,0,0,0,0,0,0,0.0852464826899306,0,0,0,0,0,0,0,0.0291465066658023,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270001118921873,0.139787625576687,0,0.147799441937006,0,0,0,0,0,0,0.011839075199159,0,0.142121602412374,0,0,0,-0.0157875441382994,-0.0634303379627872,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.249156813436178,0,0,0,0,0,0,-0.0321932122633701,0,0,0,0,0,0,0.209673143200437,0,0,0,0,0,0,0,0,0,0,-0.00579293701069395,0,0,0,0,0,0,0.218770217705071,0,0,0,0,0,6.93889390390723e-18,0.139839188371587,0,0,0.138733819514778,0,-0.0046588382918573,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.20463240772131,0,0,0,0,1.0842021724855e-19,0,0.97585330332407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0300423099756653,0.0196219928350526,0,-0.034158747844783,0.0132796470905205,0,0.152453648617539,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,-0.245812828053899,0,0
