,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600011.SH,X600019.SH,X600585.SH,X600660.SH,X600547.SH,X600886.SH,X601600.SH,X002466.SZ,X002460.SZ,X000792.SZ,X600795.SH,X000708.SZ,X601699.SH,X600111.SH,X600010.SH,X600362.SH,X000301.SZ,X000983.SZ,X600027.SH,X600426.SH,X000877.SZ,X600803.SH,X601991.SH,X600489.SH,X002271.SZ,X600985.SH,X000786.SZ,X600160.SH,X000408.SZ,X000630.SZ,X000807.SZ,X000933.SZ,X000932.SZ,X600176.SH,X600348.SH,X300037.SZ,X600612.SH,X601168.SH,X600219.SH,X002128.SZ,X600688.SH,X600157.SH,X000629.SZ,X600096.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.476765335948771,0.532707133479971,0,0,0,0.0506232492217728,-0.0376967521748638,0,0,0,0,0,-0.256372264282116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.118392906836257,-0.144152504592073,0,0,0,0,0,0,0,0,0,0,0.00797742869235302,0,0,0,0,0,0,0,0,0,0,-0.185964165402394,0,0,0.121941711804625,0,0
X601088.SH,0.00220604916591195,0,0.133001259855051,0,0.122003852526647,0,0,0,0,0,0,0,0,0,-0.0465320586204899,0,0,0,0.0647756346461259,0,0,0,0,0,0,0,0,-0.018058300073271,0,0,0,0.0858949348424952,0,0,0,0,0,0.0758558921256157,0,0,0,-0.0518711759910895,0,0,0,0,0,0,0,0,0,0.0136780935320582,0.00734775121444417,0,0,0,0.090714598511077,0,0
X600028.SH,0.539814409485765,0,0,0,0,0,0,0,0,0,0,0,0,0.0475216482173979,0,0,0,0,-0.0152099973944098,0,0,0,0,0,0,0,0,0,0,0.107017982295417,0.0205064004368571,-0.0512593079253087,0,-0.164075878579974,0,0,0,0,0.119993871310324,0,-0.0195451400448191,0.0279179395025134,0,0,0,0,0,0,0,0,0,-0.00895171634329812,-2.16840434497101e-19,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0294199434896333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248791019742135,0,0.131688233750666,0,0,0,0,0,0.268956902948574,0,0,0,0,0,-0.0746180095415017,0,0.305628406315751,0,0,0,0.4855289850948,0,0,0,0,0,-0.0263451242831378,0.0214110367361949,0,0,0,-0.0320044971021911,0,0
X600188.SH,0,0,0,0,0,0.042305308600089,0,0.135132248963584,0,0,0.0667366738962318,0,0,0,0,0,0,0,0.239034697614015,0,0,0,0,0.0248417825853281,0,0,0,0,0,0.0546881180692155,0,0.0997327861046299,0,0,0,0,0,0.0281367829978757,1.73472347597681e-18,0,0.129376029653229,0,0,0,0,0,0,0,0,0,0,0,-0.0030053899462132,0,0,0,0,0,0
X601898.SH,0.0469465338242534,0.00268819327007876,0,0,0.448627027736077,0,0,0,0,0,0,0.111046139749456,0,0,0,0,0,0,0,0,0,0,0,0.120463627284158,0,0,0,0,0,0,0,0,0.0610108625042052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0858865376399431,0.00209199962261774,-0.0118279456158496,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,-0.0524900139224413,0,0,0,0.0980393201398555,0,0,0,0,0.0149420123626284,0,0,0,0,0,0,0,0.423530441267975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000643836766256753,0,0,0,0,0.0211437785908243,0,0
X600019.SH,0,0,0,0,0,0.287312608288112,0,0,0,0,0,0,0.102361457551245,0,0,0,0,0.239046346425251,0,0,0,0,0,0,0,-0.0408729917473006,0,0,0,0,-0.0352465403188405,0.0166000043127005,0,0,0.430620364285476,0,0,0,0.100643427771663,-0.0570113392399872,0,0,0.0137179929256455,1.0842021724855e-19,0,0,0.214444263459411,0,0,0,0,-0.0200700945748218,0,0.0383248905113467,0,0,0.0113237721282394,0,0
X600585.SH,0,0,0,0.178989274686761,0,0,0,0,0,0,0,0,0,0,0.0585545674887633,0,0,0,0,0,0,0,0,0.056519454967067,-0.0218771600265664,0,0.159991041229679,0,0,-0.107153863789457,0.0861747316449435,0,0.0800379704473319,0,0,0,0,0.0727399916588973,0,0.0803790206889234,0,0,0,0,0,0,0,0,0,0,0,0,0.00514212987737563,0,0,0,0.0160761455765172,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0.18993474391862,0,0,0,0,0.0353170471960889,0,0,0,0,0,-0.0755521497504548,0,0.233229992487845,0,0,0,0,0,0,-0.0270024743350094,0,0.292656076379366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284408980821658,-0.00531626451529782,0,0,0,0.166195520176696,0,0
X600547.SH,0.0340396201156006,0,0,0,0.0361342987901455,0,0,0,0,0,0,0,0,0,-0.0375789425124479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.537722948510904,0.0332817443993314,0,0.0556875784388623,0,0,0,0,0,0.0176386171830985,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.00670730760965699,0,0,0,0,0,0,0
X600886.SH,0.123374291614469,0.162389160624465,0,0,0,0.0204805619489466,-3.46944695195361e-18,0,0,0.0571490616818475,0,0,0,0,-0.0124225169640944,0,0.2041726157658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084718896020145,0,0,0,0,-0.0312922800008445,0,0,0,0,0,0,0,0,0,0,0,-0.100170067645263,0,0.0579282745616213,-0.00117608575995768,0,0,0,0,0,0,0
