,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600660.SH,X601898.SH,X600019.SH,X600188.SH,X601600.SH,X600585.SH,X600886.SH,X600547.SH,X600011.SH,X000792.SZ,X600010.SH,X600111.SH,X600795.SH,X600362.SH,X600160.SH,X002460.SZ,X600489.SH,X600803.SH,X000807.SZ,X000708.SZ,X000301.SZ,X002466.SZ,X000786.SZ,X600027.SH,X000408.SZ,X601991.SH,X600219.SH,X600176.SH,X600426.SH,X002128.SZ,X000983.SZ,X601168.SH,X000630.SZ,X000933.SZ,X002353.SZ,X600096.SH,X601699.SH,X600378.SH,X000877.SZ,X600985.SH,X600157.SH,X600352.SH,X600299.SH,X600549.SH,X600995.SH,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.194725974676776,0.280788182668573,0,0,0,0,0,0,0,0,0,0,0,0,0.0504777511726047,0,0,0,-0.00150862549103995,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.221351390404381,0,0,0,0,0,-0.0408384563484726,0,0,0,0,0,0.0170606725369712,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.481323636209936,0,0,0,0,0,0,0,0,0,-0.0441902997323383,0,0,0,0,0,0,0,0,0,0.0137590585819261,0,-6.93889390390723e-18,0,0.148114375885747,0,0,0,0.0494095479201977,0,0,0,0,0.0380599278408747,0,0,0,0,0,0,0,0,0,0,0,0,0.016332583892911,-0.015642045449589,0,0,0,0,0,0
X600028.SH,0.0292112807487374,0,0,0,0,0.295023205663244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0790704966885565,0,0,0,0,0,0.0115198394405131,0,0,0,0.00977707410032384,0,0,0,0,0,0,0.0732273542515616,0,0,0.0825889936387401,0,0,0,0,0,0,-0.0598613737432039,0.0129657519879305,0,0,0,0,-0.0517042977933259,0,0
X600309.SH,0,-0.0640554807499349,0,0,0,0,0,0,0.0326868767317733,0,0,0,0,0,0,0,0,0,0.132899492083413,0.0101186011927577,0,0,0,0.228640098223026,2.16840434497101e-19,0,0.00961682633863151,0,0,0.0628135658846556,0,0,0,0,0,0,0.0900797341321533,0,0,0,0,0,0.114458790204503,0,0,0,0,0,0,0,-0.0680560342551224,-0.00930628199918517,0.00051698980996413,0,0,0,0,0,0
X600660.SH,0.101353955624308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000264856912963761,0.133601875699831,0,0.207517169804042,0,0,0.0354634300754826,0,0,0,0,-0.0742861454875111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148976859958484,0,0,0,0,0,0,0,0,0,0,-0.0136826607536653,0.0100414060573526,0,0.0703708175918205,0,-0.146966480756943,0,0
X601898.SH,0,0.282845454434799,0,0,0,0,0.279861772033329,0.43993862445891,0,0,0,0.0298290206977198,0,0,0,0,0,0,-0.0538305650475937,0,0,0,0,0,0,0,0,0,-0.0153749062060619,0,0,0,0,0,0,0,0,0.105809215263347,0,0,0,0,0,0,-0.0416621098239871,0,0,0,0,0,0.0728152247210101,0.0119772731802217,-0.0150790162068464,-0.0280341620127583,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.110633435412414,0,0,0.190578213774191,0,0.361900416294121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263090917469025,0.0829174903458304,-0.0385711810211374,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269092661901888,0,0,0,0,0,0,0,0,0.0195314078241049,0,0,0,0,-0.0247338810099183,0,0
X600188.SH,0,0,0,0.0933566200916239,0,0.0651688590088788,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.102279432899891,0,0,0,0,0,0,0,0,0,0,0.081969121764412,0,0,0,0,0.0254504184390772,0,0.077338580627956,0.163055656619746,0,0.0317109396966549,0,0,0.0264224295963694,0,0,0.0178578785769602,0.065807614450441,0,0,0,0,0,0,0,-0.00918602253826134,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.321233534276418,0,0,0,0,0,0,0,0,0,0,0.668569255425707,-0.15113559346883,0,0,0,0.240734528909447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16806117762125,0,0,0,-0.17991966280176,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,-0.12046478160577,0,0
X600585.SH,0,0,0,0.0234835482021303,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.013824382513131,0,0.0317496713632221,-0.132769478415858,0,0,0,0,0,0,0.0588381119389229,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246787780135072,0.0686507763424834,-0.0220338233393514,0,0,0,0,0,0,-0.015108908981257,0.00601051107155736,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.11371443317089,0,0,0,0,0,0,-0.0118576563522742,0,0,-0.168244661260603,0,0.449369234323823,0,0,0,-0.00144054760638473,0.118291960753468,0,0,0,-0.101003933767311,0,0,0,0,0,0,0,0,0,0,0,-0.057052679872577,0,0,0,0,0,0,-0.0131398126572566,0,0.148255666189989,0,0,0,0,0.0151747569454972,-0.01191712811765,0,0,0,-0.000183705414559002,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334358213500347,0,0,0,0,-1.0842021724855e-19,0.552959520435092,-0.0452226014905237,0,0,0,0.102001053672883,0,0,-0.0151238121160698,0,0,0,0,0,0,0,0,0,0.0262970224888434,0,0,0,-0.00147184398548173,0,0,0,0,0,0,0,0.0129346831403809,0.00859442745543427,0,0,0.0288784864202825,0,-0.0451079351032877,0,0
