,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600660.SH,X601898.SH,X600019.SH,X601600.SH,X600188.SH,X600585.SH,X600547.SH,X600886.SH,X600011.SH,X000792.SZ,X600010.SH,X600111.SH,X600795.SH,X600362.SH,X600160.SH,X002460.SZ,X600489.SH,X600803.SH,X000807.SZ,X000708.SZ,X000301.SZ,X002466.SZ,X600027.SH,X000786.SZ,X601991.SH,X000408.SZ,X600219.SH,X600426.SH,X600176.SH,X002128.SZ,X000983.SZ,X601168.SH,X002353.SZ,X000630.SZ,X000933.SZ,X600096.SH,X601699.SH,X600378.SH,X000877.SZ,X600985.SH,X600157.SH,X600352.SH,X600299.SH,X600549.SH,X600995.SH,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.115913735000229,0.554970640028289,0,0,0,0,0,0,0,0,0,0,0,0.0136908391040211,0,0,0,0,0,0,0,0.0504832786723199,0,0,0,0,0,0,0,0,0,0.0479959144378911,0,0,0,0,0,0,0,0.115072217929668,0,0,0,0,0,0,0.0094167727996731,-0.065798671216308,0,0,0.0152903875212423,0.00708437266389621,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.480789323244548,0,0,0,0,0,0,0,0,0,-0.0486285505801721,0,0,0,0,0,0,0,0,0.00723265902555281,0.0114941550541183,0,0,0.151745438794397,0,0,0,0,0.0436722219545406,0,0,0.0379921293945406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158854836858983,-0.0166447788629642,0,0,0,0,0,0
X600028.SH,0.106921981759048,0,0,0,0,0.237944310979308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0750076177907092,0,0,0,0,0,0,0,0.0423968150635182,-0.0083359128495676,0,0,0,0,0.0448282729923055,0,0,0,0,0,0,0,0,0.269657007890431,0,0,0,0,0,0,-0.0524927481975489,0.0103293363644342,0,0,0,0,-0.00753121008108237,0,0
X600309.SH,0,-0.0310641213764861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121164802622322,0.0287924846005425,0,0,0,0.201824607524123,0,0,0,0,0.0182498655305163,0,0,0,0,0,0,0,0,0.0668721336927557,0,0,0,0,0.110483102007695,0,0.0145306153554723,0,0.0334198943822236,0,0,0,-0.0760343594612243,-0.0159147332118629,0.00598664983817268,0,0,0,0,0,0
X600660.SH,0.068937355419149,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00619383001122598,0,0.130543665825507,0,0.213934075038189,0,0,0.0602734895571295,0,0,-3.46944695195361e-18,0,0,-0.0746225906353837,0,0,0,0,0,0,0,0,0,0,0,0,0.146500893645525,0,0,0.0262714803048173,0,0,0,0,0,0,0,-0.0117096925442977,0.0107730311093819,0,0.0704273660764182,0,-0.148857018493713,0,0
X601898.SH,0,0.309488079489045,0,0,0,0,0.186477831003781,0,0.487864367472531,0,0.0225054696272696,0,0,0,0,0,0,0,-0.0430427741280968,0,0,0,0,0,0,0,0,0,0,-0.00820397370762837,0,0,0,0,0,0,0,0,0.107437710792002,0,0,0,0,0,-0.0354537394407876,0,0,0,0,0,0.0428113494934365,0.00949676746517396,-0.017619651843167,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.142378908773281,0,0.298789506487482,0,0,0,0.250273428160927,0,0,0,0,0,0,0,0,0,0,0,0,-0.0165004057276906,0,0.0466916750257272,0.036492484567571,0,-0.0394495542274079,0,0,0,0,0,0,0,0,0,0,0,0,0.100275006176094,0,0,0,0,0,0,0,0,0.0368379568753795,-0.0154069320479244,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.263364599717608,0,0,0,0,0,0,0,0,0,0,0.775179288425524,-0.17019772516232,0,0,0,0.232062330076564,0,0,0,0,0,0,0.0424261559934647,0,0,0,0,0,0,0.161284899105372,0,0,0,0,0,-0.165890299463336,0,2.16840434497101e-19,0,0,0,0,0,-0.0518169315368953,0,0,0,0,0,-0.141649976351238,0,0
X600188.SH,0,0,0,0,0,0.0963119378647184,0,0,0,0,0,0,0.0966519259022017,4.33680868994202e-19,0,0.0240814055352906,0.050016512548311,0,0,0,0,0,0,0,0,0,0.0973928243823575,0,0,0,0,0.0110487009295282,0,0,0,0.138634657792636,0,0,0,0,0.00790374865156378,0,0.000710170122804924,0.135397063738993,0.0737632937466462,0,0,0,0,0,0,0,-0.00483137443593881,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.0176687320159155,0,0,0,0,0,0,0,0.0103788490943337,0,0,-0.108650656686165,0,0,0,0,0,0,0,0.051026528317579,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.242918566341047,0.0845968182811031,-0.0187339663768343,0,0,0,0,0,0,-0.0208742880572772,0.011014860913014,0,0,0,0,0,0
