,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X002460.SZ,X600011.SH,X002466.SZ,X000792.SZ,X601898.SH,X600547.SH,X600111.SH,X601600.SH,X600660.SH,X000708.SZ,X000301.SZ,X002271.SZ,X600010.SH,X600886.SH,X000877.SZ,X600426.SH,X600362.SH,X601699.SH,X600795.SH,X600803.SH,X600176.SH,X000983.SZ,X601991.SH,X600027.SH,X600489.SH,X600160.SH,X000786.SZ,X000807.SZ,X600995.SH,X000629.SZ,X002080.SZ,X600378.SH,X000933.SZ,X000723.SZ,X600219.SH,X600096.SH,X000408.SZ,X000932.SZ,X300037.SZ,X600688.SH,X000831.SZ,X600157.SH,X600985.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.172721609254035,0,0,0,0,0,0,-0.00677435875698559,0,0,0,-0.0338456420469564,0,0.0949637686114887,0,0,0,0.102814337436559,0,0,0,0,0,0.0685349530048,0,0.0112490853827595,0.0446806494493283,0,0,0,0,0,0.0438394939805832,0,0,0,0,0,0,0,0,-0.0243125326141766,0,0,0,0,0,0,0,0,0.0519158209296189,-0.0691174273406821,0,0,0,0,0,0
X600028.SH,0.308480073740364,0,0.239695482889662,0.0898140060108958,-0.10026746597415,0,6.93889390390723e-18,0,0,0,0,0.119186760300168,0.121276882960015,0,0.0194118571735001,0,0,0,0,0,0,0,0.0480805458765112,0,0,0,0.0661656065861185,0,0,0,0.00650513234656545,0,0.0296414709138505,0,0,0,0,0,0,0,-0.0298484386792501,0,0,0,0,0,0,0,0,0,0,0.0218679664344338,-0.0322918837017491,0,0,0,0,0,0
X601088.SH,0,0.108254766778348,0,0,0,0,0,0,0.075267436486861,0,0,0,0,0,0.126847423556705,-0.0693261524430211,0,0,0.0589448687617256,0,0,0,0,0,0.12817450234147,0,0,0,0,0.0643420061187057,0,0,0,0,0,0,0,0,0.00133919672888257,0.0524751151231877,0,0,0,0,0,0,0,-0.00850968525760557,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0648046839484099,0,0.136971431273092,0,0,0.278319571695812,0,0,0,0,0,0,0.08834515369946,0,0,0,0,-0.0012480832919385,0,0,0,0,0,0,0,0,0,0,0,0.0252907800176221,0,0,0.0257210220743293,-0.176393314493064,-0.0110665265819681,0,0,0,0,0,0,0
X600188.SH,0,0,0.361996838800899,-0.0784448465924757,0,0,0,0,0,0,0,0.0976898930398523,0.0607451300073436,0,0,-0.210696446252168,0,0,0.0810425018119086,0,0,0,0,0,0.0730580916576603,0,0.069492868160489,0,0,0,0.00592846864491868,0,0,0,0,0,0,0,0,0.0897534866498831,-0.354719291121243,0,0,0,0,0,0,0,0,0.541409510628498,0,-0.00354410498102835,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0975800887383923,0.0647323498007726,0,0,0.44994391225385,0,0,0,0,0,0,0,0,0.00362606367200727,0,0,0,0,0,0,0,0,0.0906952708322538,0,0,0.0689077761998657,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0.177756010934543,0,0,0,0,0,0,0,0,0,0.147258716949246,0,0,0.0870992415001823,0,0.0368674232773431,0.180757799604065,0,0,0,0.271241542878254,0,0,0,0,0,0.10176529752321,0,0,0,0,0,0,0,0,0,-0.102410678591507,0,0,0,0,0,0,0.0112558656250387,0,0,0,0,0,0,0,-0.0132995798794712,0,0,0,0,0,0
X002460.SZ,-0.0204365781190983,0,0,0,0,0,0,0,0,0.613569900892345,0,0,0.0386966413878464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0276512452546695,-0.085453893733467,0.0513678176580619,0,0,0,0,0,0,0,0,0.186631084640774,0,0,0,0,0,0,0,0,0.0271504815634272,0,0,0,0,0,0
X600011.SH,0,-0.065954654189444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00825939252931749,0,0,-0.0385205061240183,-0.0630364291666374,0,0,0,0,-0.164685705688817,0,0,0.467372125371129,0,0,0.0458728612640257,0,0,-0.0599010133502818,0,0.0917138367661102,-0.095535641570278,0,0,0,0,0,-0.0245667843851621,0,0,0,0,0,-0.0125317727587886,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.534308307372744,0,0,0,0,0,0.0192672473592527,0,0,0,0,0,0,0,0,-0.0321443329923965,0.12744857247487,0,0,0,0,0,0,0,0,0,0,0,0,0.059698437945949,0.0258107929398277,0.0470051337051554,0,0,0,0,0,0,0,0,0,0,0,-0.0202305663253952,-0.0131069241540138,0.00665535202683316,0,0,0,0,0,0
X000792.SZ,0,-0.0537777560491179,0,0,0,0,0,0.0969957545252598,0,0,0,0,0,0.202590543930285,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0.0182312195788386,0,0,0,0,0,0,-0.135764342713253,0.0870739913188249,0,0,0,0,0,0,-0.0242099889819857,0,0,0,0,0,0.0186030937341524,0,0,0,0,0,0.00175363054143601,0.00859242393076369,0,0,0,0,0,0
X601898.SH,0,0.474991173778777,0,0,0.118367066001102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122515930658333,0,0,0,0.0117597387310298,0,0.0774936349440569,0,0.14776008845992,0,0,0,0,0,0,0,-0.0169976109069727,0,0,0,0,0,0,0,0,0.134395109672337,0,0,0.04880005516205,0.0895163234933938,-0.109585135381863,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146700247497628,0.207022462734937,0,0,0,0,0,0,-0.0588678114376011,0,0,0,0,0.507656281201917,0.0786452909990184,0,0,0,0,0.0442832867378997,-0.0131311721170382,0,0,0,0,0,0,0,0,-0.0240300521957581,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.0752950739257367,0,0,0,0,0.0470550353749645,0,0,0,0,0,0,0,0.0123194976142394,0,0,0,0,0,0,0.015740767048993,0,0.0300972629694429,0.026185694597021,0,0,-0.0176325634075533,0,0,0,0.0470809529245487,0,0.237296114044565,0,0.0323618819391495,0,0,0,0.0196124710507999,0,0,0.0865105555761282,0,0.407683892018935,0,0,0,-1.0842021724855e-19,-0.0273174632321717,0,0,0,0,0,0
X601600.SH,0,0,0,0,-0.0336239713347238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303373235144537,0,0.272462493896092,0,0,0,0.154174240262406,0,0,0.0891646973662811,0,0,0.158488586156473,0.294862835741024,0,0.164719650915753,0,-3.46944695195361e-18,0.0534320544492344,0,0,0.144204513157838,0,0,0,0,0,0,0,0,0.0282475993513866,-0.00421015843957619,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0.091382701806333,0,0,0,0,0,0,0,0.193365923905288,0.143035291887492,0,0,0,0,0.0187295031210303,0.0819360587756888,0,0,0,0,0,0,-0.0527245862686223,0.0848133354926021,-0.10346112085232,0,0,0,0.0685761155037542,0,0,0,0,0,0,0,0,0,0,0,0,-0.0843023699349812,-0.0185031156227341,-0.00458409460644419,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0.0848689970668208,0,0,0,0,0,0,0,0.0709673778035192,0,0,0.0330837201221254,0.0621681352470052,0,0,0,0,0,0.0191464189184787,0,-0.0248249016211975,0,0,0.000513960405302983,0.0939613772015051,0,0.0335672623728798,0.0553584817563073,0,0,0,0,0,0,0,0,0,0,0,-0.0187711603546107,0,0.0669848659061735,0,0,0,0.0259887919732011,-0.00858118764757325,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.0644504418481676,0,0,0.12617832369101,0,0,0,0,0.0479721030392122,0,0,0,0,0,0,0,0,0.217570653325498,0,0,0,0,0,0,0,0.187541920026027,0,0,0.00156050356882664,0,0,0,0,0,0,0.0198921269519361,0,0,0,-0.00743990869754784,0.0198912151528466,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0999197007909745,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0860682317036422,0.0283293574134834,0,0,0,0,0.283255763777597,0,0,0,0.168695924912699,-0.101248438073382,0,0,0,0,0,0.384804384913213,0.109404732324872,0,0,0,0,0,-0.00309880187878611,0.0147286699888028,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0920317993325524,0.0135154699442951,0,0,0.0563689610877124,0,0,0.0538579170945888,0,0,0,0,0,0,0,0,0,0,0,0.101270427980634,0,0,0.0762427979288475,0,0,0,0,0,0.0226585792643076,0,0.0107384759826966,0,0,-0.0703212894253938,-0.0220181598542939,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.0836179788648557,0,0,0,0.066989084781522,0,0,0,0,0,0,-0.179115587040416,0,0,0.00832158595444912,0,0,0,0,0,-0.0564258983962317,0,0.0354116287244151,0,0,0,0,-0.00934335917773607,0,0.0146915646051792,0,0,0,0,0,0,0,0,0,0,0,0.0324216954083476,0,-0.0298427638384902,0,0,0,-0.0177986252025831,0.025799335934674,0,0,0,0,0,0
X000877.SZ,0,0,0,0.0112745325623641,0,0.499502022263842,0.165635802503531,0,0,0,0,0,0,0,0,0,0,0,0,0.00278160080762821,0,0,0,0,0,0,-0.028374772674644,0,0.0103870429158481,0,0,-0.0285442243002715,0,0.0599771810589707,0,0,0.21718141468564,0,-0.0158134865956627,0,0,0,0,0,0,0,0,0,0,0,0,0.02679908756577,0,0,0,0,0,0,0
X600426.SH,0,0.218425346373801,0,0.428026696536769,0,0,0,0,0,0,0,0,0.0458593633426334,0,0,0,-0.175411848202237,-0.181667693442927,0,0,0,0,0,0,0,0,0.299562789178875,-0.0136513850255289,0,0,0,0,0,0,0,0,0.200196619209287,0,0,-0.106071642044953,0,0,0,0,0,0,0,0,0,0,0.153553190145829,0,0.0694410486105237,0,0,0,0,0,0
X600362.SH,0.0435681702115409,0,0,-0.0223373948022796,0.12803996810347,0,0,0,0,0.0903833526544482,0,0,0,0,0.308279667987307,0,0,0.0517278234510134,0.0748022119227732,0,0,-0.0413209290679245,0,0,0,0,0,0,0,0,-0.00610430623944432,0,0,0,0.105471505300485,0,0,0,0,0,0,0,0,0,0,0.0932526206363994,0,0,0,0,0,0,-0.0143200642592795,0,0,0,0,0,0
X601699.SH,0,0,0,0,0.0788795488297523,0,0,0,0,0,0,0,0,0,0,-0.407051642916429,0,0,0,0,0,0,0,0,0,0,0.0654658647147104,0,0.834145114636633,0,0,0,0,0.17245050307327,0,0,0,0,0.0427145031271313,0,0,0,0.0353448032500281,0,0,0,0,0,0,0,0,0.00172616157129883,0.0206499423814477,0,0,0,0,0,0
