,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600188.SH,X600362.SH,X600111.SH,X601992.SH,X600886.SH,X600157.SH,X600623.SH,X600299.SH,X600547.SH,X601158.SH,X600660.SH,X600352.SH,X002466.SZ,X000792.SZ,X600309.SH,X000709.SZ,X600583.SH,X600489.SH,X000539.SZ,X000898.SZ,X000883.SZ,X000027.SZ,X000629.SZ,X000630.SZ,X002075.SZ,X000959.SZ,X300072.SZ,X600021.SH,X000060.SZ,X002470.SZ,X000983.SZ,X600578.SH,X600098.SH,X600176.SH,X600022.SH,X601699.SH,X000012.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0596246922128751,0.0931155508208941,0,0,0,0,0,0,0,0.054193548700281,0,0,0,0.0543020328419612,0,0,0,0,0.0142992692025353,0,0.00504889586263477,0,0.0618743234704059,0,0,0.0325209675427073,0,0,0.0854981923329539,0,0,0,0,0,0,0,0,0.0232719059052217,0.0267698579934176,0,0,0,0,0,-0.0152155611825014,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0384339795072534,0.239270470700217,0,0,0,0,0,0,0,0,0,0.0576299149508069,0,0.00674327365671323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00600248671040687,0,0,0.00559619645768698,0,0,0,0,0.00898588908050082,0.045148415862583,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.513993562789394,0.0229138401393362,0,0,0,0.0233696883922436,0.160122267677117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0972713485750564,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.00767558728592567,0,0,-0.00519449335926078,0,0,0,0,0,0,0
X600011.SH,0,0,0.192822747099849,0,0,0,0,0,0,0,0,0,0,0.00252741656041898,0,0,0.131392454094628,0,0,0,0,0,0,0,0,0,0.0145973746700203,0,0,0,0,0,0,0,0.00990475533007241,0,0,0,0.0542214930768392,0.00185502861809246,0,0,0,0,0,0.194258674917334,0,0,0,0.00995358477417527,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.124109738961222,0,0,0,0,0,0.0422073735819936,0.260635772860053,0,0,0.0129141408204579,0,0,0,0,0,0,0,0,0,0.115512626872463,0,0,0,0.0124275762465474,0,0,0.0990812015932791,0,0.0164022672415168,0.0175138262754721,0,0.0811522902246157,0.112777707256472,0,0,0,0,0,0.0666928656701381,0,0,0,0,-0.0115812382781714,0,0,0,0,0,0
X600019.SH,0,0,0.0857925146075479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158251947396744,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396145629650071,0,0,0,0,0,0.0405379289492988,0,-0.0382938681727285,0,0,0.0914592597602319,0,0,0,0.332156416447638,0,0.0378228861858985,0,0.0325174186226133,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0480987390789078,0,0,0.101385630396725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150206524963211,0,0,0,0,0,0,0,0,0,0,0.128413606420926,0,0,0.0810954412243492,0,0,0,0,0,0,0,0,0.0709189366103485,0,0.0098416582246419,0,-0.0421948255144356,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0528821000890681,0,0,0,0,0,0.0491237121188547,0.085918910103349,0,0,0,0,0.0404349729535415,0.00849259114582676,0,0.00222105545412099,0,0,0,0.111166964132276,0,0,0,0,0,0.0423859125818224,0,0.0803148403045561,0.308635434299263,0,0.113347998436851,0,0,0,0,0,0,0,0.0114722841575614,0.0521543413744961,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0515102327841993,0,0,0,0,0,0,0,0,0,0,0.0296109242788391,0,0,0.147861916850848,0,0.128279142710591,0,0,0,0,0,0.0112798154646111,0,0,0,0,0,0.178375508748465,0,0,0.095482029525351,0.0275626580299169,0,0,0,0,0,0,0,0,0.0335398566342028,0,0,0,0.143600526407234,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227167261364242,0,0,0,0,0,-0.0838724483984989,0,-0.0135413677616795,0,0,0.0725076821300553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166750804274187,0,0,0,0,0,0,0.387564066524516,0,0,0,-0.0246213641646892,-0.0440225078345245,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.052827005104544,0,0,0,0,0,0,0,0,0.105518528713206,0,0,0,0,0.0902000957474027,0,0.0109061475493841,0,0,0,0,0.0314842554993858,0,0,0,0.148029432913962,0,0,0,0,0,0.0784695176295233,0,0,0.00356524186756746,0,0,0,0,0,0,0.167750461851801,0,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0.0087120667893591,0,0,0,0,0,0,0,0,0,0,0,0,0.0156158819907757,0,0,0,0,0,0.0025864546952748,0,0,0,0,0,0,0.241938276281825,0,0,0.158502780897063,0.0939323115166395,0,0,0,0,0.0728530581952541,0.0192194140537142,0,0,0,0.131101520313236,0,0,0,0,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,1.0842021724855e-19,0.052716852897868,0,0,0.108590015837712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0759375279060463,0,0,0,0,0,0.0580769838139341,0,0,0,0,0,0.0747456462621685,0,0.0813364670682784,0,0.315850444763848,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.0939936670971335,0,0.0585848768537177,0,0,0,0,0.065030465537294,0,0,0,0,0.0616714846046538,0,0,0,0,0,0,0.00979260978488324,0,0.108536774401957,0,0,0,0.0114624059618196,0,0,0,0,0.0352853212528299,0.177238025793181,0,0,0.177519185875221,0,0,0,0,0,0,0.129997973466411,-0.00573770478697118,0,-0.010270569835691,-0.0675597842737357,0,-0.16013650443043,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0.0284109181459306,0,0,0,0.0920924522259496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521533355831113,0,0,0,0.143585824132396,0,0,0,0,0,0.314747047955584,0,0,0.135686100248438,0,-0.0448537004340786,0.0183954527959498,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247393173701307,0,0,0,0,0,0,0,0,0,0,0.156807641508459,0.0961249533965354,0,0,0.0649923014149736,0,0,0,0.0671528287646645,0,0,0,0.145556873726378,0,0.0789612261356085,0,0,0.229053749748964,0,0,0.0303685662823347,0,0.0874129890313479,0,0,0,0,-0.02696796215856,0,0,0,0,0,0,0
X601992.SH,0,0,0.105448578880646,0,0,0,0.0172486477392453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327068157996196,0,0,0,0,0,0,0.270854723610173,0,0,0,0,0,0.0548861693794289,0,1.73472347597681e-18,0,-0.0278062399335149,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0.105025620039493,0,0,0,0,0,0,0,0,0,0.0626059429038665,0,0.134364875841132,0,0,0,0.005839609039583,0,-2.16840434497101e-19,0,0,0.0829359112645769,0,0,0,0.177404505795038,0,0.0227336722978417,0,0,0,0,0,0,0.0263308069907003,0.0101021556606121,0,0.0809911620400928,0,0,0,0,0,0,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348035559364058,0.0299448386717707,0,0.178694462884801,0,0,0,0,0,0,0,0,0,0,0,0.242396408520345,0,0,0,0,0,0,0.127410227284612,0,0,0,0.00951293012088239,0,0.257570987056318,0,0.117539375436929,0,0.0146500750604203,0,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0953980667627066,0,0,0.124727119999375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558252192271028,0,0,0,0,0,0,0,0,0,0.151074678085913,0,-0.00935131121863148,0.0804681639793484,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368194597726781,0,0,0,0,0,0,6.93889390390723e-18,0.0181149608353738,0.0665543963789332,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.212819026435149,0,0,0,0,0.0801304589493068,0,0,0.275014457228716,0,0.0160002746367431,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0229638634702116,0,0,0,0,0,0,0,-0.0656526393603205,0,0,0,0,0,0,0,-0.0399430247639805,0,0,0.878619490632759,0,0,0,0,0.0434480494198166,0,0,0,0.109679792820602,0,0.23497250034184,0,0,-0.0430932511250327,0,0,0,-0.0836009382505288,-0.080319918050376,0,0,0.0445881592012374,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258593080868144,0.0917842873871767,0,0,0,0,0,0.00654740547812082,0.0118780401464163,0,0,0,0,0,0,0,0,0,0,0,0,0.0357082706882596,0.107266742986048,0.0843410726773065,0.0652948216023675,0,0,0.0182021176736366,0,0,0,0.125516854388023,0,0,-0.0377476674799561,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0.10327247377211,0,0,0,0.0677544034271278,-8.67361737988404e-19,0,0.0407816365375191,0,0,0,0,0,0,0,0.0138859516455661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320547034712667,0,0,0,0,0.102070631249293,0.0433548956194924,0,0,0,0.0074882221014742,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0400009614479756,0,0,0,0.091932127945573,0,0.0395263887003453,0,0,0.173105149423502,0,0,0.0155544916544689,0,0,0,0,0.27984012050189,4.33680868994202e-19,0,0.0841801657171119,0,0,0.214874992291817,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,-0.23191905998396,0,0,0,0.209214098784988,0,0,0,0,0,0,0,0,0,0,0,0.0542448959182833,0,-0.390530557573336,0,0,0,0,0.195843827194459,0,0,0,0,0,0,0,0,0,0.570263720114151,0,0,0,0,0.299051891903851,0,0,0,0,0,0,0,0,0,-0.0263619820936466,0.0353316047385547,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.180115910732746,0,0,0,0,0,0.0135019718367984,0,0,0,0,0,0.049203443981311,0,0,0,0,0,0.0506616365935077,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0.0324296340011157,0.0592211826856999,0,0,0.0187056490145595,0,0,0,0,0.300907452538289,0,0,0,0.134960175812235,0,0.0228627652665299,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.19732410990685,0,0,0,0.0254940205871044,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0868027929436246,0.115871431442985,0,0,0,0,0,0,0,0,0.0782599340487787,0,0,0.140832176898721,0,0.0858108258304073,0,0,0,0,0,0,0,0,0.09188719374377,0,-0.00578932601923977,0.0191393276059839,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0.0997033362574977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434025892367985,0,0,0,0,0,0,0.324641136883825,0,0,0,0,0.00533741307225821,0.0466534847626154,0,0,0.0714320937057794,-0.018465230119392,0.0185497936402656,0,0,0,0.415797985584985,0.0706521849779838,-0.0874844046461432,0,0.0277540365180411,0,0,0,0,0,0,0
