,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X600886.SH,X000792.SZ,X002466.SZ,X002460.SZ,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X600795.SH,X600426.SH,X600362.SH,X000877.SZ,X002271.SZ,X601699.SH,X600803.SH,X600489.SH,X600027.SH,X000983.SZ,X601991.SH,X000807.SZ,X600176.SH,X000786.SZ,X600160.SH,X000932.SZ,X000630.SZ,X600219.SH,X000933.SZ,X600985.SH,X000408.SZ,X600688.SH,X000629.SZ,X300037.SZ,X600612.SH,X600096.SH,X000723.SZ,X002353.SZ,X002128.SZ,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,1.08904309952451,0,0,0,0,-0.110166733648038,0,0,0,0,0,0,0,0,0.139675456455634,0,0,0,0,0,0,0,0,-0.140413886587078,0,0,0,0,0,0,0,0,-0.0200352868120501,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0996412352169014,0,0.045078320869644,0.0170363519358224,0.0025669640209935,0.00443851333745997,0,0,0,0,0,0
X600028.SH,0.535366456769576,0,0,0,0,0.122964038577822,0,0.0703399080137834,0,0,0,0,0,0,-0.0190312566867266,0,0,0,0.0502142577344699,0,0,0,0,0.0803483380440593,0.0339953918713304,0,0,0.151470401032218,0,0,0.0122005290502939,0,0,0.0168056815498355,0.0101828595594027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00919623965146084,0,0,0,0,0,0,0
X601088.SH,0.0883528816322733,0.0137883132719941,0,0,0.0807393903729061,0,0,0,0.242945682457633,0,0,0,0.011920420387625,0,0,-0.0136617897944108,0,0,0,0,0,0,0,0,0,0,0,0.0266146694469145,-1.73472347597681e-18,0,0,0,0.164972511297657,0,0,0,0,0,-0.0184771327922788,0.0446827818639855,0,0,0,0,0,0,0,0.0600144503621729,0,0,0,0.00710591166507918,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0412847463562871,0,0,0,0,0,0.222937988072506,0,0,0,0.0858809528030549,0,0,0,0,0,0,0,0.0344016894386334,0,0.0820952677700947,0,0,0,0.0126684003276337,0,0,0,0,0,0,0.0265226358982362,0,0,0,0,-0.101818801020388,0,0,0,0,0.0578207872277982,0,0,0,0,-0.0153195089562261,0.0263743000370886,-0.00816437684421026,0,0,0,-0.204281262561584,0,0
X600188.SH,0,0,0,0,0,0.153208994644827,0,0,0.141217660384451,0,0,0,0,0,0,0,0,0,0,0,0,0.021627607735183,0,0,0,0,0,0,0,0.463625166884583,0,0,-0.198604247266929,0,0,0,0,0,0.0439772064003125,0,0,0,0,-0.0342378476415293,-0.081970101201529,0,0,0.0694651398713753,0,0,0,0.0490173679435864,-0.0855675396466716,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0688448043206186,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292688223342171,0,0,0,0,0.184418431148457,0,0,0,0,0,0,0,0,0,0.156371374101828,0,0.0758646277820021,0,0,0,0,0.333987932804967,0,0,-0.247696318833616,0,0,0,0,0,0,-0.0537799153097804,0.020145764058042,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0393640153780009,0,0,0,0,0,0,0,0,0,-0.0497456076465219,0,0,0,0,0,0,0,0.18212675743665,0.0548946748691447,0,0,0,-0.158597612744268,0,0,0.151917335621984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0207763806066976,0.0794281872452661,0,0,0,0,0.0117258564140218,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.171365912101228,0,0,0,0,0,0,0,0.187455311503144,0,0,0,-0.0171152895429611,0,0,0,0,-0.0287957430572573,0,0,0,0,0,0,0.247130170099517,0,0,0,0.0317887462125706,0,0.0847850569760839,0,0,0,0,0,0,0,0,0.202886476305661,0,-0.120939977847353,0,0,0,0,0,0,-0.0225095673191259,0,0,0,0,0,0
X601898.SH,6.93889390390723e-18,0,0,0,0.149357377873006,0,0,0,0,0,0,0,0,0,0.0634106314924289,0,0,0,0,0,0,0,0,0,0,0.407798284256987,0.120418895378067,0.0390948747116395,0,0,0,0,0,0,0,0,0,0,0,0,0.115522252882576,0,0,-0.0527479471296715,0,0,0,0,0,0,0,-0.00305401268809034,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.228080160337826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00798280854436118,0.402236759529947,0,0,0,0,0,0.0622553174560628,0,0,0,0,0.064627943021978,0,-0.00684484970839666,0,0,0,-0.0459228417036079,0,0,0.126813488955598,0.27642416607462,0,0,0.000822344511580902,-0.0129965702439531,0,0,0,0,0,0
