,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600010.SH,X600585.SH,X601898.SH,X600547.SH,X600362.SH,X600688.SH,X600188.SH,X601600.SH,X600795.SH,X600157.SH,X300072.SZ,X601991.SH,X600027.SH,X601992.SH,X600111.SH,X600886.SH,X600489.SH,X600660.SH,X600309.SH,X000723.SZ,X600623.SH,X000792.SZ,X600299.SH,X002466.SZ,X601158.SH,X000959.SZ,X000898.SZ,X002075.SZ,X000983.SZ,X000709.SZ,X000408.SZ,X600583.SH,X000630.SZ,X000883.SZ,X600549.SH,X600352.SH,X000937.SZ,X000012.SZ,X601699.SH,X000060.SZ,X000539.SZ,X002092.SZ,X000027.SZ,X600176.SH,X600098.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,-0.039556587023595,0,0.0373339671454947,0,0.0213406785232946,0,0,0,0.00640003477595867,0,0,0,0,0,0,0,0.0147283734412905,0,0,0.0315630338070779,0,0,0,0,0,0,0,0.0232760061478605,0,0.118224196661836,0,0,0,0,0,0.0326478942701503,0,0.0465101889342005,0,0,0,0,0,0,0,-0.00317691629366139,0,0,0,0,0,0
X600028.SH,0,0,0.0218696554505466,0,0,0,0.0253846464249706,0,-0.00441993117166939,0,0,0,0,0,0,0.0337203902194556,0,0,-0.0462328002590899,0,0,0,0,0,0,0,0,0,0,-0.00588191176399493,0,0,0,0.0545203814561253,0,0,0.123980784732056,0,0,-0.0189754283303585,0,0,0,0,0,0,0.0899415036403593,0,0,0,0,-0.00794312891381759,-0.0117992710096334,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.072099682440768,0,0.182572281568634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0709080663619121,0.00236131337219661,-0.113981483770358,0,0,0,0,0,0,0,0,0.131856095154836,0,0,0.0451243656732009,0,0.0369658918100889,0,0.04973130937123,0,0,0.00650728865085994,0,0,0,0,0,0,0,-0.0606466427049073,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0363840361325958,0.0419519167682002,-0.0332153114366212,0,0,0,0,0,0,0.0641713106025654,0,0,-0.0124659492587423,0,0.137749623362116,0,0.0318566260993222,-0.0606880859646256,0,0.0351539241767947,0,0,0,0,-0.0400695824240496,0,0,0.0220199072648729,0,0,0,0,0,0,0,0.0115984621035554,-0.00565673400462055,0,0,0,0.0341678624853442,0,0,0,0,-0.0285979986449106,0.0389996883484835,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.340209446851978,0.0123059250255759,-0.028232707737382,0.0502833407108965,0,0,0,-0.0230945556214098,0,0,0,0,0,0,0,0,0,0,0.0185112901106178,0,0,0,0,0,0.0172153633786462,0,0,0,0,0,0,0,0,0,0,0,0,0.0959849022111001,0,0,0,0,0,-0.0148631549472219,0,0,-0.00148182921316216,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.0051845477537436,0,0,0,0,0.0746415397159456,0,0,0,0.00643043609862702,0,0,0,0,0.136689417648678,0.0320244732430604,0,0.0639182767876997,0.0101859787154567,0,0,0,0,0,0.0401366113880047,0,0,0,0.0502552898289058,0,0,0.120938522190184,0,1.0842021724855e-19,0,0,0,0.0267398511803521,0.149155517200425,0,0.00949828344552985,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.14368338848027,-0.0496293613822691,0,0,0,0,0,0,0.0727313678288851,0,0,0,0,0,0,0.156309488416837,0.0969907429180825,0.047522594418805,0,0,-0.0158192343231573,0,0,0,0.157522612878631,0,0,0,0,0,0,0,0,0,0,0.121265858568286,0.116609149370283,0,0,-0.108601013912554,0,0,0,0,0.0362677400242078,-0.000181508886125028,0,0,0,0,0,0
X601898.SH,0,0,0.288878906030379,0,0,0,0,0,0,0.0228147508999283,0,0.272341060058431,0,0,0.158798732606089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0642033352534271,0.0276243295355274,0,0,0,0,0,0,0,0,-0.149834586137528,0.116506009294253,0.107824542320266,0,0.0394852194320576,0,0,0,0,0.0616548378637647,0,0,0,-0.0696594635439371,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.318074830224435,0,0,0,0,0,0,1.00894555939353,0,0,0,0,-0.0829306153442009,0,0,0.0293861009990831,0.032124712723074,0,0,-0.0104990955989612,0.0168748301617734,0,0,0.0267618135625251,0,0,0,0,0,0,0,0,0.168968886589494,0,0,0,0,0,0,0,0,0,-0.231314268918886,0,0
X600362.SH,0,0,0,0,-0.0634940084228223,0,0,0.0866543734271989,-0.026215289257943,0,0,0.161539230500521,0,0,0,-0.00236984468833578,0,0,0,0,0,-0.0599802178477509,0,0,0.123519431112548,0,0,0,0,0,0.0524051684113357,0,0,0,0,0,0,0.587636811208223,0,0.0923124372621469,0,0,0.0681864352643856,-3.46944695195361e-18,0,0,0,0,0,0,0,-0.0639176492870645,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0734315774983849,0,0,0,0,0,0.00650344441868489,0.0137892515499586,0.184148287086345,0,0,0.0599583236685629,0,0,0.0281968444492071,-0.00906446254677827,0,0,0.0158935522700125,0.130762698409456,0.0329892133412503,0.0265491368377158,0,0,0.0755189170229943,0,0,0.0597164976251162,0,0,0,0,0,0,0,0,0.0067647188994075,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.0618496684475496,0.084841609099868,0.0442137934465224,0.0439191898163909,0,0,0,0,0,-0.0441476451484078,0,0,0,0,0,0,0,0,0,0.0114736586075155,0,0,0,0,0,0,0,0.592231768634526,0,0,0,0,0,0.0638399816749157,-0.0923019799387515,0,0.0746861171461984,0,0.0104864496867575,0,0,0,0,0,0,0.00335333630683123,0,0,0,0,0,0,0
