,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X600010.SH,X601898.SH,X601991.SH,X601600.SH,X600795.SH,X600886.SH,X600188.SH,X600111.SH,X600362.SH,X600027.SH,X600309.SH,X600688.SH,X601992.SH,X000792.SZ,X600583.SH,X601158.SH,X000898.SZ,X000831.SZ,X600352.SH,X000709.SZ,X000883.SZ,X600547.SH,X600489.SH,X002353.SZ,X000539.SZ,X002470.SZ,X000630.SZ,X000027.SZ,X000825.SZ,X600660.SH,X600008.SH,X600549.SH,X600315.SH,X000629.SZ,X600021.SH,X600808.SH,X600578.SH,X600098.SH,X600307.SH,X000983.SZ,X601699.SH,X600863.SH,X000960.SZ,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.524288012513014,0,0,-0.0143762550701042,0,0,0,0,0,0,0.0963191637458131,0.0958442280861081,0,0,0,0,0,0.049845570717445,0,0,0,0,0.037345647193319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122728581580139,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.495552444650733,0,0,0,0,0,0,0,0,0,0,0,0.020475697022771,0,0,0,0,0.414046736853283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0368592504067317,-0.0107825778803719,0,0,0,0,0,0
X601088.SH,0.0471909881020662,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.186648340218222,0.0699165575273568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.0256634028328407,0,0,0,0.430519543200704,0.139571467632966,0,0,0,0,-8.67361737988404e-19,0.0013077117883088,0,0,0,0,0,0
X600011.SH,0.115637221906549,0,0,0,0.0579620700093375,0,0.126431803709367,0,0.0334054342021394,0,0.0796835420162847,0,0.0861967715297577,0,0,0.130590684770307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178252100473428,0,0,0,0,0,0,0,0,0,-0.0147855676790304,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.393048683510114,0,0,0.205162582788258,0,0,0,0,0,-0.0683388338195605,0,0,0,0,-0.00462615312372318,0,0,0,0.0241350067749281,0,0,0,0,0,0,0,0,0.171566348137782,0,-0.112073851705387,-0.035069456109773,0,0,0,0,0,0
X600585.SH,0,0.109682903182782,0.0367438941605258,0,0,0,0.0616445949078864,0,0,0,0,0,0.0141314344845004,0,0,0,0.00626971627967237,0,0,0,0.178949894992943,0,0,0.0102235907802287,0,0,0,0,0,0,0,0,0,0,0,0.171644601272666,0,0,0,0,0,0,0,0.211139430906119,0,0,0,0,0,0,0,0.00618378027983303,0.00370900241320027,0,0,0,0,0,0
X600010.SH,0,0,0,0.0927531607361639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58228149617473,0.0486674322592057,0,0,-0.198612736495791,0,0,0,0,0,0,0,0,0,0,0,0.360723888265267,0,-0.00356127413781591,0,0,0,0,0,0,0,0,0.201563542933835,0,0,-0.0038465207743672,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.111530931389781,0.0765730357411673,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0.00961994489012245,0,0,-0.00511821751482928,0,0,0,0,0,0,0,0,0,0,0,0.0118529036727484,0,0,0.14633750306984,0,0,0.0105648617177998,0,0,0.351340775385224,0.186756021161405,0,0,0,0,0,-0.00220497342668919,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.121719929503162,0,0.274052036333009,0,0.156418558103845,0,0,0,-1.73472347597681e-18,0.0197350262427513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216460481558508,0,0,0.0236696961840824,0,0,0,0.185392575717358,0,0,0,0,0,0,0,0,0,0,0,-0.0249620321685286,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.162498050237914,0.215567898358808,0,0,0.111967878325122,0,0,0,0.0335693758129338,0,0,0,0,0,0,0.159768834426891,0,0,0.0392378939220717,0,0,0.0721712004988396,0,0,0,0,0,0.0278078058602128,0,1.35525271560688e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0268134301480906,-0.0312015871172214,0,0,0,0,0,0
X600795.SH,0,0,0.0412537044390401,0.0418001619694757,0,0,0,0,0.304569174294645,0.132015923391454,0,0.10009288614352,2.16840434497101e-19,0,0,0.197712937774217,0,0,0,0,0.000608251796018986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0170246211638366,0,0,0,0,0,0
X600886.SH,0.0132173084926234,0,0,0,0,0,0,0,0.0749259757831041,0,0,0,-1.73472347597681e-18,0,0,0,0.110785533495832,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241862955360164,0,0.195304156987589,0,0,0,0.134004984991127,0,0,0,0,0,0,0.0141481513286835,0,0,0,0,-0.0187399499996289,0,0,0,0,0,0
