,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600019.SH,X000792.SZ,X600111.SH,X002466.SZ,X600010.SH,X000301.SZ,X002271.SZ,X000708.SZ,X601600.SH,X600660.SH,X600188.SH,X601898.SH,X600011.SH,X600362.SH,X600547.SH,X600426.SH,X600176.SH,X600886.SH,X600219.SH,X000786.SZ,X000723.SZ,X600803.SH,X000408.SZ,X600295.SH,X000959.SZ,X000825.SZ,X000932.SZ,X000898.SZ,X601991.SH,X000831.SZ,X600399.SH,X000807.SZ,X600795.SH,X002080.SZ,X000983.SZ,X600808.SH,X600516.SH,X002192.SZ,X601699.SH,X600801.SH,X300037.SZ,X600352.SH,X000683.SZ,X600096.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.313900091872045,0,0,0,0.00773401476950729,0,0,0,0.00451472725339372,0,0,0,0,0.0493213511762884,0,0,0,0,0,0,0,0,0,0,0,0.0390595180666704,-0.0541637879365193,0,0,0,0,0,0,0,0,-0.0191651660997002,0,0,0,0,0,0,0,0.0585868723117375,0,0,0,0,0.0110678764988521,0,0.000747816610431548,-0.0337865813073709,0,0,0,0,0,0
X600028.SH,0.216427791444819,0,0,0,-0.00649532625577195,0,0,0,0,-0.0778155598552553,0.00977117279130866,0.0470782513957705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416131166726214,0,0,0,0,0,0,0,0,0,0,-0.0193263677624648,0,0,0.0990315696160514,0,0,0,0.0324700765778245,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,-0.0313373211218656,0,0,0,0,0.0594185261178206,0,0.00216092890696888,0.138205209525859,0,0,0,0,0,0,0.0485183568481024,0.0905471662111132,0,0,0,0,0,0,0,0,0,2.71050543121376e-20,0,0.0867841155643649,0,0,0.0458577698826972,0,0,0,0,0,-0.138612288497164,0,-0.0492525507002225,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.115223027374129,0,0,0,0.100436909183512,0,0,0,0,0,0,0,0,0.0594968548840878,0,0,0,0,0,0,0,0,0.021006858799289,0,0.00878585298657193,0,0,0,0,0,0,0,0,0.00348356034794998,0,0,0,0,0,0,0,0,0,-0.024267540585633,0.00373115974012841,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,-0.0853739619807434,0,0,0.254241942101188,0.228897180794502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0680149605773152,0,0,0.131353517862327,0,0.0381149701120467,0,0,0,0.0845509215340854,0.0350456484114271,0.0670211726220295,0,0,0,0,0,0.0953649796685625,0,-0.0880354626483413,0.111139647921022,0,0.194122489267216,0,0,0.0107084875559251,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.0280066750159949,0,0,-0.0231727801601133,0,0,0,0,0,0,0,0,0,0,0.0609204415893771,0.0611620410924349,-0.047264889870792,0,0,0,0,0,0,0,0,0,0,0,0,-0.0508749183805164,0,0,0,0,0,0.58706927405336,-0.0049192912146544,0,0,0,0,0.0268652523214057,0.00285642032056097,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.121039422576639,0,0,0,0,0,0.0339836020613542,0,0,0,0,0,0,0,0,0,-0.0101338523910811,0,0,0.0187015957824627,0,0,0,0.384713553404735,0,0,0,0,0,0,0,0.118093659396061,0,0,-0.0122196153610584,0,0,0,0,0,0,-0.0514612219281277,0,0,0,0,-0.0918705612421897,0,0
X000792.SZ,0,0,0,0,0,0,-0.0495284412650606,0,0,0,0,0,0,0,0,0,0,-0.0807717112144916,0,0,0,0,0,0,0,0,-0.363244944037902,-0.026049490726828,0.101180286378695,0.15955924394586,0,0,0,-0.00133098101795721,0,0,0,0,0,0,0.00770510806287942,0,0,0,0,0,0,0,0,0,0,0.0481829095482453,0.0528728036637763,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.333311981086218,0,0,0,0,0,0.385788722215438,0,0,-0.0334578316370669,0,0,0,0,0,0,0,0,0,0,0,0,-0.00236203293375987,0,0,0,-0.0376152410858327,0,0,0,0,0.230627545173552,0.108655328539876,0,0,0,0,0,0,0.0205154338175566,0,0,0,0,0,0,0,0.0571843670539658,0.0675003433734818,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.137750113584218,0,0,0,0.19669984857511,0,0,0,0,-0.230140021746376,0.205006291267452,0,-0.0996725436594308,0,0,0.20130747943788,0,0,0,0,0.036003645366643,0,0,0,0.272712658609167,0,0,0,0,0,0,0,0.161504512682336,0,0,0,0,0,0.0363881001764797,0.184313883513367,0,0,0,0,0,0,0,-0.11297203056743,0.12222938429816,0,0,0,0,0,0
