,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X601600.SH,X600309.SH,X601898.SH,X601992.SH,X600688.SH,X600795.SH,X600111.SH,X601991.SH,X600362.SH,X002466.SZ,X600188.SH,X600547.SH,X600660.SH,X300072.SZ,X600516.SH,X600886.SH,X002460.SZ,X000709.SZ,X000898.SZ,X600157.SH,X600027.SH,X600339.SH,X000959.SZ,X600489.SH,X600808.SH,X600549.SH,X600219.SH,X600352.SH,X002092.SZ,X000553.SZ,X601158.SH,X600008.SH,X000630.SZ,X000983.SZ,X000723.SZ,X000883.SZ,X600299.SH,X000792.SZ,X002271.SZ,X601699.SH,X600176.SH,X600578.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,-0.0282000342995237,0,0,0,0,0,-0.0632719239786932,0.0298617577660437,0.0677801337231227,0,-0.00192055394790117,0,0,0,0,-0.0483814768655789,0,0,0,0,0,0,0,0,0,0,0.0524624575862516,0,0,-0.0275303460461187,0,0,0,0,0.0127980741141345,-0.0602966708230867,0,0,0,0,0,0,0,0,-0.00720518112618122,0.00048983568433214,0,0,0,0,0,0
X600028.SH,0,0,0,-3.46944695195361e-18,0.0853947438168052,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0200888832894423,0,0,0,0,0.0323331299768493,0,0,0,-0.288821412859173,-0.0457624639396572,0,0,0.010288423824748,0,0,0,0,0,0,-0.0277171743930455,0,0,0,0,0,0,0,0.0526763153346684,0,0,0,0.00694042572641902,0.0012329285523564,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.11275840428123,0.0793014658867021,0.255716167739131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119438721726561,0,0,0,0,0,0.273517947219764,0.00723914828649858,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226243507493548,0,0,0,-0.0130175563009095,0.0325547929909275,0,0,0,0.00892643121194677,0,0
X600585.SH,0,0.335022095657283,0,0,0,0,0,0,0.0578857519813442,0,0,0,0,0,0,0.138010057732479,0,0.0207285886120834,0,0.261846834913782,0,-0.04621224082785,0,0,0,0,0,0,0.0717585445231014,0,0,-0.031121578580106,0,0,0,-0.0368474071705081,0,0,0,0,0,0,0,0,0,0.173631604600919,0,0,0,0,0.000748635239028157,-0.0215033626540803,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0101881531660823,0,0,0,0,0,0.0810537246652277,0,0.08848743890239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20784730229036,0.0709493187741152,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12104644649038,0,0,0,-0.0159835403260469,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.11331597199442,0,0,0,0,0,0.0932157784375444,0,0,0,0,0,0,-0.0600988171275124,0,0.077058958822675,0,0,0,0,0,-0.0561492123717552,0,-2.16840434497101e-19,1.73472347597681e-18,0,0,0.0167736001087957,0.0414394599965188,0,0,0,0,-0.00366444831226141,0,0,0,0,0,0,0,0,0.0228806144048569,-0.00461891803601055,0,0,0,0,0,0
X601600.SH,0,0,0,0.0344237662597129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234408228277388,0.228991991145813,0.418883765139465,0,0,0,0,0,0,0.0692654828636333,0,0,0,0,0,0.0303037244292546,0,0,0,-0.0142329363109091,-0.0265540490500528,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0787549148975092,0,0.284837099864147,0.117604224233243,0.0375602346830845,0,0.14296805223875,0,0,0,0,0,0,0,0,0.0992051863040947,0,0,0.148772170773787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00959594401886977,0.0225291556042785,0,0,0,0,0,0
X601898.SH,0,0,0,0.0939054382158315,0,0.0646469097703894,0,0.0803649531656941,0,0,0,0,0,0,0,0,0,0.0898237875625589,0,0,0,0,0,0,0,0.358456404476946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0626388561173154,0,0,0,-0.00976699308296427,0,0,0,0,0,-0.00616769623692141,0,0,0,0,0,0,0
