,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600188.SH,X600688.SH,X600660.SH,X600362.SH,X300072.SZ,X601992.SH,X002466.SZ,X600795.SH,X600516.SH,X600547.SH,X601991.SH,X002460.SZ,X600111.SH,X600176.SH,X600886.SH,X000898.SZ,X000786.SZ,X000709.SZ,X600157.SH,X000792.SZ,X600352.SH,X000553.SZ,X000408.SZ,X600027.SH,X002271.SZ,X601699.SH,X600489.SH,X600219.SH,X600339.SH,X000983.SZ,X600808.SH,X000959.SZ,X002092.SZ,X601158.SH,X000883.SZ,X002110.SZ,X000630.SZ,X600299.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.587947998968911,0,0.0363674353484708,0,0,0,0,0,0,0,0,0,0,0,0.000626040766558186,0,-0.0106368474849885,-0.100988359484145,0,0,0,0,0.0486651749111579,0.00844736660633499,0,0,0,0,0.0462887664266637,0,-0.00311649016275486,0,0.0746028852908487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00743453349778225,0,0,0,0,0,0,0
X600028.SH,0.470111177248077,0,0,0,0,0,0,0.0123530127062448,0,0,0.025168898483083,0,0,0,0,0,0,0.00906249667037473,0,0,0,0,-0.0748710925924001,0,0,-0.000200524490701796,0,0,0.0390286224859594,-0.101769527803709,0,0,0,0,0,0,0,0,0,-0.130879906572456,0,0,0,0,0,0,0,0,0,-0.00327138567580996,0.0154235639787358,0,0,0,0,0,0
X601088.SH,0,0.0825264423385886,0,0.210729080301563,0.227790901178689,0,0,0,0,0.0340881047100488,0,0,0,0,-0.0513797934030384,0,0,0.0237502054103671,0,0,0,0,0,0,0,0.0928474768190248,0,0,0,0,0,0,0,0,0.0628116024648805,0,0,0,0,0,0,0,0,0,-0.0264227227221254,0,0,0,0,-0.00221744706647229,-0.0182279064568058,0.173463580665873,0,0,0,0,0
X600019.SH,0,0,0.120516080678714,0,0.0213279022882341,0,0,0,0,0,0,0,0.204422414370148,0,0,0,0,0.0134428389116532,0,0,-0.105447858516116,0,0.131248016179593,0,0.561934735962522,0,0,0,0,0,0,0,0,0.072531267153266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220514440573339,0.0130890238734217,0.148074273980371,0,0,0,0,0
X600585.SH,0,0,0.311144549655229,0,0,0,0,0.173972421339567,0,0,0,0,0.178308800793402,-0.0495624941883787,0,0.201573129917385,0,0,0,0,0,0,0.116545624358717,0,0,0.115306486122389,0,0,-0.241106229643076,0,0.267050549483145,0,0,-0.107036737129123,0.0108678676191734,0,0,0,0,0.321388854452695,0,0,0,0,0,0,0,0,0,-0.0284501601301034,0.0297377836128178,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0840678426328475,0,0,0,0,0.0222818997278429,0,0,0,0,0.0856483777696235,0.0677861439997586,0,0,0,0,0,0,0.114554803648446,0.262582426130678,0,0.0753482200076463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0.179405205886166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129370360388238,0,0,0,0,0,0,0,-0.0344068111846915,0,0,-0.0481875553088782,0,0,0,0,0,0,0,0.178541796711766,0,0,0,0,0,0,0,-0.0208268665088719,-0.111592034076943,0,0,0,0,0,0
X600011.SH,0,0,0,-0.0808033246360957,0,0,0,0,0,0.0168041856108245,0,0,0,0.0894974129654561,0.13131363313422,0,0,0,0,0,0,0,-0.0327656391816452,0,0,0,0,0,-0.0435651786700345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0860227554006279,0.0127234162224365,0,-0.0104068037023679,0.00442984380850314,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.144236704864484,0,0,0,0,0,0,0,0,0,0,0,0,-0.0187197264862843,0,0,0,0,0,0.00716719809667246,0,0.0675335728564291,0,0,0,0.0445393268212326,0,0,0,0.2497343875812,3.46944695195361e-18,0,0,0,0,0,0,0,0.0442621208888955,0,0.00100304040504312,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.0254657823655454,0,0,0,0,0,0,0,0,0,0,0.0974733526002657,0,0,0,0,0,0,0.0912394962152092,0,0,0,0,0,0,0.0505805317073318,0,0.0615066465165448,0,0,0.279457610609606,0,0,0,0.136730998514811,0.145111281390079,0,0,0,0,0,0,0.0778983618184764,0,0,0.0242663949424394,-0.0291304721167556,0,0,0,0,0,0
