,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X601991.SH,X600688.SH,X601600.SH,X600660.SH,X600188.SH,X600886.SH,X600795.SH,X600362.SH,X000898.SZ,X600547.SH,X002466.SZ,X600027.SH,X601992.SH,X600516.SH,X600299.SH,X600111.SH,X600176.SH,X000709.SZ,X300072.SZ,X002460.SZ,X000629.SZ,X600352.SH,X600339.SH,X600808.SH,X600583.SH,X000553.SZ,X000825.SZ,X600801.SH,X002110.SZ,X000786.SZ,X601158.SH,X000301.SZ,X000883.SZ,X000792.SZ,X600426.SH,X600219.SH,X000932.SZ,X000408.SZ,X600489.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.119008923704262,0.0940321565239636,0,0,-0.116175320892608,0.126389166396338,0,0,0.0164323524187484,0,0,0,0,0,0,0,0,0,-0.0179454920030552,0,-0.0282996029294335,0,0,0,0,0,0,0,-0.0743296005560664,0,0.211538246150354,0,0,0,0,0,0,0,0,0,0,0,0.0505208877790955,0,0,0,0,0,-0.125953200820889,0.0160380665277848,0.0119712913716176,0,0,0,0,0,0
X600028.SH,0,0,0.1135300539259,0,0,0,0,0,0,0,0,0.0348835381527945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158521206793698,0,0,0,0,0.071899406972317,0.114170281139158,0,0,0,0,6.93889390390723e-18,0,-0.0101973640156,-0.0174689956986321,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.083792517312474,0,0,0,0,0,0,0.163216809993379,0,0,0,0,0,0,0.00602638848470653,0,0,0,0,-0.0407123984619222,0,0,0,0,0,0,0,0,0,0,0,0,0.0346200467081438,0,0,0,0,0,0,0,0,0,0.0562217836481708,0.133642741432619,0.319703251790837,0.000243371197092919,-0.0087987923505187,-0.0238170242614588,0,-0.147793056118981,0,0,0,0
X600585.SH,0,0,0,0,0.140594485616545,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0625957552064584,0,0,0,0,0,0.0433885528014293,0,0.0442610575496508,0,0,0.371778825714585,0,0.168807036643959,0,-0.0862397177729849,0,0,0.0410668739818222,0,0,0,0,0,0,-0.0219147100505897,-0.0325237710322525,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,-0.021008612371015,0,0,0,0,0,0,0,0,0,0.0264414115017789,0.436786518717566,0,0,0,0,0,0,0,0.0513719291481762,0,0,0,0,0,0,0,0,0,0,0.135584893343261,0.0571088502382788,0,0,0,0,0,0,0,0.198822987353722,0,0,-6.93889390390723e-18,0,0.00436611416581087,-0.00329980851719861,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0768740065553836,0,0,0,0.15240056547046,0.0479131830046436,0,0,0,0,0,0,0,0,0,0.0650259678751605,0,0.112117889510678,-4.33680868994202e-19,0,8.67361737988404e-19,0,0,0,0,0.286917816909648,0,0,0,0,0,0,-2.16840434497101e-19,-0.00213534291353032,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0521113254139924,0,0,0,0,0,0.0895652462937368,0.749359228842251,0,0,0,0,0,0,0,0,0,0.088977386312183,0,0,0,0,0,0.00158870154583777,-0.0141271266531776,0,0,0,0,0,0,0,0,0.0391167188149763,-0.195257854678853,0,0,-0.0074216684002011,0.0130136987626236,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284982465861225,0,0,-0.0947396490257835,0.0973883815840471,0.113413134846914,0.0827636618901261,0,0,0,0,0,0,0,-0.0174899122210434,0,0,0,0,0,0,0,0,0,0,0.0758606691893417,0,0,0.0540666536596395,0,0,0,0,-0.00702114622897264,0.00627748638976606,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.232349696298347,0,0.078936682136369,0,0,0,0,0,0,0,0,0.0415979671448538,0,0,0,0,-0.00338577823090715,0,0,0,-0.0242863177110338,0,0,0.0527415394695947,0,-0.0685341327531439,0.0655738451476409,0,0,0.00311532383946557,0,0.0312454141529534,0,0,0,0,0,0.216732849363465,0,-0.00593077398238445,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0430645050339811,0,0,0,0,0.225742544340184,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.049439180956199,0,0.0247406409437659,0,0,0,0,0,0,0,0,0,0,0.0469988581638224,0,0,0,0,0,0,0,0,0.0167657217551232,0,0,0,0,0,0
