,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X600585.SH,X002466.SZ,X000792.SZ,X601898.SH,X600111.SH,X600019.SH,X000301.SZ,X600660.SH,X002271.SZ,X000877.SZ,X000708.SZ,X600010.SH,X600011.SH,X601600.SH,X600547.SH,X600886.SH,X600795.SH,X600176.SH,X000983.SZ,X600362.SH,X600426.SH,X600096.SH,X000723.SZ,X000408.SZ,X600803.SH,X600141.SH,X601699.SH,X000786.SZ,X600486.SH,X601991.SH,X600219.SH,X002353.SZ,X300073.SZ,X002080.SZ,X002192.SZ,X600157.SH,X600295.SH,X600985.SH,X000807.SZ,X000830.SZ,X600027.SH,X002497.SZ,X600688.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0724461977472332,0,0.0605443242700303,0,0,0,0,0,0,0,0,0,0,0.0600107992846302,0,0.190532138241986,0,0,0,0,0,0,0,0,0,0.091919886489018,0,0,0,0,0,0,0,0.0594670332342374,0,0,0,0,0,0,0.15233208094484,0,-0.00358632301735305,-0.0473768052331661,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.193550276247895,0,0,0,0,0.11131229958286,0,0,0,0,0,0,0,0,0.0287045833552951,0,0,0,0,0,0.0689764360631501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0964957924015737,0,0,0.011115279598824,0,0,0.111881990678882,0,0,0.234704068147874,0,0.0249188174590587,-0.0215870506325262,0,0,0,0,0,0
X600028.SH,0.00451815442041255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05872881944171,0,0,0.0576915150073169,0,0,0,0.0285275595876085,0,0,0,0,0,0,0,0.014025998194164,0,0,0.0652131096093966,0,0,0,0,0.0430344310623554,0,0.0471540240459308,0,0,0,0,0.0308836668423263,0,-0.0147162006288365,-0.00647599914955868,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0653822705595248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177821476791171,0,0,0,0,0.170793620738563,0,0,0,0,0.112658240955082,0,0,0,0,0,0,0.0138124630036777,0,0.00909479782374608,0,0,0,0,0,0,0
X600188.SH,0,0.306938233272588,0,0,0,0,0,-0.0959720722907236,0.130445461749633,0,0,0,0,0,0,0,0,0,-0.199345932476408,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365583121826528,0.145570548630336,0,0,0,0,-0.0532094706479083,0,0,0,0.0136269418590085,0.110069267969767,0,0,0,-0.00939453293635441,0,0,0,0.060807775552417,-0.0549759184915534,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.354237987815859,0.0198840206701411,0,0.149735214757002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0981526721707924,0,0,0,0.112904371017489,-0.0738420373513025,0.133772083306988,0,0,0,0,0,0.107595320901247,0,0,0,0.0510917599933544,0,0,0,0,0.217246257012349,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21173247718773,0.0626793366158556,0,0,0,0,0,0,0,0,0,0,0,0.119191652724074,0,0,0,0,0,0,0,0.0482938809720355,0,0,0,0,0,0,0,0,0,0,0.212392311104398,-0.0258424746408628,0,0,0,-0.0274192394366142,-0.0134746963719742,0,0,0,0,0,0
X002466.SZ,0,0,0,0,-0.0576237011226771,0.58632346825903,0,0,0,0,0.0636537982774632,0,0.0244168045394753,0,0,0,0,0,0,0,0,0,0,0,0.0372017086040782,0,0,0,0,0,0,0.0336452541770153,0,0,0,0,0,0,0,0,0.0613296055346175,0,0,0,0,0,0,0.181101137796461,0,0,0,0.0113485775644254,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.0319860892086726,0.0642502937757659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106343984195038,0,0,0,0,0.254268773300978,0,0.167568898045927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153572102177591,0,-0.00370453773618699,0,0,0,0,0,0,0
X601898.SH,0,0.174215045418282,0,0.0789825408014752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197940553004084,0,0,0.0979881223159522,0,0,0,0,0.0179789324473667,0,0,0,0,0,0,0,0,0,0.129309757660749,0.13323706573453,0,0,0,0,0,0.0292715934481473,0,-0.0137559712616065,-0.0661021656798317,0,0,0,0,0,0
