,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600019.SH,X600660.SH,X600585.SH,X601600.SH,X600011.SH,X600547.SH,X600886.SH,X000792.SZ,X600010.SH,X600111.SH,X600795.SH,X600362.SH,X002460.SZ,X600489.SH,X000708.SZ,X002466.SZ,X600160.SH,X600803.SH,X600027.SH,X000807.SZ,X000301.SZ,X601991.SH,X000786.SZ,X600219.SH,X600426.SH,X000877.SZ,X002128.SZ,X000983.SZ,X000408.SZ,X600176.SH,X601699.SH,X000630.SZ,X000933.SZ,X601168.SH,X600096.SH,X600985.SH,X002353.SZ,X600157.SH,X002271.SZ,X000831.SZ,X600995.SH,X600378.SH,X600352.SH,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.355830772040375,0,0.00359598681989624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190248247918952,0,0,0,0,0,0,0,0,0,0.342906197044202,0,0,0,0,0,0,0,0,0,0,0,0,0.205114397706201,0,0,0,0,-0.0311193318849576,0,0,0,0,-0.0330527067115918,0,0,0,0,0,0
X601088.SH,0.100772128793383,0,0,0,0.300408014604723,0,0,0,-0.0524264682899001,0.0142390406210535,0,0,0,0,0,0,0,0,-0.08421013894875,0,0,0,0,0,0,0,0,0,0,0,0.0893365933848254,0,0,0,0,0,0,0,0,0,0,0.166734293772796,0,0,-0.0339349699542966,0,0,0,0,0,0,0,-0.0120876670221074,0,0,0,-0.0162548707761764,0,0
X600028.SH,0.423102263751773,0,0,0,0.248255540842757,0.0616173767301287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0754381689208732,0,0,0,0,0,0.146529621762247,0,0,0,0,-0.0778441621274359,0,0,0,0,0,0,-0.155439099584744,0,0,0,0,0,0,0,0,0,0.217115492879604,0,0,-0.0115615734691283,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583383377818974,0.0460629704098062,0,0,0,0,0,0,0,0,0.029722026532213,0.0360651104670249,0,0,0,0,0,0,0,0,0,0,0,0.0203284168531231,0.0343016862822179,0.0679295498224646,0,0,0,0,0,-0.0320554602364582,0,0,0,0,0,0,0
X601898.SH,0.293431811386893,0,0,0,0,0,0,0,0.102788972032641,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0.0676592381236435,0,0,0,0,0,0,0,0,0,0.0318777557703524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0818392398720303,0,0,0,0
X600188.SH,0,0,0,0,0.0831165740526059,0,0,0,0,0,0,0,0,-0.194158567350502,0,0,0,0,0,0,0,0,-0.0135377760334365,0,0.0465966514541456,0,0,0,0,0,0,0,0,0,0,0,0.611098737877529,0,0,0,0,0,0,0,0.0349107759712354,0,0,0.337521669830188,0,0,0,0,1.73472347597681e-18,0.190943133934794,0,0,-0.00339891890388174,0,0
X600019.SH,0.226019648070751,0,0,0,0,0,0,0,0,0.166574474828061,0,0,0,0,0.0281463303735528,0,0,0,0,0.0351246592344643,0.149716982210783,0,0,0,0,0,0,0,0,0.0972880681538196,0,0.0393161705409871,0,0,0,0,0,0,0,0,0,0,0,0.0989131150128942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294054444368138,0,0,-0.0215356961096422,0,-0.142759513799548,0,0.160980240525337,0.000156531926546848,-0.0660007104884937,0,0,0,0,0,0,0,-0.245629919407372,0,0,0,0.113757149686356,0,-0.0613833223852211,0,0,0,0,0,0,0,0,0,0,0,0,-0.102827546602967,0,0,0,0,0.0437086578568769,0,0
X600585.SH,0,0,0,0,0.185780932436392,0,0,0,0,0,0,0,0,0.225114385886775,0,0,0,0,-4.33680868994202e-19,0,0,0,0.0081693293630952,0,0,0,0,0.0895487604259653,0.0434324477217115,0,0,0.313849745197673,0,0,-6.93889390390723e-18,0,0,0,-0.0322127251934289,0,0,0.0541046799533815,-0.0172740535985085,-0.0374564450199261,0,0,0,0,0,0,0,0,0,0,0,0,-0.0276667115617677,0,0
X601600.SH,0,0,0,0,0,0,0.103734729935333,0,0,0,0,0,0,0,0,0,0,0.155028429982241,0,0,0,0,0,0,0,0.188504395774865,0,0,0,0.26086149420696,0,-0.145215262131142,0,0,0.204717950449757,0,0.131820963914333,0,0.0551993709486594,0.267387099048944,0,0,0,0,0,0,0,0,0,0,0,0,-0.0236565499900184,0,0,0,0.276832318015656,0,0
