,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600660.SH,X002460.SZ,X000708.SZ,X002271.SZ,X600011.SH,X000786.SZ,X600886.SH,X600176.SH,X600426.SH,X601600.SH,X600362.SH,X601898.SH,X600010.SH,X600801.SH,X600188.SH,X600352.SH,X600489.SH,X601991.SH,X600111.SH,X000301.SZ,X600795.SH,X600688.SH,X002080.SZ,X600803.SH,X002466.SZ,X000932.SZ,X600027.SH,X600299.SH,X300037.SZ,X002075.SZ,X601992.SH,X600219.SH,X600486.SH,X601168.SH,X002353.SZ,X600315.SH,X000898.SZ,X000027.SZ,X600529.SH,X000723.SZ,X000883.SZ,X002409.SZ,X601158.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.00954352534448349,0,0.0625511781264491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240004305613414,0,0,0,0,0,0,0,0,0,0.00593238140402813,0,0,0,-0.00268117457110161,0,0,0,0,0,0.00100258354611224,-0.0316390498460704,0,0,0,0.0160153896851554,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00977443620970728,0,0,0.0494543307761216,0,-0.000837829210962101,0,0,0,0,0,0,0,0,0,0.0110342841551752,0,8.67361737988404e-19,0,0,0.025530866241643,0,0,0,0.104863334421775,0,0.0230154904862924,0,-0.0115844679366387,0,0,0,0,0,0,0,0,-3.61012589078561e-05,-0.00159992800788814,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,-0.00460885627810411,0.114741418028764,0,0,0,0,0,0,0,0,0,0,0,0,0.298814342567025,0,0,0,0,0,0,0,-0.010992341120101,0,0,0,0,0,0,-0.00557858028274663,0,0,4.33680868994202e-19,0,0,0,0,0,-0.0149867190125122,0,0,0,0,1.73472347597681e-18,0.00302564969111018,0,0,0,0,0.0197551621498888,0,0
X600585.SH,0,0,0,0,0,0,0.00750104422114356,0,0.0425463819064713,0,0,-0.049045443997852,0,0,0,0.0270175257305544,0,0,0,0,0,0,0,0.0828144930035649,0.0211822992879899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0378508540802324,0.107212179952378,0,0,0,0,0,0,0,0,0.0108946230107983,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.350005517623528,0,0.0210554831774916,0,0,-0.0770152134436325,0.00276708301311654,0,0,0.144437594958859,0,0,0,-0.0662296979458055,0,0,0,0.118861142580912,0,0.0140383949006273,0,0,0,0,0,0.139705954398649,0,0,0,0.14943297699568,0,0,0,0,0,0.21908233223614,0,0,0,-0.19632286775502,0,0,0,0,0,0,-0.0205937324485186,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,-0.0972345066631353,0,0,0.00107069852728028,0,0,0,0,-0.00918054486879503,0,0.117848401058555,0,0,0,0,0,0.0127343346832129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114031441207713,0,0.0987135986223156,0,0,0,0,0,0.0295583230387268,0,0,0.00686076795121099,0.0738445614103581,0,0,0,0.00465110161017715,0,0
X600547.SH,0,0,0,0,0,0,0,0,0.172612852770248,0,0,0,0,0,0,0.033906480742008,0,0,0,0,0,0,0,0.546422563289281,0,0,0,0,0,0.0370501700338059,0,0,0,0,0,0,0,0,0.0401327496739972,0,0,0,6.84046958134912e-05,0,0,0,0,0,0,0,0,-0.0218781939100132,-0.00957580409117199,0,0,0,4.33680868994202e-19,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,-0.0971401018111989,0,0.033279700193836,0,0,0.0481374897900052,0,0,0,0,0.113700810852562,0,0.0747360250211044,0.104317582826265,0,0,0,0,0,0,0.000385533302099008,-0.10138328614942,0,-6.93889390390723e-18,0,0.332146389046336,0.0353678173139943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0127739675347186,0.068679943821919,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.0683844951189458,0,0.0361489726154594,0,0,0.0947605334605475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109458691522138,0,0,0,0,0,0.292588718133811,0,0,0,0.27595955683885,0,0,0,0,0.187240107580001,0,0.00188355589163585,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0404430954039421,0,0
X000708.SZ,0,0,0,0,0,0,0,0.102515587012341,0,0,0,0.0919381398457632,0.17369802476339,0,0,0,0,0,0,0,0,0,0,0.0222186168824719,0,0.179912666268251,0,0,0,0,0.049458165625725,0.0390928852386167,0,0,0,0,-0.159601680305941,0,0,0,-0.00471996207978366,0.0303131160189571,0.0378194427310152,0,0,0.0908859080796451,0,0,0,0,0,0,-0.00481477685827719,0,0,0,0.0414377241471283,0,0
X002271.SZ,0,0,0,0,0.0873056638264042,0,0,0,0,0,0,0,0,0,0.393719324572985,0,0,0,0,0,0,0,0,0,0,0.0546082576800397,0,0,0,0,0.0339365346346971,0,0,0,0,0.134153215571581,0,0,0,0.138485746387239,0,0,0.025171278558761,0,0,-0.0967005144321903,0,0,0.0771199592477807,0,0,0,0.0685140373388212,0,0,0,0.0414944479816784,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0008997182743247,-0.0267318119735638,0,0.00211003878388015,0,-0.158393475602485,0,0,0.0899882951683115,0,0,0,0,0,0,0,0,-0.12213659433917,0,0,0,0,0,0,0.727389671913924,0.0399015161827859,-0.12435757244626,0,0,0,0,0.0867610133964082,0,0,0,0,0,0,0,0,0,0,-0.0190125734473923,0,0,0,0,0.032103774002027,0,0
X000786.SZ,0,0,0,0,0,0,0,0.0663892231967618,0,0,0,0.0705560639433642,0,0.10186904598873,0.213428642995054,0.0732728680345114,0,0,0,-0.400318351732894,0,0,0,0,0,0,0,0,0,0,0.174176533600351,-0.125403595957623,0.250481288759963,0,0,0,0,0,0,0,0,0,0.197799318758743,0,0,0.0658096022728596,0,0,-0.15994502251233,0,0,0,0.00628666685004032,0,0,0,0.0811427663008515,0,0
X600886.SH,0,0,0,0,0,0,0.0452613880435657,0,0,0,0,8.67361737988404e-19,0,0,0.109065992787657,0,0,0,0,0,0,0.0685668354650029,0,0,0,0,0,0,0,-0.263442368896907,0.120455632953807,0.164297016745544,0,0,0,-0.0360058397252295,-0.0122225619111214,0,0,0,0,0,0,0,0,0.0100652481478863,0,0,-0.0538729396834198,0,0,0.0144814886661839,0,0,0,0,0.0113398422122056,0,0
X600176.SH,0,0,0,0,0,0,0,-0.0143136869720096,0,0,0.0914763362924871,0,0,0,0,0,0.423356469973952,0,0,0,0,0,0,0,0,0,0,0,0,0.295638683723553,0,0,0,0,0,0.0194479475913252,0,0,0.162506258220724,0,0,0.187266092742653,0,0,0,0,0,0,0,0,0,0.0470464169850837,0,0,0,0,0,0,0
X600426.SH,0,0,0,0,0.185223244999262,0,0,-0.049617052510304,0,0,0,0,0.168736748179133,0,0.052898502569124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0552925494671331,-0.0997734771617385,0.0848803507518958,0,0,0.079742693613399,0,0,0,0,0.210036128492235,0.0107306328168288,-0.0155929930305942,0,0,0,0.101624170938482,0,0,0.0472554707443834,0,0,0,-0.0214381173221635,0,0,0,0.0445201620831931,0,0
X601600.SH,0,0,0,0,0,0,0,-0.081643284242696,0.0792906733546128,0,0,0,0,0,0.0465874546927445,0,0,0.109586693205463,0,0.244558890645162,0,0,0,0.0198703054546737,0.0152660007812289,0,0,0,0,0,0,0.0134373095807749,0,0,0,0.0118450291632829,0,0,0.0267635260669612,0,0.0639631476065387,0,0.0211883084360492,0,0,-0.0200857405578082,0,0,0,0,0,0,-0.0388376584963187,0,0,0,0.0151725626515367,0,0
X600362.SH,0,0,0,0,0,0,0.0019297199628218,0,0,0,0,0.152064491128458,0.0429366114104645,0,0,0,0,0,0,0,0,0,0.19012152757188,0.198394656196444,0,0,0,0,0,0.00341175768243652,0,0,0,0,0,0.100635217486814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0552412159321012,0,0,0,-0.00683592478145945,0,0
X601898.SH,0,0,0,0,0,0,0.0314270837857515,0,0,0,0,-0.00927637378221866,0,0.0413841692878112,0,0.0131388669257259,0,0,0,0,0,0.253741847970259,0,0.0651953484771962,0,0,0,0,0,0,0,0.0553457042093086,0,0,0,0,0,0,0,0,0,-0.00931543142544438,0,0,0.04231760733815,0,0,0,0,0,0,0.0163410556230287,0,0,0,0,-0.00136623901191679,0,0
X600010.SH,0,0,0,0,0,0,0,-0.181621196142794,0,0,-0.104128460938082,-0.0581832618383316,0,0,0,0,0.378258924535172,0,0,0,0,0,0.0975839420661921,0,0.27017459476966,0,0,0,0,0,0.12888302386958,0,0,0,0,0.11036394764108,0,0,0,0,-0.251134202395033,0,0,0,0,0,0.226811372786968,0,0,0,0,0,0,0,0,0,0.0112901835094307,0,0
X600801.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.132459266199939,0,0,0,0.158433289293751,0,0,0,0,0,0,0,0.0161193241228165,0,0,0,0.10105515763412,0,0,0,0,0,0,-0.00345219019703557,0,0,0.115366639699277,0.0506419959740968,0,0,0,0,0.000582412048412353,0.0240502272306998,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.072127365239522,0,0,0,0,0,0.484424444554385,0,0,0,0,0,0.0847419659803723,0,0,0,0,-0.0550648230533248,0,0,0.0947715328691865,0,0,0,0,0,0,0,0.132625139319321,0,0,0,0,-0.00386001358269667,0.104211022835066,0,0,0,0,0,0.0814074663078512,0,0,0,0.0192840921576461,0,0
X600352.SH,0,0,0,0,0,0,0,0.0061646046480412,0,-0.0458638661553506,0,0,0.0554165086906915,0,0,-0.252141263118304,0,0.250167921991621,0,0,0,0,0,0,0,0.245598797238562,0,0,0,0,0,0.0772235373146563,-0.269305172981739,0,0,0.118659978834521,0,0,0,0,0,0,0,0,0,0.312239939417521,0,0,0,0,0,0.0321368645355461,-0.00147124978503972,0,0,0,0.0238011174602027,0,0
X600489.SH,0,0,0,0,0.057439827757265,0,0.894557980624026,0.113960253951759,0,0,0.0834833847416433,-0.0171313899228496,0,0,0.0173973272260473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0216596130516314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0529586295980683,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0110597505999863,-0.0269519417471662,0.0631408835844771,0,0.0287361814294689,0,0,0,0,0.0119255387719217,0,0,0,0.321904705769083,0,0,0,0,0,0.129038846214749,0,0.0522633994207324,0,0,0.0190049006071826,0,0,0,0,0,0,0,0,0,0,0,0.0276811847965282,0,0,0,0,0,0,0,0,0,-0.0111295241189557,0,0,0,0,0,0
