,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X002460.SZ,X600011.SH,X002466.SZ,X000792.SZ,X601898.SH,X600547.SH,X600111.SH,X601600.SH,X000301.SZ,X600660.SH,X000708.SZ,X002271.SZ,X600010.SH,X600886.SH,X000877.SZ,X600426.SH,X600362.SH,X600795.SH,X601699.SH,X600803.SH,X600176.SH,X000983.SZ,X600027.SH,X601991.SH,X600489.SH,X000786.SZ,X000807.SZ,X600160.SH,X600995.SH,X000629.SZ,X600378.SH,X000933.SZ,X002080.SZ,X600219.SH,X000723.SZ,X600096.SH,X000408.SZ,X000932.SZ,X300037.SZ,X600688.SH,X600157.SH,X600141.SH,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.10422359966252,0,0,0,0,0,0,0,0,0,0,0,0,0.11202876931925,0,0,0,0.0435359844598234,0,0,0,0.0317835671935345,0,0,0.0585288363687714,0.025089521724213,0,0,0,0,0,0.071401772459061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0498222398910245,0,0.0522835131912912,-0.0613589236838687,0,0,0,0,0,0
X600028.SH,0.230305206602441,0,0.241200076906577,0.00826699695815099,-0.106302866595282,0,0.0708547626618871,0,0,0,0,0.176129723931342,0.0433048277499706,0,0.0141733335608365,0,0,0,-5.42101086242752e-20,0,0,0,0.0788423730245796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0304158458468516,0,0,0.0153723274683721,-0.0205063058696811,0,0,0,0,0,0
X601088.SH,0,0.284240349199237,0,0,-0.113823480291025,0,0,0,0.027407984584716,0,0,0,0,0,0,0,-0.126138608127708,0,0.0621162607317009,0,0,0,0,0,0,0.135760450611457,0,0,0,0,0.100760135872341,0,0.00186616709651569,0,0,0,0,0.0391339848886515,0.195980313497233,0,0,0,0,0,0,0,0,0,0,0.0343094729383678,0,0.00874638487998047,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169617308733625,0,0,0,0.134274307132078,0,0,0.275559112930233,0,0,0,0,0,0,0.0243692455577434,0,0,0,0,0,0,0.0715889886309549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0203612540915068,0,0,0,0,0,0,0
X600188.SH,0,0,0.441023497046362,0,0,0,0,0,0,0,0,0,0.0418272901139706,0,0,0,-0.235831328579396,0,0.0718954889356123,0,0,0,0,0,0,0.0883055964428289,0.0275131353070416,0,0.202916484839194,0,-0.0504103897117616,0,0,-6.93889390390723e-18,0,0,0,0.032683335926393,0.185432731780464,0,0,-0.239362961230362,0,0,0,0,0,0,0,0.0742068252550591,0,-0.0342511672535886,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0891317340631224,0,0,0.0614500307109146,0,0,0.435079187175503,0,0,0,0,0,0.0157754473770925,0,0,0,0,0.0458302481598877,0,0,0,0,0,0.0862032891894846,0,0,0,0,0,0,0,0,0,0,0.00428377501526996,0.0884628432474424,0,5.05191950055676e-05,0,0,0,0,0,0
X600019.SH,0,0.321053062820692,0,0,0.16997722268885,0,0,0,0,0,0,0,0,0,0.0587472340244069,0,0,0,0.138941347119981,0,0,0,0,0,0,0,0,0.154861298739462,0,0,0,0,0,0,0,0,0,0,0,-0.0780012344626366,0,0,0,0,0,0,0,0,0,0,0.0335286172133388,0,0,0,0,0,0,0,0
X002460.SZ,-0.0538785439527875,0,0,0,0.00789324261747464,0,0,0,0,0.604676913676631,0,0,0.0579222743511398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367379180288605,0,0,0,-0.100359328258887,0,0,0,0,0,0,0.0342198936803824,0,0,0,0.208817408449473,-0.0251740071584366,0.0136970670837463,0,0,0.0226765134968604,-0.00771827439050465,0,-0.00793847760929452,0.0485138984932296,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.216780201446828,0,0,0,-0.0146015061280426,0,0,0,0.0434251835371071,-0.0630232146110979,0,0.496118923797351,0,0,0.268471737778541,0,0,0,0,0.118697035763736,-0.0338322002671456,0,0,0,-0.00535534756346838,0,0,-0.0524239214668103,0,0,0,0,0.0265206406291471,-0.0174650441655569,0,0,0,0,0,0,0
X002466.SZ,0,0,0,-0.016576046353143,0,0,0,0.542341317397741,0,0,0,0,0,0.139254159070215,0,0,0,0,0,0,0,0,0,0.127856781967439,0,0,0,0,0,0,0,0,0,0,0,0,0.0226711686212582,0.0721818531763447,0,0,0,0,0,0,0,0,0,0,0,0,-0.0316988231538823,-0.0180539448658259,0.0131590975698148,0,0,0,0,0,0
