,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002466.SZ,X002460.SZ,X600585.SH,X600188.SH,X000792.SZ,X600019.SH,X601898.SH,X600111.SH,X600011.SH,X002271.SZ,X000301.SZ,X600660.SH,X000708.SZ,X000877.SZ,X600010.SH,X600886.SH,X600547.SH,X601600.SH,X600795.SH,X600176.SH,X600362.SH,X000408.SZ,X600426.SH,X300073.SZ,X600096.SH,X000786.SZ,X601991.SH,X000629.SZ,X000983.SZ,X000723.SZ,X600803.SH,X600027.SH,X002080.SZ,X600141.SH,X601699.SH,X600219.SH,X600801.SH,X600157.SH,X300037.SZ,X600160.SH,X600486.SH,X600399.SH,X002407.SZ,X600378.SH,X002192.SZ,X002497.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0571839030343674,0,0,0,0,0,0,0.0577038376683489,0,0,0,0,0,0,0.0115832315676592,0,0,0,0,0,0,0.14444136193976,-0.134748971350691,0,0,0.196363588664748,0,0.0911981284483017,0,0,0,0,0,0,0,0,0,0.0111740146060883,0,0,0,0,0.0391912403048085,0,0.00650585594832941,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0631811718367714,0.0276298164762302,0,0,0.220764177556577,0.127830949303018,0,0,0,0,0,-0.097362550398354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0957471525346488,0,0,0,0,0,0,0.213474722388006,0,0,0,0,0,0,-0.019931042627502,0.102620760426896,0,0,0.13381796292054,0,0,0,0,0,0,0,0,0
X600028.SH,0,0.0708969027836512,0,0.0132007554519016,0,0,0,0,-3.46944695195361e-18,0,0,0,5.22587876576348e-05,0,0,0,0,0,0,0,0,0.11953755888152,0.0195689690428201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00806475174725419,0,0,0.09390800031959,0,0,0,0.0561130127436756,0,0,0,0,0,-0.00172104540111027,-0.00694609205311988,0,0,0,0,0,0
X600309.SH,0,0.0563854974944907,0,0,0,0,0,0,0,0,0.181798432484483,0,0,0,-0.0121493414845742,0,0,0.183029692493663,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157084620707195,0,0,0,0,0,0,0.035530839531218,-0.0107178533233197,0,0.0834291747504554,0,0,0,0,0,0,0,-0.0399789590814942,0,0
X002466.SZ,0,0,0,0,0,0.435091545420453,0,0,0.081439583758877,0,0,0.0898361661052547,0,-0.0709697844803066,0,0,0,0,0.0340222363514843,0,0,0,0,0,0,0.0115561309152747,0,0,0.0511382376551445,0,0,-0.153268532100301,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0.124187111360316,0.296231597847767,0,0,0.0572542275849124,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0750911417745143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0397857518650489,0,0,0,0,0,0,0,0,0.034922294222687,0,0,0,0,0,0.0214954643948624,0,0,0.0414466841814175,0.136307976104333,0.00941057013383751,0,0,0,0,0,0,0,0,0,0,0.355002087823661,0,0.0122382820980882,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.0300408977413288,0,0,0,0,-0.0119199806434861,0,0,0,0,0.17777776045751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,-0.00388959893800654,0,0.044100090572386,0,0,0,0,0,0,0.417768254860322,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,-0.0364206094103595,0,0,0,4.33680868994202e-19,0,0
X600188.SH,0,0.295386343130599,0,0,0,0,0,0,-1.35525271560688e-20,0,0.415678339591846,0,-0.0755360337304299,0,0,0,0,0,0,0,0,0,-0.0585429629604905,0,0,0,0,0,0,0,0,0.0851065650083749,0,0,0,0,0,0.0362037193815168,0.230848830727308,0,0.0511778499979489,0,0,0,0,-0.0238475453166506,0,0.0108965390578282,0,0,0,0.0686675833942486,-0.120240684277088,0,0,0,1.73472347597681e-18,0,0
X000792.SZ,0,0,0,0,0.135952569319933,0,0,0.126112370759617,0,0,0,0,0,0,0,-0.00283254354628693,0,0,0,0,0,0,0,0,0,0.417388070561836,0,0,0.0447896449238801,0.11694413365816,0,0,-0.0584401426741738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00495866201491497,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0739100610803551,0,0,0,0,0,0,0,0,0.150571235921749,0,0,0,0,0,0,0,0,0,0.0104328415386028,0,0.0603457805330248,0,0,0,0,0.0931765161106718,0,0,0,0,0,0,0,0,0,0,0,0,0.0279628220916819,-0.00868218775617331,0,0,0,-0.00332481063937606,0,0
X601898.SH,0,0.0762846493124636,0,0.152033374947465,0,0,0,0.162094021562341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223136673839151,0,0,0,0.269218050418726,0,0.00958186115722475,0,-0.035108855009673,0,0,0,0,0,0,0,0,-0.0271917363183024,0,0,0.0254970250116755,0,0,0,-0.0491671206431478,0,0,0,0.0201796497557992,0,0
X600111.SH,0,0,0,0,0,0.0763606061713562,0,0,0,0,-0.0471339188428307,0,0,0.0503178355762314,0,0,0,0,0,0,0,0,0,0,0,0.306256805020087,0,0,0,0,0,0,0,0.0673670404152556,0,0,0,0,0,0.105202464034031,0,0,0.220384867084701,0,0,0,0.0270109238453525,0,0,0,0,0,0.161308434641379,0,0,0,0.0229176561512731,0,0
X600011.SH,-0.138572698220374,0,0,0,0,0.0947890168940811,0,0,0,0,0,0,0,0,-0.321715783249796,0,0,0,0.160396402883616,0,0,0,0.191079685806204,0,0,0,0,0,0,0,0,0,0,0,0,0.947587807891535,0,0,0,0,0,0,0,0,-0.0128553659792634,-6.93889390390723e-18,0,-0.0256546830489582,0.0496823789251516,0,0,0,0,0,0,0,0.0186412534245753,0,0
X002271.SZ,0,0,0,0,0,0,0.021631953534998,0,0,0,0,0,0,0,0.00848332605607056,0.186105392770503,0,0,0,0,0,0,0,0,0,0,0,-0.37178444236004,0,0.760565739594604,0,0,0,0,0,0,0,0,0,0,0.081302709165922,-0.158114994625067,0,0.144629198691008,0,0,0.131406555253397,0,0,0,0,-0.00367761491643211,0,0.133638448755041,0,0,-0.0226424233220495,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200606178952858,0,0,0,0,0,0,0.272644876838082,0,0,0,-0.0168809309917627,0,0,0,0,0,0,0,0,0,0,0,0,0.128883168055929,0.29327437139417,0,0.122647956844446,0,0,0.0814317419883839,0.00177528092314732,0,-0.0176309489702874,0,0,0,0,0.0769146107993715,0,0
X600660.SH,-0.146064925806171,0,0,0,0,0,0,0,0,0,0.0793537641470539,-0.0545871338629172,0,0,0,0,0.331191674537582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083049407685263,0,0,0,0,0.19440554095617,-0.0552197867639155,-0.0187923717954312,0,0,0,0.0561778760438607,0,0,0.0146444738477777,0,4.33680868994202e-19,0,0,0,-0.0457200545901291,0,0,0,0,-0.0163432753814313,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00994201136063898,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.00317263987509399,0,0,0,0,0,0,0,0,0,0,0.0674991924108063,0,0,0,0,0.156729665573636,0,0.114662957313547,0,0,0.0143861478167996,0,0,0,-0.0516345885374576,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0,0,0,0,-0.0238620008697516,0,0,0.136791322682839,0,0,0,0,0,0,0,0,0.123864408660005,0,0,0,0.101951128218098,0,0.060930505609712,0.0171525774547729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292733344525552,0,0,-0.015026091904016,0.00997267292173302,0,0,0,0,-0.0418331010887593,0,0
