,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X601600.SH,X600886.SH,X600660.SH,X600188.SH,X601991.SH,X600362.SH,X000708.SZ,X600795.SH,X600352.SH,X600688.SH,X600801.SH,X600111.SH,X601992.SH,X000723.SZ,X600027.SH,X002271.SZ,X000786.SZ,X600516.SH,X002353.SZ,X600489.SH,X600176.SH,X000898.SZ,X002466.SZ,X600299.SH,X002460.SZ,X601158.SH,X000709.SZ,X000883.SZ,X600426.SH,X600583.SH,X600612.SH,X600219.SH,X000792.SZ,X000027.SZ,X600315.SH,X000629.SZ,X000630.SZ,X000553.SZ,X600985.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.00249191266279244,0,0,0.0340288804801319,0,-0.0145183243406126,0,0,0,0,0,0,0.046644612045552,0,-0.0522031243295295,-1.73472347597681e-18,0,0.0503444365360491,0,0,0,0.0806781571630343,0.0403505180499953,0,0,0,0,0.108537638561066,0,0,0,0,0.061098618227191,0,0,0,0,0,-0.0206440715519743,0,0,0,0,0,0,-0.00720698118898626,0,0,0,0,0.016992090516644,0,0
X600028.SH,0,0,0.0263004552449668,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0551818923175637,0,0.0252063367415149,0,0,0,0,0.134891986908543,0,0,0,0,0.07377204516731,-0.0109161852315395,0,0,0,0,0,0,0,0,0.0537497016140436,0,0,0,-0.011025845117867,0,-0.028410239335318,0,0,0,0,0,0,-0.00504368571459578,0.0107839078427404,0,0.14816849099661,0,0,0,0
X601088.SH,0,0,0,0.268638244308207,0,0,-0.00420927197839352,0,0,0.0349721051081915,0,0,0,0,0,0,0.145993602120965,0,0.000518320748484008,0,0,-0.0671997001172417,0,0,0,0,0.2151421683997,0,-0.0242675428474909,0,0,0,0.0144913671423704,0,0,0,0,0,0,0,0,0,-0.0918316848090823,0.136147593016394,0,0,0,0,0,0,0,-0.00484093031324171,0,0,0,0,0.026954154600805,0,0
X600585.SH,0,0,0,0,0,0,-0.0621718656791595,0,0,0,0,0.00869571126345057,0,0,0,0,0,0,0,0,0.568473374529687,-0.0403678154793494,0,-0.0293714031886051,-0.0177289578643322,0.0837202155745623,-0.0874058993274135,0,0,0,0,0,0,0,-0.0847050003511914,0,0,0,-0.0642555830122668,0,0,0,0,0,0,0,0,0,0,0,0,-0.00867300436415252,0,0,0,0,0.0118713454617747,0,0
X600309.SH,0,0,0,0,0,0,-0.10837948156373,0,0,0,0,0,0,0.128500181128277,0,0,0,0,0,0,0,0,0,0.0556687818030175,0,0,0,0.033420796253221,0,0,0,0,0.108239756009268,0,0,0,0,0,0.0831451655667261,0,-0.0176240976209795,0,0,0,0,0,0,0,0,0,0,-0.000597191267915061,0,0,0,0,0.000937324559013833,0,0
X600019.SH,0,0,0.199246678961962,0,0,0,0,0,0.0906216296837924,0,0,0,0,0.0158451572060793,0,0,0,0,0.0334775317382203,0,0,0,0,0,0,0,0.0971005371321522,0,-0.0375305368534392,0.0224607284794159,0,0,-4.33680868994202e-19,0.000282333971278331,0,0,0,0,0,0.179265325698134,0,0,0,0,0,0,0,0,0.0325403352012682,0,0,0,0.00334056511176892,0,0,0,-0.0183691930108382,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,-0.171669808838219,-0.0680257206705004,0,0,-0.345385949337366,0.0956676862411133,0,0,0,0,0,0,0.023669569600546,0,0,0,0.0125882255017369,0.182404659895658,1.0335210260484,0,0,-0.0234131442287951,0,0,0,0,0,0,0,0.029149443982611,0,0.0978700290032131,0,0,0,0,0,0,0,0,0,-0.0117587429624898,0,0,0,0.058514151248613,0,0
X600011.SH,0,0,0.0645128187673446,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0918122913701199,0,0,0,0.220063032081767,0,0,0,0.146901983024009,0.0220728005236557,0,0,0.119468590924191,0,0,0,0.0302371511647149,0,0,0,0,0,-0.0766672970970562,0,-0.125899783566239,0,0,0,0.0070800082533136,0,0,0,-0.0959264475792932,0,0,0,0,0,0,0,-0.00829923534216641,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102505577764017,0,0,0,0,0,0,0,0,0,0.0738172073173467,0.0541644895010913,0,0,0,0,0,0,0,0.00393623203490563,0.096377167997263,0,0,0,0,0.214727125717477,0,0,0.00807983684921562,-1.73472347597681e-18,0,0,0,-0.0225092730463658,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,-0.00353529061609697,0,0.219068288126486,0,0,0,0,0.0200858187866698,0,-0.144145942923958,0,0,0,0,0,0,0.0113636563103193,0,0,0,0,0,0.230792906761167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080519855906539,0.158469263349422,0,-0.0137733204972451,0,0,0,0,0.0370057183831482,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0698526004984247,0,0,0,0,0,0,0,0,0.0779255805123998,0,0.13011940686002,0.0808330133246268,0,0,0.00950230490838722,0,0,0,0,0.00229664046996261,0,0.0491372978834367,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140034726797845,0,0,0,0.0389052169673729,0,0,0,-0.0226548225796773,0,0
X600886.SH,0,0,0,0,0,0,-0.111047455328591,0,0,0,0,0,0,0,0,0,0.141817139347998,0,-0.0645355079606064,0,0,0.173944765484571,0,0.0403867174662941,0,0.0463664036036048,0.000876250635173911,-0.21944305167996,0,0,0,0,0.0767873199504206,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.205371849367508,0,0,0,0.161277017216616,0,0,0,-0.0196264760728038,0,0,0,0.07186554294074,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0.0671821182792131,0,0,0,0,0,0,0,-0.0608994252069601,0,0,0,0,0.0335663783083591,0,0.161347042149071,0.077757645689944,0,0,0,0,0,0,0,0.0650165975348759,0,0,0.0512992738206993,0,0,-0.0588113867203871,0,0,0.0747541316573257,0,0,0,0,0.0779241391315859,0,0,0,0,0,0,0,-0.00667362662876805,0,0
X600188.SH,0,0,0,0,0,0,-0.163678879376859,0,0,0.192524235583553,0,0,0,0,0,0,0.0418469096391945,0,0,0,0,0,0.086121032886984,0.0279203330281759,0,0,0,0,0,0,0,0,0,0.188832248526242,0.0546184106184317,0,0,0,0,0,0,0,0.00284989549610689,0.0411147502903672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0750060107515001,0,0,0,0,0,0,0,0.00928325374625209,0.0617813429269,0,0,0.0193012216676807,0.0739866683773752,0.130340454668222,0,0,0,0,0,0,0,0,0.0537117813966415,0,0,0.172815199398897,0,0,0,0.112721878452816,0,0.00691884192486479,0,0,0,0,-0.0120774106553021,0,0
