,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X601898.SH,X600886.SH,X600795.SH,X600585.SH,X601600.SH,X600688.SH,X601991.SH,X000709.SZ,X600157.SH,X600027.SH,X600362.SH,X002075.SZ,X600188.SH,X600111.SH,X600583.SH,X601992.SH,X601158.SH,X000539.SZ,X600309.SH,X600021.SH,X000027.SZ,X002353.SZ,X000898.SZ,X600352.SH,X000883.SZ,X002470.SZ,X000878.SZ,X601918.SH,X600660.SH,X000629.SZ,X600808.SH,X000792.SZ,X600863.SH,X600307.SH,X600578.SH,X000060.SZ,X600098.SH,X000825.SZ,X600489.SH,X600008.SH,X600022.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.763140803704948,0.0706576646353308,0,0,0,0,0,0,0,-0.0903092829407733,-0.0213904770124378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035823904488273,0,0,0,0,0,0,0,0.0395852007805948,0,0,0,0,0,0,0,0,0,0,0,-0.185844161722202,0,0
X600028.SH,0.460096074439635,0,0,0,0,0.160448086654685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0871536470761899,0,0.0751859380685412,0,0,0,0,0,0,0,0,0,0,0.0510361198663321,0,0,0,0,0.0283690283929533,0,0,0,0,0,0,0,0,0,0,0.0169280504928121,0.0247702480096887,0,0,0,0,0
X601088.SH,0.0823903732165533,0.162236923591054,0,0,0.154715451602263,6.93889390390723e-18,0.113329717032572,0,0,0.000598959349886626,0,0,0.116658208882348,0,0,0,0,0,0,0,0,0,0,0,0.00680400356196723,0,0,0,0,0,0,0,0,0,0,0,0,0.0908827962884763,0,0,0,0,0,0,0,0,0,0,-0.0135860141741129,0.0113489793504422,0,-0.0632830451122053,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.218312888111455,0,0,0,0,0,0,0,0,0.106828357245607,0.0177901726822595,0,0,0,0,0,0,0,0,0,0,0,0.044628323346785,0,0,0,0,0,0,0,0.0103846417139298,0,8.67361737988404e-19,0,0.354807937750757,0,0,0,0,0,0,0,-0.00351064768629986,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0731086603787917,0,0.159892716704707,0,0,0,0.00729158510042936,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216883822469882,0,0,0,0,0,0,0,0,0,0.0587565993631202,0,-1.0842021724855e-19,-0.00922207837579369,0,0,0,0,0,0
X600019.SH,0,0.0598750649348607,0.160806324999652,0.177882912166464,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205904586042061,0,0,0,0,0,0,0,0,0,0.16428662187558,0,0,0,0,0,0,0,0,0,0.000328973247860739,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.24461556053986,0.0420880292540308,0,0,0,0,0,0,0.312019277241978,0,0.0764101625706817,0,0,0,0,0,0,0,0,0,0,0,0,0.123792903132322,0,0,0,0,0,0,0.0483520713044774,0.160232267774196,0,0,0,0,0,0,0,0.00739057705606375,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.195312541115824,0,0,0,0,0,0,0,0.160974157780038,0,0,0,0,0,0,0,0.0544076333571023,0,0.0156215219074745,0,0.102332141711029,0,0,0,0,-0.092434752196484,0.0779980744071511,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0560249063829554,0,0,0,0,0,0,0.0063633796135638,-0.0404197919736365,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.00972774459493336,0,0,0,0.0720868073378049,0.0390872378187035,0,0,0,0.0831720855556505,0,0,0,0,0.0331177423049375,0,0,0,0,0.193390477208029,0,0,0,0,0,0,0,0,0,0.134059487709118,0,0,0.151387863193113,0,0.139373581087746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0.06280403195296,0.0535762986520271,0,0.0984068123235932,0,0,0,0,0,0,0.103961786230656,0,0,0,0,0,0,0,0,0.0891686859613886,0,0,0,0,0.0426497115730974,0,0.0279445246782749,0,0.0378768343150864,0,0,0,0,0,0.164373921393114,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00645274508961039,0,0,0,0,0,0,0
