,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600886.SH,X600585.SH,X600019.SH,X601898.SH,X600795.SH,X601991.SH,X601600.SH,X600027.SH,X600688.SH,X600157.SH,X002075.SZ,X600362.SH,X600111.SH,X600188.SH,X600583.SH,X000709.SZ,X000539.SZ,X601158.SH,X600309.SH,X601992.SH,X000027.SZ,X000898.SZ,X000883.SZ,X600021.SH,X600352.SH,X600660.SH,X600022.SH,X000792.SZ,X601918.SH,X600307.SH,X000629.SZ,X600863.SH,X002470.SZ,X600098.SH,X600808.SH,X600578.SH,X600489.SH,X600623.SH,X000825.SZ,X000060.SZ,X000878.SZ,X600547.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.771009121798137,0.0766643279783797,0,0,0,0,0,0,0,0,-0.0473574115853557,0,-0.00298622404374284,0,0,0,0,0,0,0,0,0,0,-0.070009844090268,0,0,0,0,0,0,0,0,0.0417023025335228,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.0110884804578899,0,0.0461811039521332,0,0,0,0
X600028.SH,0.368400001013916,0,0.0476753814977154,0,0,0,0.150937383894949,0.0985606946840496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.0733485341858641,0,0,0.114587688678037,0,0,0,0,0,0,0,0,0,0,0,0.0028368038112262,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.277941874863497,0,0,0.0629224517513109,0,0,0.146529725828607,0,1.0842021724855e-19,0,0,0,0,0,0,0.00613565201424198,0,0,0,0.0967408430728167,0,0,0,0,0,0,0,-0.0524572171166021,0.0553471581825177,4.33680868994202e-19,0,0,0,0.116528015085739,0,0,0,0,0,0,0,0,0,0,-0.00698359198401012,0,0,0,0,0,0,0
X600011.SH,0,0,0.0177702277264925,0,0.0955139080250919,0,0,0,0,0,0.326450686952375,0,0.351660828204705,0,0,0,0,0,0.110697277441822,0,0,0,0,0,0.0152681820983984,0,0,0,0,0,0,0,0,0,0,0,0,0.0600714242097389,0,0,0,0,0,0,0,0,0,0,0.0108826023610196,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0859987635869207,0,0.120566890772985,0,0,0,0.0879123048319216,0,0,0,0,0,0,0,0,0.0669004573101784,0,0,0,0,-1.73472347597681e-18,0,0,0.133538258472381,0,0,0,0,0,0,0.0496182963118686,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,-0.00790269386604728,0,0,0,0,0,0,-0.209006650135632,0,0,-0.000390493509408377,0,0.00458354998494511,-4.33680868994202e-19,0,0,0,0.0155452376284822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0209400761577399,0.0179579720678259,0,0,0,0,0,0
X600585.SH,0,0,0.0120197468044417,0.0556647227784712,0.0213582341130169,0,0,0.088649633152011,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.00221890928781377,0,0,0,0,0.135376031485592,0,0,0,0,0.0484217812724787,0,0.311235724650275,0,0,0,0,0,0.0445480000072594,0.0456184538279081,0,0,0,0,0,0,0,0,0,0,-0.0145931903947898,0,0,0,0,0,0,0
X600019.SH,0,0,0.297754115474501,0.0745668267533365,0,0,0,0,0,0,0,0,0,0.0939539499538453,0,0,0,0,0,0,0,0,0,0,0,0.00876700005568229,0.138666457069584,0,0,0,0,0,0,0.0477388242048432,0,0,0.155400203816976,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100649439136096,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.0673904378210207,0,0,0,0,0,0,0,0.0794354606512872,0,0,0,0.0359789912086908,0,0,0,0,0,0,0,0,0,0.172008951012681,0,0,0,0,0,0,0.0805908551625101,0,0,0,0,0,0,0,0.0071700844772172,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.153677670623858,0,0.0305595101317595,0.0275753000469967,0,0,0,0,0,0,0,0,0,0,0.0348663733298745,0,0,0.0310474381176031,0,0.0455518665451936,0,0,0,0,0,0,0.256550400823271,0,0,0.0485124227185957,0.152450113058079,0,0,0.0683536705242098,0,0,0.0274123078065688,0,-0.0131004018868927,0,0,0,0,0,0,0
