,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X000723.SZ,X600352.SH,X601600.SH,X601898.SH,X600660.SH,X600547.SH,X601991.SH,X600688.SH,X600188.SH,X600362.SH,X600886.SH,X600795.SH,X600516.SH,X601992.SH,X600027.SH,X600801.SH,X000898.SZ,X600111.SH,X002466.SZ,X600176.SH,X600299.SH,X002460.SZ,X000709.SZ,X000786.SZ,X000990.SZ,X600219.SH,X000629.SZ,X002110.SZ,X600808.SH,X002271.SZ,X000553.SZ,X601158.SH,X300072.SZ,X000825.SZ,X600489.SH,X600157.SH,X000883.SZ,X000630.SZ,X600985.SH,X600339.SH,X600583.SH,X600426.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0197192240595789,0,0,0,0,0,0,0,0,0,0,0,0.164189627217693,0,0,0.00776415686507687,0,0,0,0,0.0228425359251231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00299019136825057,0,0,0,0,0,0.120878876535937,0,0,0,0,-0.000109427832399723,-0.0189108666222781,0,0,0,0,0,0
X600028.SH,0,0,0.102798161499243,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.11115369153334,0,0,0,0,0,0.0364764354397654,0,0,0,0,0,0,0,0,0.0110709991075891,0,0,0,0,0,0,0,0,0,0,0.0209522335830829,0,0,0,0.0313701353167365,0,0.100948988833134,0,0.00641101403655954,-0.0351515958482959,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,-0.10452635337665,6.93889390390723e-18,0,0,0,0,0,0.0869461643455356,0,0,0,0,0,0,0.149909679003995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00289934017923386,0,0,0.0687522833678968,0,0,0,0,0,0.175743712802836,0,0,-0.0483653237850012,0,0,0,-0.00430762838659822,0,0
X600585.SH,0,0,0,0,0,0.0887919851954601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485384619548845,0,0,0,0,0,0,0,0,-0.00974516470901656,0,0,0.055792145206844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0154634624390275,0.000553539009005585,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.101711575662011,0,0,0.00552167922681944,0,0.167155045745035,0,0,0,0,0,0,0.0689994047166946,0,0,0,0,0,0.0985074567023033,0,0.088661284494519,0,0,0,0,0,0,0,0,0,0.0104976852789344,0,0,0,0,0,0,0,0.0380027002539913,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0734089506691188,0.023591567603074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0660889379086685,0.034616058268357,-0.109060641194271,0,0.153056417726136,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.0147122995207649,0,0.39026926119635,0,-8.67361737988404e-19,0.0252169827153413,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0829607948887325,0,0,0,0,0,0,0,0,0,0,0.447500747373285,-0.0454138229231843,0,0.421713500468845,-0.00637527580318516,0,0,0,0,0.0577118553143388,-0.0322532366158908,0,0.00887503286287087,0,0,0,0,0,0,0,0,-0.0369084944094522,0,0,0,0,0,0.0298668831211247,0,0,0,0,0.00687773866230663,0.0106512990925458,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192863421801235,0,0,0.0253330218835632,0,0,0,0,0.15421653333726,0,0,0.0148939453628151,0,0,0,-0.00919820806090461,0.350644008947348,0,0,0,0,0,0,0.0243562426224211,0,0,0.0796013940980254,0,0,0,0,0,0,0,-0.0144937483054443,-0.00176292711679799,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0,0,0,0.422597236103544,0,0,0,0,0,0,0,0,-0.0441406139532224,0,-0.101882197200862,0,-0.0912875508268996,0,0,0,0,0,0,0.685110209914321,0,0,0,0,0,0,0,0.280262669244156,0,0,0,0,0,0,0,0,0.0492803105685339,0,0,0,0,0.11125189389066,0,0,0.24209692149515,0,0,0,0
X600352.SH,0,0,0,0.206909086261997,0,6.93889390390723e-18,0,0,0.146164036427479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292868138339802,0,0,0,0,0,-0.0320661977267567,0,0.114646176490316,0,0,0,0,0,0,0.37401048702725,0,0.136441993390487,0,0,0,0,0,0,0,0,0,0,0,0.0266614499624716,0,0,0,-0.15471881940192,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0124007255999953,0,0,0,0,0,0,0,0,0.181489913527052,0,0,0,0,0,0,0,0.153589980691596,0.0457528968310938,0,0,0,0,0,0,0.228423401593504,0.0205061359021177,0,0,0,0.063163855974415,0,0.0429254138353423,0,0,0,0,0,0,0,0,0.110824917901359,0,-0.00991972683604501,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.104740289008428,0,0,0,0,0,0,0,0,0,0.267229071450176,0,0,0,0,0,0,0,0.0498051810823527,0,0,0,0,0,0.038472250446579,0,0,0,0,0,0,0,0,0.0528777206872301,0,0,0.00429657821474135,0,0,0.0586516227656577,0,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.0119263136049991,0,0
X600660.SH,0,0,0,0,0,0.0204382968350406,0,0,0.0458328963394703,0,0,0,0,0,0,0,0,0.0751214931733813,0,0,-0.0562524145727303,0,0,0,0,0,0.100991545078857,0,0,0,0,0.213992565458673,0.0282003496078304,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0501536216970762,0,0,0,0,-0.00371601024490406,0.0170482954525599,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0741981335608148,0,0,0.142758464980018,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.734061104570762,0,0,0,-0.0221649098972506,-0.0224327655519484,-0.00219885548646317,0,-0.00146633859426129,-0.0168820043580345,0.0236561089866754,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.0482625745370599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106620429243848,0,0,0,0,0,0,0,0.0779459607687088,0,0,0,0,0.104987826262944,0,0.133436052131861,0.00391831992547277,0,0.0533447752461292,0.00438747172374762,0.0400388937368084,0,0,0,0.00469606236925661,0,-0.000356955752268508,-0.016492473569149,0,0,0,-0.00500192448787986,0,0
X600688.SH,0,0,0.0619185423552697,0,0,0,0.0375195402962966,0.0654579649805614,0,0,0,0,0,0,0,0,0,0.038172515766726,0,0,0,0.0185493918106362,0.119064133500216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050586844336093,0,0,0.00994859247496872,0,0,0.0314277246935986,0,0,0.03241363689052,0,0,0.109084689056244,0,0.0107985991624454,-0.0251023241613824,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.178921608743494,0.0154227445191205,0,0.0184299111183567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0632182836886189,0.115068258645945,0,0,0,0,0.0483118020121912,0,0,0,0,0,0,0,0,0,0,0,0.0121030523229086,0,0,0,0,0,0.0272953116290069,0,-0.00317059964405403,0,0,0,0,0,0,0
X600362.SH,0,0,0.0422473267190376,0,0,0,0,0.251606100376547,0.0335482868106161,-0.00809220263719146,0.0546687890042135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0854777518720414,0.0489145401220132,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153939265199182,0,0,0.0117656954027225,0,0,0,0.106182714245452,0,0,0,-0.0165791244999328,-8.67361737988404e-19,0,0,0,0,0,0
X600886.SH,0,0,0.0532381110589749,0,0,0,0,0,0.0300675303465825,0,0,0,0,0,0,0,0,0,0,0.0189315676871208,0,0,0,0,0,0.0318080046193457,0,0,-0.0286351351674102,0.0947325292287449,0,0,0.0540183829301501,0,0,0,0,0,0,0,0,0,0,0.0666985100360019,0,0.037732777864981,0.0394698535243806,0,0,0,0,-0.0319793287932324,0.0111796670450395,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.459927458730694,0.0847419099790143,0.0534041069652905,0,0,0,0,0,0,0,0,0,0,0,0,0.0348251728709952,0,0,0,0,0,0,0,0.00395956910661444,0,0,0.0808973845488821,0,0,0,0,0,0,0,0.00666017282253898,0,0,0.106350644561732,0,0,0,0,0,8.67361737988404e-19,0,0.00768888356750695,0,0,0,0,0,0,0
