,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X002271.SZ,X000708.SZ,X600011.SH,X600660.SH,X002460.SZ,X600886.SH,X600801.SH,X000786.SZ,X601898.SH,X600362.SH,X600489.SH,X600010.SH,X600176.SH,X601600.SH,X600352.SH,X601991.SH,X600188.SH,X600111.SH,X600426.SH,X600795.SH,X600299.SH,X600027.SH,X600688.SH,X601992.SH,X002080.SZ,X000932.SZ,X002466.SZ,X002353.SZ,X000301.SZ,X600219.SH,X600315.SH,X600529.SH,X600486.SH,X000723.SZ,X600612.SH,X002250.SZ,X002075.SZ,X002409.SZ,X000027.SZ,X601158.SH,X000898.SZ,X000883.SZ,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0384438983571613,0,0,0,0,0,0,0,0.0757915800777236,0.142944489401877,0,0,0.00265159096978088,0,0,0,0,0,0,0,0,0,0,0.0466614642973301,0,0.0350726413474486,0,-0.0488878995254719,0,0.0239212581223308,0,0,0,0,0,0,0,0,0.0265539789497038,0,-0.00696372552096945,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0425275311717784,0,0,0,0,0,0,0,0,0,0.00299450702483418,0,0,0,0,0,0,0,0,0,0,0,0.00441547035503423,0,0,0.119378665422744,0,0.0243579206178157,0,-0.00462019100430794,0,0.00581686522886275,0,-0.00126215996935122,0,0,0,0,0.0734725346364891,0,0.042816305151614,-0.0162511702734913,0,0.00848059048621627,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0499715585549591,0,0,0,0,0.101617462515752,0,0,0,0,0,0,0,0,0.0342945935257206,0.0211226918226206,0,0,0.029060356673026,0,0,0,0,0,0,0,0,0,-0.016532092268124,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.209192431200712,0,0,0,-0.0128743205282326,0.0114151397190387,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0593188039357866,0,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0,0,0.116729261907633,0.246594293478773,0,0,-6.93889390390723e-18,0.0164557690048728,0,0,0,0,0,0,0,0,0.0420037636150993,0,0,0.0237729595054149,0,8.67361737988404e-19,0,0,0.0392532743335202,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,-0.00105041020581253,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.072290572539792,0,0.0116594123009386,0.0262705098686558,0,0,0,0,0,0.166155892347698,0.0456649564964898,0,0,0,0,0,0,0,0.244353351559288,0,0,0,0,0,0,0,-0.0316248956647264,0.038608322297575,0,0,-6.93889390390723e-18,-0.018930750279841,0,0,0,0,0,0.0494550795304777,0,0,0,0,0,0,0,-0.0262426141764631,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.085821323427074,0,0,0,0,0,0,0,0,0,0.609623191851484,0,0.0554605191525719,0,0.0447805159674229,0,0,0.0241678533187476,0,0,0.0311786786683273,0,0,0,0,0,0,-0.076227874278922,0,0,0,0,0,0,0.0941263139808875,0,0,0,0,0,0,0,0.0514759046133221,0,0.00178710974619407,-0.00660603621503019,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0976622660158911,0,0.0198714453915251,0,0,0,0,0,0,0,0.0344819812481073,0.0794954784178265,0,0,0.0314688544936514,0,0,0,0,0,0,0.00499643753509716,0,0.100555806827107,-0.0749649399395007,0,0.017061963250191,0,0,-0.00470986489643462,0,0.0955354952775107,0,0,0,0.0888019399409288,0,0,0.0749770520224713,0,0,0,-0.0176619958131885,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.0393273835707845,0,0,0,-0.00411005319222227,0,0.0951011001804128,0,0,0,0.189082860681372,0,0,0,0,0,0,0,0.268098313773751,0,0.0237299993930419,6.93889390390723e-18,0,0.0488637948129075,0,0,0,0,0,0,0,0,0,0.113110429277402,0,0.0828244783323239,0,0,0.252046846860779,0,0,0,0,0,0,0,0,0,-0.0135804889775969,0,0,0,0,0,0
X000708.SZ,0,0,0,0,-0.0896381937617344,0,0,0,0,0,0,0,0,0,0,0,0,0.145081437742047,0,0,0,0.157349992089689,0,0.312744300618309,0.0754656375846563,-0.0700423352745828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201984767523963,0,0,0,0,0,0,0,0,0,0,0.00384726499411772,0,0,0,0,0.0283748352124919,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.12424402576616,0,0,0,0,0,0.0934509313925933,0,0,0,0,0,0,0,0,0,0,0,0,0,0.716303361238731,0,0,0,0,0.0599738659823474,0,-0.165313728046276,0,0,0,0,0,0,0,0.206264032266905,-0.0153567768258009,0,0,0,0,-0.0540818347359085,0,0.0503988605121593,-0.000378047074614167,0,0,0,0.205293462035157,0,0
