,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X600585.SH,X002460.SZ,X600019.SH,X600660.SH,X000708.SZ,X002271.SZ,X002466.SZ,X600547.SH,X000786.SZ,X600176.SH,X000301.SZ,X600362.SH,X600111.SH,X600426.SH,X600011.SH,X600886.SH,X601600.SH,X601898.SH,X600010.SH,X600486.SH,X600352.SH,X600188.SH,X002080.SZ,X601991.SH,X002353.SZ,X600801.SH,X600803.SH,X600489.SH,X600795.SH,X600219.SH,X300037.SZ,X600688.SH,X600299.SH,X600516.SH,X600027.SH,X601168.SH,X002409.SZ,X600157.SH,X601992.SH,X600399.SH,X000932.SZ,X002497.SZ,X000723.SZ,X000898.SZ,X000027.SZ,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,-0.00769876530424948,0,-0.00556758206566601,0,0,0,0,0.0283213352089753,0.0545428012105756,0,0,0,0,0.0180124410747918,0,0,0,0,0.037547409102044,0.00302347385903263,0,0,0,0,0,0,0,0,0,0,0,0,0.0632336923023082,0,0,0,0,0,0,0,0,0,0,0,-0.00225548007113259,0,0,0,0,-0.000610586383346141,0,0
X600028.SH,0,0,0,0.0133018052312404,0,0,0,-0.0425025485467271,0,0,-0.0249824052589265,0,0,-0.000858873967976662,0,0,0,0.0643047783084527,0,0.160405720988385,0,0.0550062653503832,0,0,0,0,0,0,-0.0426040547429106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0082870634879718,0,0,0,0.15090366054988,0,0,0,-0.00219293790806107,-0.00337473229853251,0,0,0,-0.00398186913096744,0,0
X600309.SH,0,0,0,0,0,0.0295981799869057,0,0,0,0,0,0,0,0,0.112900636348576,0,0,-3.46944695195361e-18,0,0,0,0,0,0.154135727578119,0,0,0.173338204108773,-0.128550138451354,0,0,0,0,0,-0.0553116509583028,0,0,0,0.0689327444451181,0,0,0.00117417565641389,0,0,0.0233540976655225,0,0,0,0,0,0,0,0,0.00857844004768416,0,0,0,0.0243043209801785,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0583285587169168,0,0,0,0,0,0.108034251354473,0,0,0,0.424331546060951,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320802809528843,-0.027146278325762,0,0,-0.0590174151010058,0,0,0.000639346541666768,0,0,0,0,0.0245263038465489,0,0,0,0,-0.0236260019474112,0,0
X600585.SH,0,0,0,0,0,0.0154743437825454,0,0,0,0,0,0,-0.0651079054173509,-0.0401690662342893,0,0.00181323613128857,0,0,0,0,0,0.0324165783637716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00928875645647501,0,0,0.0940183008939405,-0.0687983083159257,0,0,0,0,0,0,0,0,0,0,0.0056853924738571,0.00845512554538601,0,0,0,-0.00586906707643131,0,0
X002460.SZ,0,0,0,0,0,0,0,0.301244280426808,0,0,0.394083060911507,0,0.136220083821832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318326701330006,0,0,0,0,0.0563824915771439,0,0,0,0,0,0.266733477660248,0,0,0,0,0,-0.0481071967506274,0,0,0,0,0.0172747926188584,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.355014367359712,0,-0.0697365407304512,0,0,0,0,0,0.256816643857742,0,0,0,0,0,0,0,0,0,0.00162484138319889,0,0,0,0,0,0,0.0848684012431363,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.004999880111228,0.0218565798529798,0,0.0907048011156968,0,0,0,0,0,-0.0355774044461766,0,0,0,0.00519307290162286,0,0
X600660.SH,0,0,0,0,0,0.096492609135731,-0.0334079496805735,0,0,0,0,0,0,0,0.0140907654784099,0.00663241371989661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.158420254748738,0,0,0.166187898595752,0,0.103924570035834,-0.173924873379807,0,0,-0.0600881680347582,0,0,-0.0279169925790518,0,0,0,0.00268761710872778,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0151997708526201,0.0615830905344457,0,0,0.123471176526575,0,0,0,0,0,0,0,-0.118709335007748,0,0,0,0,0,0,0.161863027983666,0,0,0,0,0,0.132189670331903,0,0.0133084455645294,0,0.057776294978549,0,0,0,0.207288188355957,0,0,0,-0.0327602385298555,0.0534341979459724,0,0,0,0.00496838189192479,0,0
X002271.SZ,0,0,0.0417658746818391,0,0,0,0,0.237325945411626,-0.0666735346322745,0,0.0536913318488715,0,0,0.132624604211731,0,0,0,0,0,0,0,0,0,0,0,0,0.0490243409149743,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0269587691022186,0,0,0.118362980969437,0,0,0,0,0,0,0,-0.0213342576528611,0,0,0,0,0.0166580780811669,0,0
X002466.SZ,0,0,0,0,0,0,-0.24213456358869,0.162133272766069,-0.198393740208567,0,0,0,0,0,0,0,0,0.263231905599887,0,0,0,0,0,0,0,0,0,0,0,-0.0560681130681461,-0.342697286294127,0,0,0.304874250089199,0.388174695875163,0,0,0,0,0,0,0,0,0,0,0.051137498611221,0.66344270015796,-0.541700785124231,0,0,0,0,0,0,0,0,0.0906892133177577,0,0
X600547.SH,0,0,0,0,-8.67361737988404e-19,0.00251043948548224,0,0,-0.00425006433302712,0,0.0298962219847199,0,0,0,0,0,0,0,0,0,0,0.101229787227336,0,0,0,0,0,0,-0.0136178052819145,0,0,0.377066220803847,0,0,0,0,0,0,0,0,0,0,0,0.116410271370232,0,0,0,0,0,0.0298469438364477,0,-0.00230773570819014,0,0,0,0,0.0093781005332501,0,0
X000786.SZ,0,0,0,-0.0200039240685782,0,0,0,0,0.173333809974727,0,-0.0164582123760947,0,0,0,0.0506417516414798,0,0,0,-0.168781659406905,0,0,0,0,0,0,0,0.19663095213383,0,0,0,0.107948447067034,0,0,0,0,0,0,-0.0875615579421729,0,0,0,0,0,0.00151914844529247,0,0,0,0.0482005981549593,0,0,0,0.0118594189892009,0,0,0,0,-0.00837886969643167,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0.110972232738503,0,0,0,0,-0.144382255409073,0.0561078650302079,0,0,0,0,0,0,0,0,0,0,0.315044307169747,0,0,0,0,0,0,-0.0800507923319502,0,0,0,0,0,0.0477687967985588,0,0,0,-0.159100243497655,0.329924850972536,0.232508790177895,0,0,0,0,0,-0.00477757867274651,0,0,0,0,-0.0093607494494616,0,0
X000301.SZ,0,0,0,0,0,0,0.142653431487667,0,-0.0160264878036937,-0.117910517646671,0,0,0.40765159720844,0,0,0,0.627506722373687,0.484125222008736,0,0,0,0,0,0,0,0,0,0,0,0,0.126424858496898,0,0,0,0,0,0,0,0,0.0978302238969317,-0.224208728513155,0,0,0,0,0,0,-0.887862709520001,-0.48733468305644,0,-0.0114863323771536,-0.0237030584398641,-0.0254727865001833,0,0,0,0.00160396561338399,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.0208811317267032,0,0,0,0,0,0,0,0.00534378687635141,0.348053412133171,0,0,0,0.543399622048807,0,0.0229115544715058,0,0,0,0.111157143279315,0,0,0,0,0,0.204776901970149,0,0,0,0,0,0.0183778213903996,0,0,0,0.00432354675354146,0,0,0,0,0,0,0,0,0,0,0,0,-0.0264811682327664,0,0
X600111.SH,0,0,0,0,0,0.00697302479588008,0.0340345793625619,0,0,0,0,0,0,0,0.306918743763779,0.0431889104746454,0,0,0,0,0,0,0,0.184053281487422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354858911321458,0,-0.00356711239539785,-0.0755368501489213,0,0,0,-0.00251260760117782,0,0
X600426.SH,0,0,0.219293298533726,0,0,0,0,0,0,0,0.0161018048805806,0,0,0,0.100937195040968,0,0,0,0,0,0,0.100109033788008,0,0.0698598792501899,0,0,0.209257995053895,0,0,0,0,0,0,0,0,0,0,0,0,0.0217065744962822,0,0,0,0.173404008130902,0,0,0,0,0,0,0,0,0.0300146080824494,0,0,0,-0.0284251969032381,0,0
X600011.SH,0,0,0,0,0,0,0,-0.019957468645954,0,0,0,0,0,0,0,0.0399053568664586,0.0612433447867492,0,0,0,0.0199303291175122,0,0,0,0,0,0,0,0,0,0,0,0.0713045722287076,0,-0.0597799527887762,0,0,0.0325483631421361,0,0,0.0808386328421144,0.0697968674735271,0,-0.0257613255720284,0,0,0,0,0.0696579207642451,0,0,0,-0.00026464922989258,0,0,0,0.0157933894754275,0,0
X600886.SH,0,0.0159336965417065,0,0,0,0,0,0,0,0,0,0,0,0,-0.00740031888074065,0,-0.0205292768778604,0,0.211654774110849,0,0,0,0,0,0,0,0,0,0,0,0.0369847769730112,0.140114474265351,0,0,0,0,-0.0438662549558006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577547342883581,-0.0614065739163317,0,0,0,-0.00915350194165114,0,0
X601600.SH,0,0,0,0,0,0,0.248645743100219,0,0,0,0,0,0,0,0,0.117632384311033,0,0,0,0,0,0.191156833566984,0,0,0,0,0,0,0,0,0,0,0,0.173512173977269,0,0,0,0,0,0,0,0,0,0,0,0.0975539180902331,0,0,0,0.0185860230452402,0,0,-0.0292099632622524,0,0,0,-0.018926624694916,0,0
X601898.SH,0,0,0,0.168833927205083,0,0,0,-0.01959678844273,0,0,0,0,0,0,0,0.157410264644617,0,0,0,0,0,0,0,0,0,0,0.0903174387264249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166572177437995,0,0,0,0,0,-0.00663649378399307,0,0,0,-0.0249709186281452,0,0
X600010.SH,0,0,0,0,0,-0.0762134223041718,0,0,0,-0.0173095389549865,0,0,0,0.110577314516661,0,0,0,0,0,0,0,0,0,0,0,0.0763200558047334,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175500177712985,0,0.18426279627367,0,0,0,-0.0598238455707997,0,0,0,0.158085810516308,0,-0.00831069171734917,0.0164563316017832,0,0,0,0,0,0
