,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600019.SH,X600585.SH,X002460.SZ,X601898.SH,X002466.SZ,X600547.SH,X000792.SZ,X601600.SH,X600111.SH,X600660.SH,X600886.SH,X000301.SZ,X600010.SH,X000708.SZ,X002271.SZ,X000877.SZ,X600362.SH,X600795.SH,X600426.SH,X600027.SH,X600803.SH,X601699.SH,X600176.SH,X600489.SH,X601991.SH,X000983.SZ,X000807.SZ,X000786.SZ,X600995.SH,X600160.SH,X600219.SH,X600688.SH,X000933.SZ,X000932.SZ,X300037.SZ,X000408.SZ,X000629.SZ,X600378.SH,X002080.SZ,X600612.SH,X600096.SH,X000630.SZ,X000723.SZ,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.27201150985324,0,0,0.00887341504869602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113604905191115,0,0,0,0,-0.0524998487841996,0.0118409401142595,0.0588870088762562,0.0325871311922544,0,0,1.0842021724855e-19,0.0561840822626604,0,0,0,0,0.0456341858981517,0.0339027549207783,0,0,0,0,0,0,0,0,0,0,0,0,0.0350810957957622,-0.0426851137852226,0,0,0,0,0,0
X600028.SH,0.44215074752103,0,0.0826312580576616,0,-0.151524359225303,0,0,0,0,0.138353562662583,0,0,0,0.0168150628506929,0,0,0,0,0,0,0,0,0,0,0.0946883910000143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0466867879849417,0,0,0,0,0,0
X601088.SH,0,0.128225538491422,0,0,-0.192097098117283,0,0,0,0,0.238544468705269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00385430839318521,0,0,0,0,0,0,0,0,0.0052317454452711,0,-0.0189806589627743,0,0,0.216076728500704,0.183287377907849,0,0,0,0,0,0,0,0,0,0,0,0,-0.0163461616011568,0,0,0,0,0,0
X600309.SH,0.0600889476296265,0,0,0,0,-0.0208274767202108,0,0,0,0,0,-0.0788881477584711,0,0,0,0,0,0,0,0,0,-0.117404472113091,0,0,0.289856612343075,0,0,0,0,0,0,0,0.116222741884603,-0.0434111499169511,0,0,0,0,0,0,0,-0.0442796650089466,0,0,0,0.0265916788010197,0,0,0,0,0,0.0231096825470963,0.0043387912341896,0,0,0,0,0,0
X600188.SH,0.154927971692421,0,0,0,0,0,0,0,0,0,0,0,-0.117558218648344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0930082446614361,0,0,0,0.143352259425771,0,0,0,0,0,0,0.284941283184388,0,0,0,0,0,0,0,0,0,0,0,0,-0.0354997307427428,-0.00702270055486128,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307527633403023,0,0,0,0,0,0,-0.0956909704213443,-0.0893794943386282,0,0,0,0.479996601076217,0.00609597809496939,0,0,0,0,-0.169520569803923,0,0.0652782392006367,0,0,0,0,0,0,0.041076782143554,0,0,0.0857149108781237,0.077169804638063,-0.206407106916982,0,0,0,0,0,0.00641087088501991,-1.73472347597681e-18,0,0,0,0,0,0
X600019.SH,0,0.440339138202926,0,0,0.0686141151741844,-0.0193222731095818,0,0,0,0,0,0.143725419538489,0,0,0,0,0,0,0,0,0.0779442238429445,0.0817662501124391,0,0.0395693522699432,0,0,0,0,0,0,0,0,0,0,0,0.0930659911956224,0,0,0.116810657723682,0,0,0,0,0,-0.0621592418189036,-0.0440844077213373,0,0,0,0,0,0.0113881720388346,-0.0252349251932631,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.0184594074997317,0,0,0,0,0,0,0,0,0.000466323363931237,0,0,0,0,0,0.0403200319091229,0.148095575079492,0.23324579788222,0,0,0,0,0,0,0.0890911496954178,-0.00701571112830146,0,0,0,0,0,0,0,0,0.0932762774758309,0,0,-0.052492108684523,0.027076485142977,0,0,0,0,0,0,0,0,0.0163024127680024,0.00274674477707018,0,0,0,0,0,0
X002460.SZ,-0.113438429849718,0,0,0,0,0,0,0,0,0,0.812544278385318,0,0,0,0,0,0,0,0,0,0,0.0975790339359038,0,0,0,0,0,0.0450088290927841,0,0,0,0,0.0759496930401156,-0.0981986507232548,0,0,0,0,0,0,0,0.0129953630965447,0,0,0,-0.0215322171566764,0,0,0,0,0.0877068679817109,0,0,0,0,0,0,0,0
X601898.SH,0,0.405287762478074,0,0,0.211243170561748,0,0,0,0,0,0,0.0354930641628853,0,0.00845582552277608,0.0405805245988469,0,0,0,0,0,0,0,0,0,0.0394181467061551,0,0.0202987080725947,0,0,0,0,0,0,0.0125389502899347,0,0,0,0,0,0,-0.0216700365421618,0,0,0,0,0,0,0,0,0,0,0.0854904849959727,-0.124721805061744,0,0,0,0,0,0
