,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X601898.SH,X600019.SH,X600886.SH,X600795.SH,X600585.SH,X601600.SH,X600688.SH,X601991.SH,X000709.SZ,X600157.SH,X600027.SH,X600111.SH,X600583.SH,X600188.SH,X600362.SH,X002075.SZ,X000539.SZ,X601158.SH,X600309.SH,X002353.SZ,X601992.SH,X600352.SH,X000027.SZ,X000883.SZ,X600021.SH,X000898.SZ,X002470.SZ,X000878.SZ,X601918.SH,X600863.SH,X600307.SH,X000629.SZ,X600660.SH,X600808.SH,X000792.SZ,X600098.SH,X000060.SZ,X600578.SH,X000825.SZ,X600489.SH,X600315.SH,X600008.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.725322475967366,0.132461924938416,0,0,0,0,0,0,0.0167445128734913,-0.0511293633919823,-0.00700198200409934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0847211160110031,0,0,0,0,0,0,0,0,0,0.00361134203486727,0,0,0,0,0,0,0.0077360182466112,-0.00764095651088311,0,0,0,0,0,0
X600028.SH,0.429117491474622,0,0,0,0.141254937687818,0.0357827001212914,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.77555756156289e-17,0.0808135898212237,0,0,0,0,0.0688470795675982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0.181551066713245,0,0.160038362943849,0.0258745999007732,0.177928846220543,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.0128155202441289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000953491897043669,0,0,0,0,0,0,0,0,-0.0132899553198548,0.00182066850893636,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.118981458782074,0,0,0,0,0,0,0,0,-0.0300624616841987,0,0,0.217492099459406,0,0,0,0,0,0,0,0,0,0,0.0936466095832624,0,0.0096179788078798,0,0,0,0,0,0,0.2541865938688,0,0,0.157311112091008,0,0,0,0,0,0,0.00554016382219531,0,0,0,0,0,0,0
X600011.SH,0,0,0,0.0142734400746635,0,0.275428459387792,0,0,0,0,0.0443792380617813,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0.0498176175398001,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0.315485918218746,0,0,0,0,0,-0.00654442876401038,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.0355857299314901,0.14588839148356,0,0,0,0,0,0.0691132812649657,0.200859019117684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249847361682138,0,0,0,0,0,0,0,0,0.251884660583356,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0
X600019.SH,0,0.0571268455710971,0.153068325704277,0,0.168012288647397,0,0,0,0,0,0,0.00910954335705293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211916896702411,0,0,0,0.163040127407343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.125240826849087,0,0,0,0,0,0,0.104726577967058,0,0,0,0,0,0,0,0.102763817388594,0,0,0,0,0,0,-0.133344843297941,0.0934431939496684,0,0.0885917658854404,0,0,0,0,0,0,0,0,0,0.0817418805226808,0.146104010674399,0,0,0,0,0,0,-0.0261188279412739,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.0596579971182679,0.0156216874212374,0,0,0,0.0752952911926501,0,0.050293416995396,0,0,0,0,0,0,0,0,0,0,0,0.205923881940836,0,0,0,0,0.283700493536832,0,0,0,0,0,0,0,0.101930557556296,0,0,0,0,0,0.00193451650450868,-0.00182077529171117,0,0,0,0,0,0
X600585.SH,0,0.0132765354543974,0,0,0.15112021386276,0,0,0,0,0,0,0,0,0,0,0,0.139751734846515,0,0,0,0,0,-1.38777878078145e-17,0.114107827338803,0,0,0,0.0739827328748002,0,0,0.0454450680713432,0,0,0,0,0,0,0.0505807859177762,0,0,0,0,0,0,0,0,0,0,-0.00678571411971156,0,0,0,0,0,0,0
