,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X600886.SH,X601600.SH,X601898.SH,X600660.SH,X601991.SH,X600362.SH,X600795.SH,X600188.SH,X600688.SH,X600352.SH,X600111.SH,X600801.SH,X600027.SH,X000723.SZ,X601992.SH,X600489.SH,X000786.SZ,X002271.SZ,X000898.SZ,X600176.SH,X600516.SH,X002460.SZ,X000709.SZ,X600299.SH,X601158.SH,X000883.SZ,X600426.SH,X002466.SZ,X000629.SZ,X600612.SH,X600219.SH,X000027.SZ,X000630.SZ,X002353.SZ,X600315.SH,X600583.SH,X000553.SZ,X601699.SH,X000401.SZ,X600021.SH,X600578.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0693622387630493,0.0568925804090675,0,0,0,0.0201319524217761,0,0,0,0,0,0,0.029184936314048,0.042728162609592,0,0.0441133245326128,0,0,0,0,0.0739093076741558,0,0,0,0,0.0588970667418799,0,0.0613482699293276,0,0,0,0,0,0,-0.00932961596274482,0.0142174879211835,0,0,0,0,0,0
X600028.SH,0,0,0.00196392347216449,0,0.0556649752861492,0,0,0,0,0,0,0,0,0,0,0,0.0700573920520138,0,0.0210408846800479,-0.0427028221960736,0,0,0,0.0838846332767036,0,0.048649144131216,0,0,0,0,0,0,0.0460633725340333,0,0,0,-0.0155152517521322,0,0,0,0,0,0.0184775599077164,0,0,0,0,0,0,0,0,-0.0217369231880736,0.0194962947267447,0,0.0348381891197673,0,0,0,0
X601088.SH,0,0,0,0.134766607812515,0.0200907158037362,0,0,0,0,0,0,0,0,0,0,0,0.152724223816793,0,0.0461323589686235,-0.058241045163061,0.0388574478554614,0,0,0,0,0,0.0643274821663909,0,0,0,0,0,0.0102937637734327,0,0.0992057334337644,0,0,0.095272339571287,0,0,0,0,-0.13983740992044,0,0,0,0,0,0,0,0,0,0.0317196412583498,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480416668411143,0,0.407688291996277,0,0,0,0,0,0.270541839141931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358733568212102,0,0,0,-0.00319097264577611,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,-0.0147239377567892,0,0.379760667162951,0,0,0,0,0,0,0,0,0,0,0,0.230753893058214,0,0,0,0,0.0887670607030177,0,0.0775253192998653,0,0,0,0,0,0,0,0,0,0,-0.0104691683421495,0,0,0,-0.0842977421066693,0,0,0.158690437250707,0,0,0,0,0,0,0.0132411699239576,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0796444316364508,0,0,-0.142803845735848,0,0,0,0,0.202452522122033,0,0,0,0,0,0.0815340995656514,0,0,0,0.0159240019418333,0,0,0,0,0.0492401431010649,0,0,0,0,0,0,0,0,-0.00897649798617512,0.0466213193504025,0,0,0,0,0,0,0,0.0834088471643786,0.0198958005019095,0,0,0,0,-0.00420611199679845,0,0,0,0,0.0153886774066707,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.20224895892463,0,0,0,0,0,0,0,-0.131249170703004,0,0,0,0.671260954643387,0,0,0,0,0,0,0,0,0,0.0675527092207881,0,-0.00433089688391141,0,0.0815983635770327,0,0,0,0,-0.398612330270109,0,0,0,0,0,0,0,-0.0381069026310119,0.0146752247612492,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.335656107882794,0,0,0,0,0,0,0,0,-0.0718407540823968,-0.0107644014937643,0,0.321866874012402,0,0,-0.0388464055087561,0.0813570322401288,0,0,0,-0.138776650114447,0,0,-0.0782779168126158,0,0,0,0,0,-0.0167733493379269,0,0,0,0,0,0,-0.0879525135573186,0,0.0861565194944597,0,0,0,-0.0050762292543173,0.00935297427971651,0,0,0,0.00358151815181839,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217171778256315,0,0,0.113773276609935,0,0,0.0245054034526234,0,0.222699850299226,0.0429372710879685,0.116175233999924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00832634536358654,0.00770634534105102,0,0,0,0.0106570888481843,0,0
X600886.SH,0,0,0,0.0682438116703893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548186609394036,0,0,0.118542959121805,0,0,0,-0.1928217326939,0.404247299059383,0,0,0,0,0,0,0,0.122150907830756,0,0,0,0.0158625760063432,0.0403047383924078,0,0,0,0,0,0,0,0.0147455682121179,-0.0127559002435874,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.00228802518476091,0,0.139844296039296,0,0,0,0,0,0.0409444403118956,0,0,0.197883259866114,0,0.0340305119752937,0,0,0.043899315193917,0,0,0,0,0,0,0,0.093516334271092,0,0,0,0,0.199530455153876,4.33680868994202e-19,0,0,0,0.0197532693767734,0,0,0,0,0,0,0,0,0,0,0.0023412783559066,0,0,0,0,0.0252067389043267,0,0
X601898.SH,0,0,0,0,0,0,-0.00648851262760775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0751893771192535,0.115806062800206,0,0,0,0,0,0.0127256520400404,0.062104580593162,0,0.00814394950959064,0,0,0,0,0.2466585486327,0,0,0,0.118312853504686,0.0331159007703062,0,0,0,0,0,0,0.0104365487635149,0,0.0267603497117032,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0.020772240664077,0,0,0,0,0,0,0.100053963053464,0,0.0336889761389787,0,0,0,0,0,0,0,0.153563737066146,0.157177987009203,0,0.0464366287789834,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111972120540437,0,0,0,0,0,0,0,0.000410382343266025,-0.0139870595337585,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0273112847888419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422770293931841,0.201569765921266,0,0,0,0.0713716849560798,0.0456410522393204,0.041714884810428,0,0,0,0,0,0,0.0918530453937233,0,0.0149175375005862,0,0.028059435177025,0,0,0,0,0,0,0,0,0.0866657348100517,0,0.0153404359177406,-0.00769617974509845,0,0,0,0.039843151033493,0,0
X600362.SH,0,0,0,0,0.0592820193485985,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00726875202480707,0.15516164474632,0.0291372136905519,0,0.0860424942222073,0,0.0761479197767503,0,0,0,0,0.0455944400764577,0,0,0,0,0,0.0272741918224511,0,0.0679212011797898,0.122825926519424,0,0,0,0,0,0,0,0,0,0,0,0,-0.0438640787290962,0.0443275029308771,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0236804926200575,0,0,0,0,0.0996596319818451,0,0,0,0,0,0,0.12806965942403,0,0.00757635026790142,0,0,0,0.0360304033184326,0,0,0,0,0,0,0,0.0466990464546011,0,0.00305843188691975,0,0,0,0,0,0.0730634644502531,0,0,0,0,0,0,0,0,0,0.000492757705956684,0,0,0,0.00328217532395813,0,0,0,0,0,0
X600188.SH,0,0,0.00726711580100158,0,0,0,-0.0240562100673711,0,0,0,0,0.287756228721572,0.21584382556324,0,0,0,0,0,0,0,0,0,0.0644406303916448,0,-0.110347881486749,0.0156019396389009,0,0,0,0.136198169153831,0,0,0.00435501544924391,0,0,0.0468962953294237,0.0137811353638891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0303820086733503,0.0334699927554523,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0.121044296306151,0,0,0,0,0.299346285986525,0,0,-0.0321736744342302,0,0,0,0,0,0,0,0,0,0.137944252066077,0.0449123363529203,0,0,0,0,0,0,0,0.0231370597045552,0,0,0,0,0,0,0,0,0,0,0,0,0.0317623574402378,-0.0086070869391875,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344364991025304,0,0.706468789785503,0,-0.238380375825467,0,0.208839508457547,0,0,0,0,0,0,0,-0.215675563356057,0,0,0,0,0,-0.0722933238858223,0,0.085077950258774,0,0,0,-0.524348129078672,0,0,0,0,0.0421127287399734,-0.0401020233476519,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.0342067227481077,0,0.892187361675128,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0373387251005259,0,0,0.363204165597497,0,0,0,0,0,0,0,0,0,0,0.224056572248077,0,0,0,0,0,0,0,-0.0702681170921889,0,0,-3.46944695195361e-18,0,-0.157993364330601,0.598856888321931,-0.0302223807211594,0.0537732465753633,0,0,0,0,0,0
X600801.SH,0,0,0,0.559248731743884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,-0.0482306046870814,0.0572644649102335,0,0,0.108477082942264,0,0,0,0,0.193632687450194,0,0,0,0,0,0,0,0.0054724419014544,0,0,0,0,0,0,0,0,0.278959751366966,-0.112831115898041,0,0,0.0127603439726355,-0.0255555714538204,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0.0502347090740173,0.490615652540127,0,0,0,0,0,0,0,0,0,0,0.0556021897293271,0,0,0,0.0163802856783711,0.0179834516666619,0.067452096146203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251820087990568,-0.0463983544293244,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0.0156927517116063,0,0,0,0,0,0,0,0.22678203687924,0,0,0,0.209380315117213,0,0,0,0,0,0,0,-0.0402601717128794,0,0,0,0,0,0,0,0,1.11500811149501,-0.11164320909934,0,0.151326537864176,0,0,0.217199332050357,0,0,0,0,-0.0456609988842032,0,0,0,0,0.0837616853363264,-0.0897202399585939,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.109319477202701,0,0,0,0,0,0,0,0,0,0.0817681328325898,0,0,0.00593500020095469,0,0,0,0.118277005276838,-4.33680868994202e-19,0,0.0618101488930977,0,0,0,0,0.125023702757664,0,0,0.136159546442796,0,0,0,0,0,0,0,0,0,0,0,0.015642197650608,0,0,0,0,0,0
