,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X002271.SZ,X600011.SH,X000708.SZ,X600660.SH,X002460.SZ,X600886.SH,X000786.SZ,X600362.SH,X600176.SH,X600801.SH,X601898.SH,X600010.SH,X601600.SH,X600489.SH,X600188.SH,X600352.SH,X601991.SH,X600426.SH,X600795.SH,X600111.SH,X600688.SH,X600027.SH,X600299.SH,X601992.SH,X002080.SZ,X002466.SZ,X600803.SH,X000932.SZ,X000301.SZ,X002353.SZ,X600219.SH,X600486.SH,X000723.SZ,X002075.SZ,X600529.SH,X000027.SZ,X000878.SZ,X002409.SZ,X600612.SH,X601158.SH,X000898.SZ,X000883.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0363518312658099,0,0,0,0.0424187449496518,0,0,0,0.0106299331182983,0,0.0627868323517788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277215474436837,0.0720860582362066,0,0.0157977780320054,0,-0.0548643061038048,0,0.0339398352638808,0,0,0,0,0,0,0,-0.00752673964348181,0.0103982713533984,0,0,0,0,0,0
X600028.SH,0.00956467910151139,0,0,0,0,0,0,0,0.0424190443710933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0295820690279491,0,0,0,0,0,0.0473526462475815,0,0,0,0.0786894704713578,0.105263895744959,0,0.0289593309230251,0,0,0.008003845769303,0.0790515269472152,0,0,0,-3.46944695195361e-18,0,0,0,-0.0111811342524583,0.00780420658753654,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0751978284884,0,0,0,0,0,0,0,0,0,0,0,0.274362625363563,0.0428458318626929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0125018818751534,0,0.0359948068263588,0,0,0,0,0,0,0,-0.00424280514032377,0.00781761743228311,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0425479140844216,0,0,0,0,0,0,0,0,0.0320389541382125,0,0.108703333813623,0,0,0,0.131329978696011,0,0.121534059073984,0,0,0,0,0.0157259392363001,0,0,0,0,0.0412587556833558,0.0669407157336296,0,0,0,0,0,0,0,0,0,0,0,0,0.0849948364049007,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.119096552974509,0,0.192702555786053,0,0,0.239325215294039,0.0708037771569898,0,0,0,-0.146479733750479,0,0,0,0,0,0,0,0,0.125908645342926,0,-4.33680868994202e-19,0,0,0,0,0,0.0572910563994966,0,0,0,0.228440310253347,0.045092306305884,0,0,0,0,0,-0.0285074648075017,-0.0284633813945925,0,0,0,0,0,0,0,-0.0413232460477196,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.0565256770049336,0,0,0.051265436154297,0,0,0,0,0,0,0,0,0,0,0,0,0.452399141719076,0,0,0,0.0365209177100967,0,0.0549555846434253,0,0,0.0655175735854075,0,0.00254295223284589,-0.0121775469844732,0.00410802237678448,0,0,0,0,0,0,0,0,0,0,0,0.140991082376417,0,0,0,0.12703372087684,0,0,-0.0138271513107761,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,-0.00576276813870791,0,0,0.0886830677172583,0,0,0,0,0,0,0.0501071108319184,0,0,0,0.143774229821241,0,0,0,0,0,0,-0.0113157081607517,0,0.0687619729774356,0,0,0,-0.0456734523716979,0,0,0,0,0,0,0.101472314739953,0,-0.00716290433754029,0,0,0.135352822776381,0,0,0,0,0,0,-0.0210942199529201,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.197065783368513,0,0,0,-0.0263073750999413,0,0.0789374514954852,0,0,0,0,0.262754532353964,0,0,0,0,0,0,0,0,0.14235418717702,0,0.0432563990234238,0,0,0,0,0,0,0.0373605685369196,0,0,0.0623000128603855,0,0,0,0,0,0,0,0.153455966265759,-0.0658499731928053,0,0,0,0,0,0.0595937932975345,-0.0256738940177414,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0582760183233818,0,0.115781863654856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.706909529370896,0.0201479299970032,0,0,0.00854386730938771,0,0,-0.20452996758642,0,0,0,0,0.102309658358482,0,0,0.0115524339031166,-1.73472347597681e-18,0,0,0,0,0,0,0.067929259960166,0.0131895625134156,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0687253867515219,0,0,0,-0.0869769744537796,0,0.134560726180432,0,0,0.139597906576247,0,0,0,0,0.0542208607362454,0,0.0232277456388544,0,0,0.278790858369996,0,0,0,-0.0168432251454828,0,0,0,0,0,0,0,0.0041716836302249,0.036049964120912,0,0,0,0,0,0
