,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X002271.SZ,X600660.SH,X000708.SZ,X601898.SH,X600547.SH,X601600.SH,X600362.SH,X000301.SZ,X002466.SZ,X000786.SZ,X600010.SH,X600111.SH,X600886.SH,X600011.SH,X600188.SH,X600176.SH,X600426.SH,X600803.SH,X601991.SH,X000027.SZ,X600795.SH,X600219.SH,X600801.SH,X600352.SH,X600489.SH,X000932.SZ,X000898.SZ,X000807.SZ,X600688.SH,X600315.SH,X000825.SZ,X000408.SZ,X002353.SZ,X600157.SH,X000959.SZ,X002080.SZ,X600486.SH,X600027.SH,X000883.SZ,X300037.SZ,X600516.SH,X600299.SH,X601168.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0788320232698986,0,0,0,0,0,0,0,0,0,0,0,0.0326848239950845,0,0.0716442347653825,0,0.0467161217202864,0,0,0,0,0,0.0302120464665185,0,0,0,0,0,0,0,0,0,0,0.0703546733259309,0,0,0.0489105330656883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00544322736992452,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.166296175025917,0,0,0.0210311133129512,0,0,0,0,0,0,0,0.184129357220321,0,-0.0622916180110331,0,0,0.0098030187177493,0,0,0,0,0.123892400952923,0.021465712757755,0,0,0,0,0,0,0,0,0,0,0.0393222076736615,0,0,0,0,0,0.0763470687733706,0,0,0,0,-0.0121403404943361,0,0
X601088.SH,0,0,0,0,0,0,0.012503156253251,0,0,0,0,0,0,0,0.0321014899463896,0,0,0,0,0,0,0.167989797798813,0,0,0,0,0.0433694249642562,0,0.0598618873775031,0,0,0,0,0,0.0493441205368682,0,0,0,0.072887530382312,0,0,0,0,0,0,0,0,0.0235572584818495,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.0397627685037742,0,0,0,0,0,0,0.0550258232126866,0,0,0.176377385937076,-0.026464186313044,0.215485721492124,0,0,0,0.0698124702849553,0.138845004357484,0,0,-0.021609481915588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507379130973445,0,0,0.170846102449898,0,0,0,0,0,-0.050235924072283,0,0,0,-0.035804660272052,0,0
X600585.SH,0,0,0,0,0,0,0.001567998156427,0.0395570844280684,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,-0.0260889956337414,0,0,0.127242676785609,0,0,0.0532511542561036,0,0,0,0,0,0.0242327745251003,0,0,0.0644877295107019,0,0.0350284832191941,0,0,0,0,0,0,0,0,-0.020772800690111,0,0,0,-0.02205272639674,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00495267340984441,0,0,0,0,0,0.0377763488597064,0,0,0.0443209455112992,0,0,0,0,0,0,0,0.407829141276023,0.0194009662916833,0.0309296536299498,0,0,0.156714471426482,0,0,0,0,0,0,0,0.0514990819918654,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,-0.0272496857350212,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.244997090674614,0,0,0,0,0,0,0.618642685300503,0,0,0,0,0,0.0879234338251362,0,0.0345332125569586,0,0,0,0,0,0,0,0,0,0,0.0105355734283843,0,0,0,0,0.0381099532292889,0,0,0,0.024275932067086,0,0,0,0,0,0,0,0,-0.00112853150667049,0,0,0,-0.0134994575869811,0,0
X002271.SZ,0,0,0,0,0,-0.20996005087907,0,0,0.0693186047224862,0,-0.101278250470755,0,0,0,0,0,0,0,0,0,0,0,0.0292596676863751,0,0,0,0.0277766292432034,0,0,0,0,-0.0565079516462287,-0.000789449716068375,0,0.126464971222821,0,0,0,0,0,0,0,0,0.046703175614022,0,0,0.075766815883739,0.0416621481975625,0,0,0,0,-0.146378362309942,0,0,0,-0.00907828130550814,0,0
X600660.SH,0,0,0,0,0,0,0.178073916712024,0.180116545917137,0,0,-0.0816484967191776,0,0,0,0,0.00589867019327519,0,0,0,0,0,0,0,0,0,0,-0.0324975087670261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159352379519509,0,-0.100174919698393,0,0,0,0,0,0,-0.0230986430759564,0,0,0,-0.0164078807504398,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0634115476887587,0,0,-0.0622867667364851,0.284249474575466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364872569255708,-0.0226768903123529,0,0.187125719461877,-1.0842021724855e-19,0,0.205120398710904,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.00123472650108296,-0.163554483020878,0,0,0,-0.0100701495740721,0,0
X601898.SH,0,0,0,0,0,0.208512900744088,0,0,0,0,0,0,0,0,0,0,0,0.06758515564234,0,0,0,0,0,0,0,0,-0.050993752188007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1031813405693,0.0283976059717966,0,0.117266237683675,0,0,0,0,0,0,0,0,0,0,0,0,0.0584138185608085,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299228270557163,0,0,0,0.0684279400267025,0.114996580687766,0,0,0,0,0,0,0,0.171261107476126,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0514912839522559,0.0318482634107491,0,0,0,0.0131568127445424,0,0,0.0552545715844132,0,0,0,0,0,0,0,0,0,0,-0.00494432863469871,0,0
X601600.SH,0,0,0,0.16984075232713,0,0,0,0,0,0,0,0,0,0.172026351787492,-0.13643873847105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141022022304041,0.0865463887627691,0.387802819752984,0,0,0.0466883839583307,0,0,0,0,0,0,0,0,0,0,0,0.0598988349724448,0,0.0296367011877252,0,0,0,0,-0.00988482315646157,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.239295977680985,0,0,0,0,0,0,0,0,0.0953971501803514,0,0,0,0,-0.0148050676836186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109466764729339,0,0,0,0,0,0,0.367163120608926,0,-0.0673274405892371,0,0,0,0,-0.0405561806184863,0,0
X000301.SZ,0,0,0,0,0,0,0.0850879870633793,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0270254519372671,0,0,0,0,0.232206473502984,0.109197235358861,0,0,-0.118486735386959,0,0,0,0,0,0,0,0.211858519587949,0,0,0,0,0,0,0,0,0,0,0,0.0639941375130994,0.0211224181294186,0,0,0,0,0,0,0,0,-0.0138673982149126,0,0
X002466.SZ,0,0,0,0,0,0,0.261870245519968,0,0.213575797219623,0,0,-0.0663547913994409,0,0,0.191649993089859,0,0,0,0,0,0,-0.0859610710065754,0,0,0,0,0,0,0.272423599297358,0,0,0,0,0.0403596809053033,0,0,0,0,-0.0116139207233313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289269949800599,0,0
X000786.SZ,0,0,0,0.535721343562017,0,0.10049037107097,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0.0202466384710598,0,0,0,0,0,0,-0.00496985235502465,0,0,0,0,0,0,0.0152584523041596,0,0,0,0,0,0,0.159893979668735,0,-0.105039592812186,0,0,0,0,0,0,0,0,0,0,-0.0325628513643082,0,0,0,-0.0371574650344616,0,0
X600010.SH,0,0,0,0,0,0,0.27759947274911,0,0,0.133472230157556,0.113783203881844,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133060281895455,0,0,0,0,0.0231680179337328,0,0,0.110510299436933,0,0,0,0.0776674215897262,0,0,0,0.0609486158399783,0,0,0,0,0,0,-0.023527810615879,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.432398201363184,0,0,0,0,0,0,0,0.108397155108088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388310993597561,0,0,0,0,0.00207604321233267,0,0,0,0,0,0,0,0,-0.0555909138813456,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0.0169823466746642,0,0,0,0,-0.00501259041264531,0,0.0137379436547315,0.0202974489010935,0,0,0.0368023056050964,0,0,0,0,0.12395697426298,0,0,0,0,0,0,0,0.185181441109988,0,0,0,0,0,0,0,0,0,0,0.0361296606095865,0,0,0,0,0,-0.0147610666592076,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,-0.023110293645194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198511182455325,0.0694560021153246,0.114372537158108,0,0,0,0,1.73472347597681e-18,0,0.0494647241878572,0,0,0,0,0,0,0,0,0,0,0,0,0.0526607396584685,0,0,0,3.46944695195361e-18,0.0174970274645445,0,0,0,-0.0184532027688247,0,0
X600188.SH,0,0,0,0,0,0,-0.0842571166616865,0,-0.17229747418715,0,0.397199352460177,0,0,0,-0.0466072406246752,0,0,0,0,0,0,0,0,-0.211515322752713,0,0,0,0,0,0,0,0,0.109541471390859,0,0,0,0,0,0,0,0,0,0,0,0,-0.0586882888277339,0,0.0638451705010788,0,0.524685760731096,0,-0.0312608973151795,0,0,0,0,0,0,0
