,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X601991.SH,X600688.SH,X600027.SH,X600886.SH,X601992.SH,X600157.SH,X600362.SH,X600111.SH,X600299.SH,X600188.SH,X601158.SH,X600623.SH,X600352.SH,X000027.SZ,X600583.SH,X000539.SZ,X002466.SZ,X600309.SH,X600660.SH,X600160.SH,X000630.SZ,X000792.SZ,X600098.SH,X000883.SZ,X000709.SZ,X000898.SZ,X600021.SH,X002470.SZ,X000060.SZ,X600489.SH,X600547.SH,X600578.SH,X600863.SH,X300072.SZ,X002004.SZ,X600315.SH,X000629.SZ,X601918.SH,X600022.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.347095416368328,0,0,0,0,0,0.227258971641209,0,0,0,0,0,0.0259667194169725,0,0,0,0,0,0,0.020431413500123,0,0,0,0,0,0,0,0,0,0,0.0189771021750255,0,0,0,0,0,0,0,0.0179350145874402,0,0,0,0,0,0,0,0,0,0,0.00906744055621842,0,0.00542849045165729,0,0,0,0,0
X600028.SH,0.534107006042432,0,0,0,0,0,0,0.00733974103282412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299494169811464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0767843859436123,0.0325851775851031,0,0,0,0,0,0,0,0,0,0,0.0054236823549357,-0.00142173004315656,0,0,0,0,0,0
X601088.SH,0,0,0,0.310728480858837,0,0,0.157097090182696,0,0,0,0,0,0,0,0.0845196124464581,0,0,0,0,0.0894428895391231,0,-0.0602319234153846,0,0,0.196891558902176,0,0.0266625595856902,0,0,-0.0519390808342368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0391392484465497,0,0,-0.00333880453183018,-0.0170130719039358,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.472449589847811,0,0.0724074529153261,0,0.0597176044271917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175024431241027,0,0.0824101902956599,0,0,0,0.0845177171438855,0,0,0,0,0,0,0,0,0,0,0,0,-0.00739568674774656,0.00647074673280849,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268165428505983,0,0.251618737823118,0,0,0,0,0,0,0.0879866186988115,0,0,-0.011561733241901,0,0,0,0,0.044292185960603,0,0,0,0.0764447508914798,0,0,0,0,0.138588513135436,0.0667299262900926,0,0,0,0,0,-0.00895981369002815,-0.0121059207872383,0,0,0,0,0,0
X600019.SH,0,0,0,0.0736788776353512,0,0,0,0,0,0,0,0,0,0.000754911629466996,0.0808595105681768,0,0,0,0,0.0290557158775099,0,0,0,0,0.170277858482175,0,0,0,0,0,0,0,0,0,0.256951751775912,0.05654606759983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00524667053711444,0.00448843537863119,0,0,0,0,0,0
X600585.SH,0,0,0.353845304128819,0,0,0,0,0,0,0,0,0,0,0.178057343172467,0.0431403623184919,0,0,0,-0.0610875076183171,0,0.0359620834504568,0,0,0,0,0,0,0.119482131332809,0,0.00810617214853904,0,0,0,0,0.0660272572842644,0,0,0,0.0848725469186409,0,0,0,0,0,0,0,0,0,0,0,-0.00311342544335368,-0.00531923108395761,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.437464678795809,0,0,0,0,0,0.121647656734096,0,0,0,0,0.0994056873363643,0,0,0.0572557262679902,0,0,0,0,0,0.00621209874448366,0,0,0,0,0,0,0.188029007355001,0.0273088886552842,0,0,0,0.0271595813763825,0,0,0,0,0,0.0578374545732804,0,0,-0.0117638402004736,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.029665795963799,0,0,0,0.131928686522481,0,0,0,0,0,0,0,0,0,0,0.0565156750407207,0.0144660376669642,0,0,0.0190000888482838,0,0,0,0,0,0,0.245087334934862,0,0.0298174220767724,0,0,0,0,0,0,0,0,0,0,0,-0.00263625566632564,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0578880180441465,0,0,0,0,0,0,0,0.206857446331759,0,0,0.0153294650894525,0,0.101704968937418,0,0,0.0334255104076538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174314193679187,0.0697483943887822,0,0,0,0,0,0.173557227929056,0.059022817394696,0.0385980393261152,0,-0.00386526639247581,0,0,0,0,0,0,0
X601991.SH,0,0,0,0.371958817445513,0.0692276443624505,0,0,0,0,0,0,0.0356832096442891,0,0,0.0247646920402077,0,0,0,0,0.197240020970422,0,0,0,0,0,0,0,0,0,0,0,0.0412905529866505,0,0,0,0,0,0,0,0,0,0,0.0568890436619728,0,0,0,0,0,0,0,-0.00886674746412354,0,0,0,0,0,0,0
