,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X000708.SZ,X600011.SH,X002460.SZ,X601898.SH,X600660.SH,X600010.SH,X600801.SH,X601600.SH,X600886.SH,X002271.SZ,X000786.SZ,X600362.SH,X002466.SZ,X600352.SH,X600188.SH,X600688.SH,X600795.SH,X601991.SH,X601992.SH,X600111.SH,X000723.SZ,X600176.SH,X002353.SZ,X600027.SH,X600426.SH,X600516.SH,X600299.SH,X600489.SH,X000792.SZ,X000898.SZ,X000401.SZ,X600583.SH,X000932.SZ,X601158.SH,X600219.SH,X000709.SZ,X000553.SZ,X000883.SZ,X600612.SH,X002080.SZ,X600160.SH,X000630.SZ,X600486.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0640192545628642,1.73472347597681e-18,0,0,0,0.198034515390549,0,0,0,0,0.069957398761736,0,0,0.211702974235116,0,0,0,0,0,0,0,0,0,0,0,0.000486127714703335,0,0,0,0,0,0,0,0,0,0.0596374703708583,0.185168592293572,0,0,0,0,0,-0.023266271230065,0,0,0,0,0,0,0
X600028.SH,0.177929772984406,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.0297251958361948,0,0,0.0262193073771243,0,0.0482722757262314,0,0,0.0984195055914843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165275247306526,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152338416663181,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164145403255833,0,0,0,0.119308612272231,0,0.0397250002742207,0,0,0,0,0,0,0,0,0.0620383562830113,0,0,0.0367938186866018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00175740088720001,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441575644980613,0,0,0,0.00130627256650362,0,0,0,0,0,0,0,0,0,0.0238508855834091,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.17413189342545,0,0.0849353149286455,0,0,0,0,0,0,0,0,0,0,0,0,0.0150435784067956,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.0543530424387565,0,0.0738969646809242,0,0,0,0,0.0862735529767812,-0.110322777683003,0,0,-0.124291874049701,0,0,0,0,0,0,0,0,0,0.134423526991278,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307304331003811,0,0,0.0638605141091845,0.0606651098928236,-0.0238208305393846,0.00418130265766804,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,-1.35525271560688e-20,0,0,0,0,0,0.0900097194069395,0,0,0,0,0.150727770450862,0,0,0,0,0,0,0.147540441410523,0,0,0,0,3.3881317890172e-21,0,0,0,0,0,0,0.0278596917179401,0,0.0424533854929498,0,0,0,0,0,0,0.0289253155584781,0,0,0,0,0.00081879617719922,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,-0.00737544835981138,0,0,0,0,0,0,0,0,0,-0.0462734023452971,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.936394301077262,0,0,0,0,0,0,0,0,0,0,0.256479017086814,-0.028308023742509,4.33680868994202e-19,0,-0.0134227462962293,0,0.0108486247733263,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,-0.107904164812495,0,0,-0.063895851122559,0,0,0,0,0,0,0,0,0,-0.116314403927673,0.0157828652106653,0,0,0,0,0,0,0,0,0,0,0.112862772312842,0,0.303512242997505,0,0,0,0.231231580552613,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.279631830406335,0,0.20496756257277,0,0,0.0223594382298147,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388060124539518,0.390120849536544,0,0,0,0.00451584564104874,0,0,0,0,0,0,0,0,0,0,0,0.200893612003688,0,0,0,0.135292059102774,0,0,0.0452551336152107,0.0560204833636134,0,0,0,0.00589161381159996,2.16840434497101e-19,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.193947068068641,0,0,0,0,0,0,0,0.0563686028773732,0,-0.202786614010927,0.190716416944439,0,0,0,0,0,0,0,0.0718569852941275,0,0,0,0,0,0,0,-0.19713329191743,0,0.0297690671182933,0.42428548591158,0,0,0,0,0,0,0,0.141021963094545,0,0,0,0,-0.0131319224236581,0.0240716632442554,-0.0501241018226172,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.0166940567240839,0,0,0,0,0,0,0,0,0,0,0,0.604894839523272,0.0334646535302992,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0.00134830662519677,0.0562616004854291,0,0,0,0,0.00849430313166551,0,0,0.0562083224523756,0,0,0,0.0558879247474169,0,0,0.00633853697710204,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.0741322496426332,0,0,0,0,0,0,0,0,0,0,0,0,0.0433941802698967,0,0,0.111443649298613,0,0,0,0,0,0,0.04919321694439,0,0,0,0.0359522843733283,0.0585228519690714,0,0,0,0.120252433796087,0,0,0,0,0,0,0.0944033648042426,0,-0.0257350202720539,0,0.115335189961217,0,0,0,0,0,0,0,0,0.0239309281704899,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0848905379516794,0,0,0,0,0.185673478575297,0,0,0,0,0.000947808732851958,0.137516714488852,0,0.0747253898926521,0,0,0,0,0.0215914426071024,0,0,0.0124179466146674,0,0,0,0,0,0,0,0,0.1072390148556,0,0,0.131981285258586,0,0,0,0,0.00637900594114119,0,0,0,0,0,0,0,0,0,0,0
X600801.SH,0,0,0,0.522099943071856,0,0,0,0,0,0,0,0,0,0,0,0,0.0824979750678477,0.014265053299835,0,0,0,0.117016496009624,0,0,0,0,0,0.0376530470285888,0,0,0,0.0439807633292775,0,0,0,0,0,0.275221855016798,0.0150805474998535,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00378690486473118,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0450615318271031,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0524125751904396,0.17974383930001,0,0,0,0,0.049267311566605,0.247506658441836,-6.93889390390723e-18,0,0,0,0,0.0590331651476819,0,0,0,0,0,0,0,0,0.124187836826372,0,0,0.0755644473277601,0,0.0580490824303501,0,0,0,0,0.0141965623386198,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.199657638658839,0,-0.0666015972890605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233147731590132,0,0,0,0,0,0,0.028114484566261,0,0,0,0.167701998973037,0,0,0,0,0,0,0,-0.0187696369036375,0,0,0,0.00331116822650997,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0.098822057011058,0,0,0,0.187172173115149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123705503489264,0,0,0,0,0,0,0,0.0944955936864542,0.106469748596408,0,0,0,0.0222383477526477,0.0160200800958296,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0.0884999651322753,0,0,0,0,0,0.151930436389019,0,0,0.0240680088764142,0,0,0,0.121483460175154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257375121978783,0.061592665854737,0,0.0235566265715189,0,-0.0109202545160701,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0793420975361767,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138006386188713,0,0,0,0,0.0967361514905141,0,0,0,0,0,0,-1.73472347597681e-18,0,0.244660829704858,0,0,0,0,0.104241402578484,0,0.191402290104395,0,0.0996338993533147,0,-0.022541925743893,0,0,0,-0.00509328430452035,0,0
X002466.SZ,0,0,0,0,0.0535459912347358,0,0,0,0,0.828364859573443,0,0,0,0,0,0,0,0,-0.117401341312915,0,0,0,-0.0490644800093904,0,0,-0.336854367052522,0,0,0,0,0,0,0,0,0,0,0,0,0.316080478248216,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0.109574274769634,-0.164101885107704,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100055491012137,0,0,0,0,0,0.00516623642589686,0,0.295049554810132,0,0,0,0.020488005699287,0,0.0421766640383461,0,0,0,0,0.214305636568154,0,0,0,0,0.0176802578205984,0,0,0,0,0,0.0180322270356486,0,0,0,0.00100278353350086,0,0,0,0,-0.0119715938362261,0,0,0,2.16840434497101e-19,0,0
X600188.SH,0,0,0,0,0,0,0,0.0412844705132751,0,0.0211251150069563,0.226239902781787,0,0.00987856340327491,0.11850796778143,0.252475401780315,0,0,0,0,0,0.158236321609052,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0897590392296341,0,0.0113254763124019,0,0,0,0,0,0,0,0,0,0,0,-0.00477544799579726,0,0,0,0,0,0,0
X600688.SH,0.397742709637017,0,0,0,0,0,0,-0.0583395005601695,0,0,0,0,0,0,0,0,0,0.00278678053823698,0,0.0172351064710303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046227115115805,0,0,0,0,0,0,0,0,0.24495360218082,0,0.174871008670221,0.102330891075358,0,0,0,0,0.00465594053735536,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0.0418061215060048,0,0,0.00563720341685659,0,0,0,0.119987512040708,0,0,0,0,0,0,0,0.0997718470898684,0.182061932334058,0.0476739998325131,0,0,0,0,0.00143546710647008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0317202786415191,0,0,0,0,0,0,0,0.119224051392207,1.73472347597681e-18,0.0191165129785611,0,0,0.0912098462048055,0.0352023438837065,0,0,0,0,0,0.180303475665654,0.0908634286799603,0,0,0,0.0542974807529883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00637106058713743,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00337477397560131,0,0,0,0,0,0.0703183948205946,0.287895551882734,0,0,0,0,0,0.0547706244946324,0,0,0,0,0.0661866631869779,0.138011970714043,0,0,0,0,0.0192675839219287,0,0,0,0,0,0,0,0.0457461548916457,0,0,0,0,0,0,0,0,0,0.0215910892358974,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.0973003283962051,0.0805695535018684,0,0,0,0,0,0,0,0,0.0195375210100482,0.331098611708221,0,0,0,0.138239302148642,0,0,0,0,0,0,0,0.0924702148594592,0,0,0,0,0,0,0,0,0,0,0.118936085936737,0,0,0,-0.0175947412914916,0,0,0,0,0.00381423807103541,0,0,0,0.00723187009441183,0,0
X000723.SZ,0,0,0,0,-0.0843662084020602,0,0,0,0,0.261307098425093,0,0,0,0,0,0,0,0,0.148333392411485,0,0,0,-0.090689967975123,-0.048964207938387,0,0,0,0,0,0,0,0,0.451704044812782,0,0,0,0,0,0,0,0,0,0,0.24376136966502,0,0,0,0.0326364819107906,0,0,0.191491855532587,0.00587137722597105,0,0,-6.93889390390723e-18,0,0.0263759079695951,0,0
