,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X601898.SH,X600585.SH,X600795.SH,X601600.SH,X600886.SH,X601991.SH,X600688.SH,X600027.SH,X600157.SH,X000709.SZ,X600188.SH,X600111.SH,X600362.SH,X600583.SH,X601992.SH,X002075.SZ,X601158.SH,X600309.SH,X000539.SZ,X000027.SZ,X600021.SH,X000898.SZ,X600352.SH,X000883.SZ,X002353.SZ,X601918.SH,X002470.SZ,X000792.SZ,X000629.SZ,X600863.SH,X600307.SH,X600808.SH,X600098.SH,X000878.SZ,X600660.SH,X600578.SH,X000060.SZ,X000825.SZ,X600489.SH,X300072.SZ,X600008.SH,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.880521461833967,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0203999122582949,0,0,0,0,-0.133101232935515,0,0,0,0,0,0,0,0,0,0,0.0266342539370419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022007082079066,0,0.01643219176188,-0.0522745052455862,0,0.00228850004938715,0,0,0,0
X600028.SH,0.433363597808844,0,0,0,0,0.135871704843889,0.051060334272072,0,0,0,0,0,0,0,0,0,0.0271940120184836,0,0,0.0999308101655449,0,0,0.0303747681553622,0,0,0,0,0,0,0,0,0.0632635450035618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200761212709686,0,0.0114833195904978,0,0,0,0,0
X601088.SH,0,0.267125259090895,0,0,0.065191274796028,0.0172054719420624,0.110027507765736,0,0,0,0,0.0819146323344,0,0,0,0,0.0157334912923606,0,0,0,0,0,0,0.0707553368184701,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0568612209949147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00624194338574765,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.197221200276981,0,0,0,0,0,0,0.081669025144123,0,0,0,0,0.0149849792359569,0,0,0,0,0,0,0,0,0.0383494339910501,0,0,0,0.0090486978641024,0,0,0,0,0,0.0117135209573204,0,0,0,0.410318987759071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0884994243733365,0,0,0,0,0,0,0,0,0.224910228446437,0,0.134541233301347,0,0,0,0.0110510226677517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146719507253914,0,0,0,0,0.150697375861753,0,0.0211776241311309,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0.0393833452088284,0.0109734773806634,0.19610258178295,0.0759227338814186,0,0,-1.38777878078145e-17,0,0,0,0,0,0.096801896787803,0,0,0,0,0,0,0,0,0,0,0.00657391229022392,0,0,0,0.349252784732879,0,0,0,0,0,0.0273076074605882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0294098950072716,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.22352182407262,0,0,0,0,0,0,0.227429823765778,0,0,0.228966193586475,0,0,0,0.104406649976879,0,0,0,0,0,0,0,0.145839813999398,0,0,0,0.0826783943049997,0,-0.0184347674479386,0,0,0,0,0,0,0,0,0,0,0,-0.00133421204770825,0,0,0.0428600510591475,0,0,0,0
X600585.SH,0.0397880862720608,0,0.0960890912270485,0.0248967899138131,0,0.123821951875238,0,0,0,0.164327047230991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101709904695594,0,0,0,0.283931003626573,0,0,0,0,0,0,0,0,-0.0104100716169561,-0.00757911064553009,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.124927967740743,0,0,0.136287387215086,0,0,0,0,0,0,0,0,0,0.0722714444589398,0.109868920320026,0,0,0,0,-2.77555756156289e-17,0.0589691025636704,0,0,0,0,0.0368553575948517,0,0,0.0960675560911188,0.0326059044372872,0,0,0,0,0,0.122440592564036,0,0,0,0,0.0252096523775867,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.0611435203605018,0,0,0,0,0,0.0501389807364332,0.16825801178764,0,0,0,0.063966150887118,0,0,0,0,0,0,0,0.0458546635202095,0,0.0751756273005295,0,0,0,0,0,0,0,0.0727665619473636,0,0.0407216861294905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
