,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X000792.SZ,X002466.SZ,X002460.SZ,X600886.SH,X600010.SH,X600111.SH,X000301.SZ,X000708.SZ,X600362.SH,X600426.SH,X002271.SZ,X000877.SZ,X600795.SH,X601699.SH,X000983.SZ,X600027.SH,X600489.SH,X600176.SH,X600803.SH,X000807.SZ,X601991.SH,X000786.SZ,X000932.SZ,X000630.SZ,X600160.SH,X000933.SZ,X600219.SH,X000408.SZ,X000629.SZ,X600612.SH,X002080.SZ,X600688.SH,X600985.SH,X002353.SZ,X000539.SZ,X600157.SH,X601168.SH,X600096.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,1.00699253907038,0,0,0,0,0,-0.0215018262196558,0,0,-0.0350475310049747,0,0,0,0,0,0,0,0,0,0,0.0625083254156108,0,0,0,0,0.00621538430645343,0,0.155280429216834,0,0,0,0,-0.0202381070227887,0.0226240527228346,0,0,0,0,0,0,0,0,0,0,0,0,0.170169020322153,0,0,0,0,-0.0257942410032945,0,0,0,0,0,0
X600028.SH,0.463871419120371,0,0,0,0,0,0,0,0.262061257950464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.101008490022567,0,0,0.0694802567101191,0,0,0,0,0,0,0.0890860681081492,0,0,0,0,0.000361323353663263,0,0,0,-0.00456246626861184,-0.0229166471511908,0,-0.22303112280985,0,0,0.0346125015692429,0,0,0,0,0,0
X601088.SH,0,0.0268410976342786,0,0,0.296859737356805,0,0.0158809163886264,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0997003312854258,0,0,0,0,0.0893260980722652,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0549209818703842,0,0,0,0,0,0,0,0,0,0,0,0.119339248670181,0,0,0,0,0.000418381379988083,0,0,0,0,0
X600309.SH,0.0217141460094359,0,0,0,0,0,0.117278920527854,-0.00787661283509637,0,0,0,0.00944348818837528,0,0.0981023532879637,0.118035458867789,0,0,0,0,0,0,0,0.119780880285265,0,0,0,0.00412100834860846,0,0,0,0,0,0,0,0,0,0.0105979697659953,0,0,0,-0.026140788111497,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,-0.00574703615590438,0,0,0,0,0,0
X600188.SH,-8.67361737988404e-19,0,0.70477055063126,0,0,0,0,0,0,-0.436121875728842,0.104658626844591,0,0,0,0,0,0,0,0,0,0,0,-0.0280754275568348,0,0,0.209223839358478,0.137875436603387,0.0201635577685829,0,0,0,0,0,0,-0.11491323469073,0,0,0,0,0,0,-0.0815782848013377,0,0,0,0,0.0577603314613198,0,0,0,0,-0.00265111042076791,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,-0.0907070857286723,0,0,0.0328241901774018,0,0,-0.0893979169908151,0,0,0,0,0,0.155522111925504,0,0,0,0,0,0,0,-0.14566660840348,-0.0299086072223429,0,0,0.010703901759854,0,0.0844669506113035,0,0,0,0.183671198570417,0,0,0,-0.0860546368230407,0.0618020006664043,0,0,0.206172895354106,0,0,0,0,0,0,0.0109090606909436,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0788428906608313,0,0,0,0,0.227596133087527,0,0,0,0.138333539532758,0,0,0,0,0,0,0.0301197884247299,0,0,0.0423785174529321,0.0651324792202813,0,0,0,0.271908373019493,0,0,0,0,0,0,0,-0.121765578067892,0,0,0,-0.0176435868076744,-0.0435018212538841,0.105894855244697,0,0,0,0,0,0
X600011.SH,0,0,-0.186613816946822,0,-0.189820596396058,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.144052513485009,0,0,0,0,0,0,0,0,0,0,0,0.530128687423218,0,-0.0263220701226508,0,-0.208992379022534,0,0,0,0,0,0,0,0,0,0,-0.12955199729794,0,0,0,0.0924978976491498,0,0,0,0,-0.0327195949679472,0.105688325105136,0,0,0,0,0,0
X601898.SH,0.0825100771543327,0,0,0,0,0,0,0,0,0,0,0,-0.0795950726639548,0,0,0,0,0.020938236740552,0,0,0,-0.0386343049542512,0,0,0,0.368380409779465,0.117863915459047,0,0,0,0.102629722508981,0,0,0,0,0.115200400070006,-0.0828070991731706,0,0.0511069286665225,0,0.101356581840944,0,0,0,0,0,0,0,0,0,0,-0.00742366304714201,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.217036812730198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0629872670186605,0.0422424307065897,0,-0.0270125177906196,0,-0.0465234312948847,0.0194355981288823,0.433585901605545,0,0.0604828946750668,0,0,0,0,0,0,0,0,-0.0411812177207437,0,0.085224138855748,-0.00807265479082379,0,0,0.139114390592824,0,0,0,0,0.0908586854881287,-0.0204287474509807,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282041895861633,0,0.0522603792353294,0,0,0,0,0,0,0,0,0,0,-0.0516880186868527,0.439814192530116,0,0.0280861012988115,0,0,-0.0951779226675043,0,0.121245228567214,0,0,-0.133313094853361,0,0,0,0,-0.0254234692426104,0,0,0,0,-0.0356476135558766,-0.00812840331197123,0,0,0,0,0,0
X600660.SH,0,0,0,0.0498226610765374,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.125664004426857,0,0,0,0,0,0,0,0,0,0,0,0,0.00980450210470077,0.0108680434033826,0,0,0,0,0,0,0.159536745816241,0,0,0,0,0,0,0.0824602849343355,0,0,0,0,-0.0691925321956031,0,0,0,0,0,0.028284044505477,0,0,0,0,0,0
