,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600795.SH,X601600.SH,X600585.SH,X600010.SH,X601898.SH,X601991.SH,X600688.SH,X600111.SH,X600362.SH,X600886.SH,X600027.SH,X600188.SH,X600157.SH,X600021.SH,X600583.SH,X000883.SZ,X601992.SH,X600309.SH,X000709.SZ,X600352.SH,X601158.SH,X000898.SZ,X000539.SZ,X600489.SH,X600547.SH,X000792.SZ,X000629.SZ,X000825.SZ,X600808.SH,X000027.SZ,X600660.SH,X000060.SZ,X002470.SZ,X002353.SZ,X600549.SH,X600008.SH,X000831.SZ,X600863.SH,X600578.SH,X002075.SZ,X000959.SZ,X000630.SZ,X000012.SZ,X600219.SH,X600307.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.529778763872645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.182767978085284,0,0,0,0.0223078094392661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0658100804600575,0,0,0.00199075911349448,0,0,0,0,0,0,0.00459295216020818,0.0179116057245067,0,0,0,0,0,0
X600028.SH,0.661997111572887,0,0,0,0,0.0367235863518742,0,0,0,0.0810748468063476,0,0,0,0,0,0,0,0.0165621703122484,0,0,0,0,0,0,0,0.0385426173496876,0,0,0,0,0,0,0,0,0,0,0,0.0388984964814925,0,0,0,0,0,0,-0.00334898741333889,0,0,0,-0.00839271458942186,0,0,-0.00695903992028935,-0.0058610671212564,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.00874955612209607,0,0,0.202538153850136,0,0.222173868268214,0,0,0,0,-2.16840434497101e-19,0,0.0415849782707079,0,0,0.0491201949444909,0,0.0237408064092921,0,0.0244935363038912,0,0,0.120721553482572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0146539606602398,0,0,0,0,0,0,-0.000320254879910654,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0885529598467696,0,0,0,0,0,0.129907501155446,0,0,0,0.00394844526652722,0,0,0,0.117851601530687,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0.167773993402317,0,0,0,0,0,0,0,0,0,0,0.172222909282564,0,0,0,0,0,0,0,-0.0145588700487835,0.00121768225843134,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.2485685786554,0,0,0,0,0,0,0,0,0.0616117984115595,0,0,0,0,0.245712459300476,0,0,0.178765862440148,0,0,0,0,0,0,0.0243277264005659,0,0,0,0,0,0,0,0,0,0,0.0130846606372666,0,0,-0.0367106612945315,0.0022545769790966,0,0,-2.16840434497101e-19,8.67361737988404e-19,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.0761322081665274,0,0,0,0,0.235595911730631,0,0.0625085657012957,0.179342477164738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21799998007892,0,0,0,0,0,0,0,0,-0.0113096064725232,0.0165234853234508,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.220208522611404,0,0.103903041725761,0,0,0,0,0,0,0.121210895475807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441710426248341,0,0,0,0,0,0,0,0,0,0,-0.0344677140233882,0,0,0,0,0,0,-0.0452623174425248,0.0218290480051947,0,0,0,0,0,0
X600585.SH,0,0,0.377513116086436,0,-4.33680868994202e-19,0,0,0,0,0,0,-0.0103345880258736,0,0,0.107455736034652,0,0,0,0,0.00647882678394473,0,0.0755183167435555,0.0658023138539483,0,0,0,0,0,0,0,0,0,0,-0.0248981395210064,0,0,0,0,0,0,0,0,0,0,0.0424698680757293,0,0,0,0.00824195151190696,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.103443075217065,0,0,0,0,0,0,0,0,0,-0.191693631955552,0.249367753350603,0,0,0,0,0,0,0.213162902682238,6.93889390390723e-18,0,0,0,0,0.0509577727032434,0,0,0,-0.00997183167206194,0.0161954595779431,0.0207942825625303,0.173135460201169,-0.0211350569388724,0,0,0.0855875193939611,0,0,0,0.0182491806382561,0.0461456983325794,0,0,0,0,0,0
X601898.SH,0,0,0.297907443550261,0,0.118001465440456,0,0.0846539818317833,0,0,0,0.0611978806927524,0,0,0,0,0,0,0,0,0,0,0.109629443476629,0,0,0,0.170046628185553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233302504190135,0,0,0,0.00273298831067032,0.045103669643013,0,0,0,0,0,0
