,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X600688.SH,X600547.SH,X601600.SH,X600795.SH,X600362.SH,X300072.SZ,X600188.SH,X601991.SH,X600309.SH,X600157.SH,X600027.SH,X600886.SH,X601992.SH,X600660.SH,X600111.SH,X600489.SH,X000898.SZ,X000959.SZ,X600299.SH,X601158.SH,X000709.SZ,X000792.SZ,X600583.SH,X000723.SZ,X600339.SH,X002466.SZ,X000408.SZ,X600098.SH,X000630.SZ,X000883.SZ,X600352.SH,X600219.SH,X000539.SZ,X600021.SH,X000825.SZ,X000027.SZ,X002092.SZ,X000983.SZ,X600623.SH,X601699.SH,X000012.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.325799225461987,0,0,0,0,0,0,0,0,0.0323898882417815,0,0,0,0,0,0,0,0,0,0.00691297313406566,0.0272858154306513,0,0,0.0516557726605292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558598818696265,0,0,0,0.107896353517618,0,0,0,0,-0.00191557683891923,0,0,0,0,0,0
X600028.SH,0.808949384707741,0,0,0,0,0.195451238133598,0,0,0,0.00754810063365729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289881213572954,0.0493653884345104,-0.0883176185213065,0,0,0,0,0,-0.0285878698112708,0,0.0198410120598493,0,0.108928907966434,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0240094394901519,0,0.183884578092061,0,0,0,0,0.0321290992158633,0,0,0,0,0,0,0,0,0.0271977921416325,0,0,0.0472869202726382,0,0,0,0,0,0,0,0,0,0,0,0.057153913323574,0,0,0,0,0,0.0807770570224463,0,0,0.0422541194937332,-0.110922173815327,0,0,0,-0.00400630027514702,0.00300023359632125,0,0,0,0,0,0
X600019.SH,0,0,0.180257372817373,0,0,0,0,0,0,-0.072784080486791,0,0,0.0201351276819636,0,0,0,0,0,0,0,0,0,0.0975538868259551,0,0.137163499826644,0,0,0,0,0,0,-0.0250956449830808,0,0,0,0,0,0,0,0,0,0.142205087811228,0,0,0,0,-0.0545602991317161,0,0,0,-0.034465633092547,0.037492472035035,0,0,0,-0.157969202054023,0,0
X600011.SH,0,0.0615592843826682,0,0,0,0,0,0,0,-0.0279460639078669,0,0.274151001267881,0,0,0,0,0,0,0,0,0,0,0,0,-0.0463809993652886,0,0,0,-0.0514490007913334,0,0,-0.0284058319207445,0,0,0,-0.00155494458093661,-0.0454765327776182,0,0,0,0,0.0208052893463768,-0.0245614445839147,0,0.0991928397357376,0,0,0,0,0.0493918108913155,-0.0275265161388992,0.0284071961583119,0,0,0,-0.0180696429581656,0,0
X600585.SH,0,0.236283954104631,0,0.0189537832246938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0988574307177423,0,0,0,0.158671303080008,0,0,0,0,0,0,0,0,0,0,0.0435863478147991,0,0,0,0,0,0.0648874541567105,0,0,0,0,0,0,0.0802176854559816,-0.246746811169679,-0.0162717199661156,0.00873688985614317,0,0,0,-0.0292960226150949,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0860033421054697,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183088605504287,0,0,0,0,0,0,0,0,0,0,0.0244846707734458,0,0,0,0,0,0,0.0260433221910437,0,0,0.078954568131568,0.102004042713108,0,0,0,-0.0231581471893389,0.00493347902353529,0,0,0,0,0,0
X601898.SH,0,0,0.236615216822092,0,0,0,0,0,0,0,0,0,0.0333667086092845,0,0.211970986436027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601705526431101,0,0,0,0.0454648297474001,0,0.0481219111641296,0.244039337465449,0,0,0,-0.0188416293377505,-0.0147763268561191,-0.000381612116898179,0,0,0,0,0,0
X600688.SH,0,0.186681587366724,0,0,0,0,0,0,0,-0.00282322213219255,0,0,0,0,0,0,0,0,0,0,0,0,0.0263804667381151,0,0.0162230164768529,0,0,0,0,0,0,0,0.00356044556720322,0,0,0,0,0,0,0,0,0.174255565996853,0,0,0.116680928409715,-8.67361737988404e-19,0,0,0,0,0,-0.00153716982289179,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0650372125160942,0,0,-0.0898272273216736,0,0,0,0,0,1.01182016521644,0,0,0,0,0,0,0,0,0,0,0,0.0708099366500292,0.0166839922208971,0,0,0,0,0,-0.0243642982904483,0,0.187521598019465,-0.0104600754436462,0,0,0,0,-0.0298847731564177,0.0102229507646849,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.0661553468098548,0,0,0.2991767090342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136910520437787,0,0,0,0.184983250887071,0,0,0.0425597121935349,0,0,0.027200221727121,0,0,0,0,0,0.0997841763751742,-0.129638378765771,-0.0147512940408718,0,0,0,0,0,0,0
X600795.SH,0,0.030093405885129,0,-0.14869517491533,0.0605595882079406,0,0,0,0,0,0.105027035234282,0,0.059125288925867,0,0,0,0,0,0,0,0,0,0,0.040856992588578,0,0.0741313728191035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0617092170506984,0,0,0,0.0434528767800226,0,-0.0152864908025341,0.01583299496799,0.129362580831609,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0.028360821388193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0986465389005065,0,0,0,0.453981034910275,0,0,0.0455892139327623,0,0,0.149492070418749,0,0,0,0.0164201762875278,0.191718570556141,0.165006779083634,0.100630260687788,0,-0.00891050405980544,0.0987549692004064,0,0,0,0,0
X300072.SZ,0,0,0,0.152137948261792,0,-0.046070715801767,0,0,0,0,0,0,0.153098130478354,0,0,0,0,0,0,0,0,0,0,-0.0222585659095033,-0.00862621273856364,0,0,0.0397748716538095,0,0,0,0,0.0662201875380616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131781418461918,0.103679683959178,0.0259388963165644,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.395448452527816,0,0.0947692009346813,-0.186649989070882,0,0,-0.0995008450873403,0,0,0,0.159858836524537,0,0,0,0,0,0,0.0769683972713872,0,0,0,0,0,0.265289985036477,0,0,0,0,0,0,0,0,0,0,-0.0834020817619246,0,0,-0.0336353491117721,0,0,0.154650440568808,0.124352291373846,0.0227450078012361,0.00245115014366746,0,0,0,0,0,0,0
X601991.SH,0,0,0,-0.0251957975490018,0,0,0,0,0,0,0.0552368327731523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0387415079225396,0,0,0,0,0,0,0.100114285462778,0,0,0,0,0,0,0,0.0525112594201631,0,0.0629719083449332,0,0.0336866101801794,1.73472347597681e-18,0.0759107265466589,0.0270730534721094,0,0,0.0144934591426362,-0.0198085083723706,0,0,0,0,0,0
