,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X600188.SH,X601158.SH,X600299.SH,X600583.SH,X000027.SZ,X601992.SH,X600309.SH,X000539.SZ,X600352.SH,X000898.SZ,X000630.SZ,X000709.SZ,X000792.SZ,X600021.SH,X000883.SZ,X600660.SH,X002470.SZ,X600098.SH,X600623.SH,X601918.SH,X600307.SH,X600489.SH,X600863.SH,X002466.SZ,X000629.SZ,X300072.SZ,X600578.SH,X600022.SH,X600547.SH,X600008.SH,X000060.SZ,X600808.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.59595236218522,0.0746441013139853,0,0,0,0,0.0306386960874999,0,0,0,0,0,0,0,0,0,0,0,0,0.105770627821585,0.00776871677886073,0,0,0,0,-0.0928306155320378,0,0.0238393744308517,0,0.0501289507652203,0,0,0,0,0,0.0208106988686221,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0188016775522346,0.0287853591760908,0,0.050267404336919,0,0,0,0
X600028.SH,0.03908494546973,0,0,0,0,0,0,0.0046064918200285,0,0,0,0,0,0,0.133331098836377,0,0,0,0,0,0.266431413516499,0,0,0,0,0,0,0,0,0,0.0837982239449282,0,0,0,0,0,0,0,0,0,0.157475467497365,0.0239575984151578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,1.73472347597681e-18,0,0.140400598378915,0.00803159415436541,0,0,0,0,0.541052291972692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0188926692247288,0,-0.0168242785998095,0,0,0,0.103580601970902,0,0,0,0,0,0,0,0,0,-0.0184010144913425,0,0,0,0,0,0,0
X600011.SH,0,0,0.059397484096664,0,0,0,0,0,0,0,0,0.381429832736463,0.086334539023186,0,0,0,0,0,0,0,0,0,0.245695918502699,0,0,0,0,0,0,0,0,0.107814647829587,0,0.0689362988551818,0,0,-0.0678056436478617,0,0,0,0,0,0.000592708352473538,0,0,0,0,0,0,0,-0.00384492098707361,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.152699577748726,0.234617854745362,0,0,0,0.197157146152591,0.0412880977066743,0,0,0,0,0,0,0,0,0.0529815934978603,0,0,0,0,0,0,0,0,0.00391878341826123,0,0,0,0,0,0,0.0860442733929953,0,0,-0.0212718387235261,0,0,0,0,0,0,0
X600019.SH,0,0,0.000617372269063314,0,0,0,0,0,0,0.163866555001415,0,0.319607981901055,0,0,0.0970986470415569,2.16840434497101e-19,0,0,0,0,0.074672736521942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0639075677299595,0,0,0.0442150703710229,0.0129077101623947,0,0,0,0,1.73472347597681e-18,0,0,0,-0.0258150383890018,0,0,0,0,0,0,0
X600585.SH,0,0,0.127923950016688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165119728847651,2.16840434497101e-19,0,0.0569483931916256,0,0,0,0,0,0,0,0,0,0,0,0,0.0370814454623917,0,0,0,0.0362721075526442,0,0,0,0,0,0,0,0,0,-0.0467462544615916,0,0,0,0,0,0,0
X601898.SH,0.0670777020250279,0,0,0,0,0,0,0,0,0.189340219943413,0.0585503586692475,0,0,0,0.119829927653592,0,0,0,0.0985453414226137,0,0,0.0966991952732027,0,0,0,0,0,0,0,0,0.135695657606305,0,0,0,0,0,0.214991648832902,0,0,0,0,0,0,0,-0.018144705167894,0,0,0,0,0,-0.0213993393106179,0,0,0,0,0,0,0
X600795.SH,0,0,0.270532926159482,0,0,0,0,0,0,0,0,0,0.0074234893662699,0,0,0.0961122624614266,0,0,0,0.032302861937268,0.0414149814661561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00490354230300167,0.0244059535519046,0,0,0,0.075279615893881,0,0,0,0,0,0.0536670018263248,0.122050584040742,0,0,-0.035990938291514,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.146702738856436,0,0,0,0,0,0,0.24224784837333,0,0,0,0.114318313766413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519727569012278,0.0261001631265341,0.0885633970428333,0,0,0,0.111984533742347,0,0,0.069368152914617,0,0,0,0,0,-0.0093142855613676,0,0,0,0,0,0,0
