,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X601600.SH,X601898.SH,X600188.SH,X601991.SH,X600688.SH,X002466.SZ,X600660.SH,X600362.SH,X600547.SH,X600795.SH,X300072.SZ,X002460.SZ,X601992.SH,X600111.SH,X600886.SH,X600516.SH,X600176.SH,X000898.SZ,X000786.SZ,X000792.SZ,X600352.SH,X002271.SZ,X000709.SZ,X600027.SH,X600299.SH,X000553.SZ,X600489.SH,X000408.SZ,X000825.SZ,X601158.SH,X601699.SH,X002470.SZ,X600219.SH,X600157.SH,X600549.SH,X000883.SZ,X600583.SH,X600315.SH,X600808.SH,X000630.SZ,X600426.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.380593259427816,0,0,0,0,0,0,0,0,0,0,0,0.0148302235681739,0,0,0,0.159394859660857,0.0372217877571278,0.0510630091720675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249565250842146,0,0,0,0,0,0,0,0.0869243409930502,0,0,0,0.0453031730948565,0,0,0.00824984108845111,0,0,0,0,0,0
X600028.SH,0.324156055755404,0,0.206189271317796,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0593002546028733,0,0,0,0.14603379010985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0419022778178978,-0.139503195849059,0,0,0,0,-0.00800279459874871,0,0,0,0,0,0,0
X601088.SH,0,0.0921500369361006,0,0.270660841969805,0,0,0,0.0192513959861827,0,0,0,0,0,0.0276001307747525,0,0,0,0,0,0,0,0,-0.0363293680524186,0,0,0,-0.0307139804391259,0,0,0,0,-0.138169808236268,0,0,0,0.0272226003775996,0,0.363176407035406,0,0,0,0,0,0,0,0,0,0,0,0.0300088539461113,-0.0189725960094472,0,0,0,0,0,0
X600019.SH,0,0,0.178806423837108,0,0.132485317867094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119740443222474,0,0,0,0,0,0,0,0,0,0,0,0,0.230186046727611,0,0,0,0,0,0,0,0.0729148277180341,0,0,0,0.0286244029735639,-0.0485056857480564,0,0,0,0,0,0
X600585.SH,0,0,0,0.43923097954555,0,0,0,0,0,0.109286166110875,0,0,0.112889079664853,0,0,0,0,0,0,0,0,0,0,0,0,0.148607681554387,-0.152334371612475,0,0,0,0,0.163387469072367,0,0,0,0,0,0.142965795780284,0,0,0,0,0,0,0,0,0,0.0907049437272809,0,-0.00381261176749215,0.0700274716860179,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175503149466458,0,0,0,0,0,0,0.0367162456155782,0,0,0,0,0,0,0,0.0456231982272207,0,0,0.130626915554058,0,0.0369983630080177,0,0,3.46944695195361e-18,0,0.224145404229931,0,0,0,0,0.000119518611184641,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.196339023680777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00532780965409632,0,0.0723990592703279,0.0746551678128102,0,0,0,0,0.0589353417585759,0,0,0,0.144510492971361,0,0,0,0,0.151023330673166,0,0,0,0.068578306198235,0,0,0,0,0,0,0,-0.0185882570565034,0,0,0,0,0,0,0
X601600.SH,0,0.0611765412689664,0,0,0,0,-0.180484825651141,0,0,0.579940907624592,0,0,0,0,-0.195804594399085,0,0,-0.0676651700273095,0,0,-0.0656074531012502,0,0,-0.339241396204641,0,0,0,-0.0142998400942904,0.470472849243024,0,0,0,-0.262588445672639,0,-0.0461227895230947,0,0,0,-0.580987295948795,0,0,0,0,0,0,0,0,0,0,0.091411443500435,-0.199986101580553,-0.97331134469654,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.03992257376125,0,0,0,0,0.336866495275831,0.0186231197016088,0,0,0,0,0,0,0,0,0,0,0.0576789937627077,0.0158659658254062,0,0,0,0,0,0,0,0,0,0,0.0904347003030144,0,0,0.114706543901351,0,0.0791532855235322,0,0.128178783302943,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.00452729950769284,0,0,0,0,0,0,0,0,0,0,0.150920335028353,0,0,0.106094943512083,0,0,0,0,0.0562007243002512,0.494472005116171,0.199443145053622,0,0,0,0,0,0,0,0,0.0532623941597881,0.035953345099529,0,0.284884375430952,0,0,0,0,0,0,0,0,0,0.0458579306626747,0,0,4.33680868994202e-19,0,0,0,0,0,0
