,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X600886.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X601991.SH,X000709.SZ,X600688.SH,X000539.SZ,X600027.SH,X002075.SZ,X600157.SH,X600188.SH,X600362.SH,X600111.SH,X600583.SH,X002353.SZ,X601158.SH,X600309.SH,X000898.SZ,X600352.SH,X601992.SH,X000878.SZ,X600021.SH,X000959.SZ,X002470.SZ,X600660.SH,X600808.SH,X000792.SZ,X000629.SZ,X000027.SZ,X600315.SH,X000883.SZ,X000786.SZ,X600395.SH,X600863.SH,X600489.SH,X600578.SH,X000825.SZ,X000761.SZ,X000060.SZ,X000012.SZ,X002170.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.579482645105086,0,0,0.0468771908952675,0,0,0,0,0.0024026439256665,0,0.0406462425701593,0,-0.00940096547131959,0,0,0,0.0375313797116451,0.0633463456499688,0,0,0,0,0.0309213821460336,0,0,0,0,0,0,0,0.0674731588496252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00727916741265756,-0.00605606694327337,0,0,0,0,0,0
X600028.SH,0.458553515176493,0,0,0,0,0.128043243133168,0,0,0.0404687333691115,0,0.070519336934506,0,0,0.0199324399931578,0,0,0,0.117626281719401,0,0,0,0,0,0.0541527531895512,0,0.0251200921978395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00177099631627871,0,0,0,0,0,0
X601088.SH,0,0,0,0,-8.67361737988404e-19,0.028842348071951,0.0561796711103084,0,0.151957652142818,0,0.143447801660041,0.022490505768765,0,0,0,0,0,0.122932060459495,0.0312623590568484,0,0,0,0,0,0,0,0.116990760981192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0123102863877649,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0137118289232875,0,0,0.0442834693680116,0,0,0,0,0,0,0,0,0.164642189716628,0,0,0,0.19626056900413,0,0.160183857122622,0.0162089648609212,0,0,0,0,0,0,0,0,0,0.227229143054478,0,0,0,0.00601026344023773,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.12987665313871,0,0.0115838748583009,0.105432560835514,0,0,0,0.093268171605038,0,0,0,0,0,0,0,0.012193772326666,0,0,0,0,0,0.00432652171312681,0,0,0,0,0,0,0,0,0,0,0,0.0905347817191832,0,0.37790339532832,0,0,0,0,0,0,-0.00756045360964915,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0986185930952847,0,0.0120288716405221,0.0441472845068356,0,0,0,0,0,0.0593113705267749,0,0,0,0.0948442319587183,0,0,0,0.264996298444288,0,0.0753562325359602,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109309540978752,0,0,0,0,0,0,0,-0.00162123497780396,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.0387347922499756,0.232177048735888,0,0,0,0,0.0625057381336224,0,0,0,0.093910582420063,0.00847776228362371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00332604500220348,0,0,0,0,0.205542468283494,0,0,0,0,0,0,2.59266294996585e-05,-0.0109387046711178,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.182619874184512,0,0,0,0,0.0113546851644284,0,0,0,0,0,0,0.0743782636077248,0,0.00704836376235291,0,0,0,0,0,0.0635300086465124,0.105768050738565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369149300117904,0,0.0541788472365763,0,0,0,0,0,0,-0.0188062255359437,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.166631410522342,0,0,0.0753371980232626,0,0,0,0,0,0.0610310019308015,0,0,0,0,0,0,0,0.212319870269265,0,0,0,0,0,0,0.139848709549017,0,0.0746858021482036,0,0,0,0,0.0858587157129108,0,0,0,0,0.12960750286657,0,0,0,0,-0.00886423299392317,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.0953413790756912,0.0628356582843002,0,0,0,0.00204336728296294,0,0.0434927081400117,0,0,0,0,0,0,0,0,0,0,0,0.125113698143347,0,0,0,0,0,0,0,0,0,0,0,0.355293513470765,0,0.118674138092055,0,0,0,0.0504166930958106,0,0,0.00593192148013744,0.0226324413093009,0,0,0,0,0,0
