,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X600886.SH,X601600.SH,X600660.SH,X600188.SH,X600362.SH,X601991.SH,X000708.SZ,X600795.SH,X600352.SH,X600688.SH,X600801.SH,X600111.SH,X000723.SZ,X601992.SH,X600027.SH,X002271.SZ,X600516.SH,X600489.SH,X002466.SZ,X000786.SZ,X600299.SH,X600176.SH,X002460.SZ,X000898.SZ,X002353.SZ,X601158.SH,X600426.SH,X000883.SZ,X000709.SZ,X600612.SH,X600219.SH,X000629.SZ,X600583.SH,X600315.SH,X000027.SZ,X000630.SZ,X000792.SZ,X600985.SH,X000553.SZ,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.00522704434685693,0,0,0.0302375619648887,-0.0538799028558864,0,0,0,0,0,0,0,0.0211932798761262,0,-0.0227324003961548,1.73472347597681e-18,0.0645721396465197,0,0,0,0.0724601551630427,0,0,0,0.0886552432226846,0,0,0,0.0508217118538797,0,0.0476363505676225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0082835671484172,0,0,0,0,0.0212679843625019,0,0
X600028.SH,0,0,0.0198957839074336,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175065908537341,0,0.012483209398799,0,0,1.73472347597681e-18,0.113018975347877,0,0,0,0,0,0,0,0.0231292432622053,0,0,0,0.0559413965119079,0,0.0168588878405699,0,0,-0.015898036494864,0,0,0,-0.0531008300061143,0,0,0,0,0,0,0,0,0,0,0.311186560900097,0,-0.00799390190659781,0,0
X601088.SH,0,0,0,0.287607588207694,0,0,0,0,0,0,0,0,0,0,0,0,0.104761898835715,0,0.0747975899757863,0,0,-0.0549960477363423,0,0,0,0,0,0,0.0267413999769638,0.143143744920591,0,0,0,0,-0.0789380024542416,0,0,0.00483301665157012,0,0,0,0,0,0,0,0,0,0.0233430459743678,0,0,0,0.00212745391764559,0,0,0,0,0.0374213792532457,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220221698344154,0,0.0373989209660438,0,0,0,0.634008221633069,-0.0242368223466361,-0.0378923841050208,0,0,0.078966791535551,0,0,0,0,0,0,0,0,-0.0359166620192996,0,0,0,0,0,0,0,0,0,0,0,-0.0332502582786766,0,0,0,0,0,-0.0024618113049375,0,0,0,0.0188649568052877,0,0
X600309.SH,0,0,0,0.137549772977194,0,0,-0.0306752747663778,0,0,0,0,0,0,0.0120001862038162,0,0,0,0,0.0880677652874116,0,0.0118830342970744,0,0.0406078663577269,0,0,0.0626934480478607,0.0343263339183313,-0.0919311425974915,0,0,0,0,0.159565199672488,0,-0.000198986592947911,0,0.0726059954638045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0114457206993404,0,0,0,0.0122497652567313,0,0
X600019.SH,0,0,0.227114449301571,0,0,0,0,0,0.118833517891139,0,0,0,0,0,0,0,0,0,0.0544330393454143,0,0,0,0.0114431216426904,0,-0.0411422828770781,0,0,0.034514284008829,0,0.0680672827583889,0,0,0,0,0,0,0,0,0,0,0,0,0.0861681972402592,0,0,0,0,0.0267562412141736,0,0,0,-0.00032347030246057,0,0,0,0,-0.0114635823045451,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.185030617336422,0,0,0,0.0454086341042346,0,0.047821657557248,0,0,0,0.138320001379697,0,0,0,0,0.747871249831626,0,0,0,0,0,0,0.263045674118994,0,0,0,0,0,0,0,0,0,0,0,0.0762179258579691,0,0,0,0,0,-0.0166869315182583,0,0,0,0.0794140562210804,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0673632346910529,0,0.306500893326892,0,0,0,0.14261517116208,0.00178502363156329,0,0,0.0273844900434737,0,0,0,0,0,0.105299623836737,0,0,0,0,-0.148303333261055,0,0,0,0,0,0,0,-0.0370573347379415,0,0,0,0.00291485617270388,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133219181702026,0,0,0,0.0317768738069121,0,0,0,0.113323636407205,0,0.0395815809083441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193067558497138,0,0,0,0.00710063084736339,0,0,0,0,-0.00925897994737747,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234512405479161,0,0,0,0,0.0346912495777651,0,-0.100030139192477,0,0,0,0,0,0,0,0,0,0.176724872734615,0,0.0903175208259156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00197484896505398,0,0.247376404858132,0,-0.0115801462189024,0,0,0,0,0.0624377206856431,0,0
X600886.SH,0,0,0,0,0.0481549669675097,0,-0.0609674857341262,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.196195824064527,0.10175172587702,0,0,0,-0.240060597111677,0,0.117934904622687,0,0,0,0,0,0,0,0.0945197747775469,0,0,0,0,0,0,0.18032215823728,0,0,0,0.0285265023198389,0,0,0,0,-0.0312790866784032,0,0,0,0.0781355018417396,0,0
