,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601992.SH,X601898.SH,X600688.SH,X600547.SH,X300072.SZ,X600795.SH,X601600.SH,X600309.SH,X601991.SH,X600660.SH,X600362.SH,X600886.SH,X600188.SH,X600027.SH,X000709.SZ,X600339.SH,X600157.SH,X002466.SZ,X600111.SH,X000898.SZ,X000959.SZ,X600489.SH,X600299.SH,X601158.SH,X600008.SH,X002460.SZ,X600352.SH,X000883.SZ,X600219.SH,X000408.SZ,X600160.SH,X600578.SH,X000630.SZ,X000723.SZ,X000792.SZ,X000539.SZ,X600583.SH,X600176.SH,X600021.SH,X000027.SZ,X002271.SZ,X002092.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.0514592320201491,0,0,0,0.0172396156291933,0,0,0,0,0,0.136798159434142,-0.030867113794076,-0.00898599957732915,0,0,0,0,0,0,0.0169779754562445,0,0,0,0,0,0,0,0,0.0194869737423112,-0.0456113296847097,0,0,0,0,0,0,0,0,0,0,0.068551821473018,0,1.73472347597681e-18,0,0,0,0,-0.012961360132439,0,0,0,0,0,0,0
X600028.SH,0.123092037542169,0,0,0,0,0,0,0.0062466782532298,0,0.0580651481039278,0,0.0500190149526852,0,0,0.0337849426820234,0,0,0,0,0.0299905237593336,0,0,0,0,0,0,0.0892073329400181,0,-0.123177606998781,0,0,0,-0.0411010947259079,0,0,0,0,-0.0108812440935613,0,0,0,0,0,0.00398891506070899,0,0,0,0,0,0,-0.0033880003738044,0.00299182811416382,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0451916508025354,0,0,-0.0546192485163552,0,0,0,0,0,0,0.0437606746833564,0,0,0,0,0,0,0,0.0466608713369876,0,0,0,0.205300996667115,-0.0145555559920069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338396029918195,0,0.0264492395418705,0,0,0,-0.0465125029996695,0,-0.0138793055478668,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0799122494084943,0,0,0,0,0.010945757146023,0,0,0,0,0,0,0.513498051928178,-0.0444186198096771,-8.67361737988404e-19,0,0,0,0.0506272906850651,0,0,0,0,0.00180256055325459,0.0647581800400403,0,0,0,-0.0151585009963965,0,0,0,0,0,0,0,-0.00239914085188977,-0.0338494797882617,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,-0.0849210953111406,0,0,0,0,0,0,0,0.104214740306936,0,0.0702368889747766,0.09995464768305,0.0926338234626177,0,0,0,0,0,0,0,0,0.0269057858275248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.053569318801763,0,0,0.0559721678865227,-0.0208192424833746,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.00546187519470733,0,0,0,0,0,0,0,-0.0209670467253867,0,0.249473759712455,0,0,0,0,0,0,0.167942566583136,0,0,0,-0.021891973062176,0,0,-0.0198482216849349,0.0223125383343792,0,0,0,0,0,0,0,0,0,0,-0.0160169358069522,0,0,0,0.208963820109801,0,0,-0.0231734653654838,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108862765510722,0,0,0,0,0,0,0,0,0,0,0,0,0.347343596803666,0,0,0,0,0.07814297662634,0,0,0,0,0,0.0113311794642558,-0.0343648672614171,0,0.107061050336752,0,0,0,-0.0110840312096876,0,0.00424391222805116,0,0,0,0.00193423940575329,0.0109962104039737,0,0,0,0,0,0
X601992.SH,0,0,0,-0.0277093745627201,0,0,0,0,0,0,0,0,0,0.0520084481912261,0,-0.0325815194275013,0,0,0,0,0,0.635300374849963,0,0,-0.0968364946227312,0,0,0.356555433010784,0,0,0,0.276492887227713,0,0,0,0,0,0.091809123810055,0,0,0,0,0,0,0,0,0,0.0647707814667548,0,0,0.0161350968954704,0.00999909936137746,0,0,0,0,0,0
X601898.SH,0,0,0.152173214366355,0.0453546949318883,0,0,0,-0.00841843429357387,0,0,0,0,0,0,0.0282147116332727,0,0,0.1815672174661,0,0.124419388837144,0,0,0.0634682557081586,0,0.019518606354539,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.0746781583964527,0.117575149694617,0.0628143300920063,0,0,0,0,0,0,0.248525461394897,6.93889390390723e-18,0,0,0,0,0,0.00339726605838726,0.00421904168005482,0,0,0,0,0,0
X600688.SH,0,0.55118134920021,0,0.00525136171230044,0.149340343395067,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00923760588823652,0,0,0,0,0.171792836144514,0,0,0,-0.000771819099806466,0,0,0,0,-0.114669546809028,0,0.00355948409913508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00844631424851428,0.00596405026026874,0,0,0,0,0,0
X600547.SH,0,0,0,0.0233687392822029,0,0.0606262844989433,0,0,0,0,0,0,0,0,-0.143454264558254,-0.100997204742732,0,0,0,0,0,0.0288174552814996,0,0,0,0,0,-0.0220635657475683,0.0793102295442071,0,0,0,-0.0998287274337212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00114230996010278,-0.019567687017424,0,0,0,0,0,0
X300072.SZ,0,0,0,0,-0.747195583814023,0,0,-0.114254625184717,0,0,0,0,0,0,0.15851527773296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142392240177453,-0.329436478592582,-0.0866547250404322,0,0,-0.0203568055647565,0,-0.00169631218699727,0,0,0,0.26581910131735,-0.120687314353533,0,-0.129293843398501,0,0.35762098477062,0,0,0.0941256526686814,0.0527146600479921,0,0,0,0,0,0
