,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600688.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600623.SH,X600362.SH,X600157.SH,X600886.SH,X600111.SH,X600188.SH,X601992.SH,X002466.SZ,X600299.SH,X600660.SH,X000792.SZ,X601158.SH,X600309.SH,X600583.SH,X600547.SH,X000709.SZ,X000539.SZ,X000883.SZ,X000898.SZ,X000027.SZ,X600489.SH,X600352.SH,X002470.SZ,X000630.SZ,X300072.SZ,X000629.SZ,X000060.SZ,X600098.SH,X600176.SH,X000959.SZ,X000723.SZ,X000012.SZ,X600160.SH,X600021.SH,X600612.SH,X000983.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.128440239797825,0,0,0,0,0,0.0496388649076323,0,0,0,0.0396342614492541,0.0700511082543577,0,0,0,0.0497911752740327,0,0,0,0,0.00362262700227639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1053435244661,0,0,0,0,0,0,0,0.0247155802905623,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.0634255707768475,0,0.0738352265482,0,0,0,0,0,0.021536399937742,0,0,0.0233277368674844,0.0925589464935666,0.0342480013810612,0,0,0,0,0,0,0.169152062749052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.0471375121645669,0,0.0243116855151333,0.000395925123912761,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.457818466302533,0,0,0,0,0,0.0252387770007702,0,0.124462555434765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121439310312085,0,0,0,0,0,0,0,0.0237906208648317,0,0,0,0.0575543775939337,0,0.0545364832566597,0,0,0,0,0,-0.0186844836895862,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0198588311320454,0,0,0,0,0,0,0,0,0,0.0665659178480891,0.0327450732753477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406545916613622,0,0.111561667983416,0,0,0.0479342660217376,0.0250688791804918,0,0.137595002489237,0,0,0,0,0.0118890822779524,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188736882113203,0.0861709215604579,0,0,0,0,0,0,0,0,0,0.118011788746248,0,0,0,0,0,0,0.0272225352772767,0.0568367471795218,0,0.15655318144496,0.203002910155461,0,0,0,0,0,0.000682418905143747,0,0,0.00937594438166101,0,-0.0154451418552681,-0.0114097821798879,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.18210231830775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558142098694684,0,0,0,0,0,0.468527371454337,0,0,0.0534779248009425,0,0,0,0,0,0,0,0.103095851041757,0.0258150665316676,0,0,0,0,0.0982504248926431,0,0,-0.0488695608201863,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0120452816662281,0,0.0991472269171417,0,0.0428349187039856,0,0,0,0,0,0.23473459752415,0,0,0,0.0727705483751387,0,0,0,-3.46944695195361e-18,0,0.0345228747858315,0,0,0,0,0,0,0,0,0.0482186316817627,0,0,0,0,0,0,0,0.0901708928819766,0,0,0,0,0.00689483866540518,0.0150306879147737,0,0,-0.00224129238554202,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0980333359769417,0,0,0,0.137549915707677,0,0,0,0,0.0361222985323879,0,0,0,0,0.0409072735528689,0,8.67361737988404e-19,0,0.0890408337468947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0841924708830399,0.0775210170763306,0,0,0,0.124204529583117,0.123777995869498,0.0016020415766934,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.0587536139370252,0,0,0,0,0,0,0.0696022962478547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0612730287306767,0,0,0,0,0,0,0,0.22605239785808,0.0418747149175917,0,0.0863202847956132,0,0.0950191571479521,0.046172310827833,0.0269299740503368,0,0.0272792682283684,0,0,8.67361737988404e-19,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185810317216566,0.101055003028356,0,0,0,0,0.0319032537225394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151209531458463,0,0.146096612343652,0,0,0,0,0.212108193596348,0,0.110473407682008,0,0,0,0,0,-0.00723928140314201,0,0,0,0,0,0
