,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X600660.SH,X601991.SH,X600688.SH,X600188.SH,X601600.SH,X600795.SH,X600886.SH,X600362.SH,X002466.SZ,X600516.SH,X000898.SZ,X600547.SH,X300072.SZ,X600027.SH,X002460.SZ,X600111.SH,X601992.SH,X600176.SH,X600352.SH,X000553.SZ,X000786.SZ,X600299.SH,X002110.SZ,X600808.SH,X000709.SZ,X600426.SH,X600801.SH,X000408.SZ,X000932.SZ,X000883.SZ,X601158.SH,X600219.SH,X601699.SH,X002271.SZ,X000830.SZ,X600315.SH,X601003.SH,X000792.SZ,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.361125351156576,0,0,0,-0.00794245556257134,0,0,0,0,0,0,0.0360421324912911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0512111822319256,0,0,0,0,0.0338615868620842,0,0,0,0,2.16840434497101e-19,0.174941516211507,0,0,0.0516895948218228,0,0,0.00983596872599395,0.00063287787133059,0,0,0,0,0,0
X600028.SH,0.455584579545681,0,0,0,0,0,0,0,0,0,0,0,0.139679717570559,0,0,0,0,0,0,0,-0.0901216946595223,0,0,-0.114328061660956,0,0,-0.0720604960449737,0,-0.0986083917631552,0,0,0,0,0,0,0,0,0,0,0,0,0.00612697403421282,0.0314369256469009,0,0,0,0,0,0,0.00261769942465989,-0.00718512497467812,0,0,0,0.13907638018747,0,0
X601088.SH,0,0.0367183401841945,0,0.27767137712127,0,0.00967443502711368,0,0,0,0,0,0,0.566149392360478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0368013867403221,-0.102715038079825,0,-0.190563302738859,0,0,0,0,0,0,0,0,0,0.0466729777524635,0.0346485805872154,0.0111348623672619,0,-0.027021118586553,0,0,0,0,-0.00225094939136076,0,0,0,0,0,0
X600585.SH,0,0,0.187209391024443,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355305476295792,0,0.0920299997227197,0,0,0,0.11331279590959,0,0,0,0,0,0,0,0.0260927562923974,0,0,0,0,0,0.34669155247372,-0.0808635868125573,0,0,0,0,0,0,0.148010694492551,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0.243106367372943,0,0.0376803420493477,0,0,0,0,0,0,0.158166402692874,0,0,0,0,0.0473388334453292,-0.0123807818425257,0,0,-0.0487808732259394,0,0,0,0,0,0,0,0,0,0,0.00558698120603349,0,0,0.205903143302354,0,0.195302946338297,0,0,0,0,-8.67361737988404e-19,0,0,-8.67361737988404e-19,0,0,0,0.00643502726460489,0.0123262467894182,0,0,0,0,0,0
X600309.SH,0,0,0.122127877714398,0,0,0,0,0,0,0,0,0,0,0,0.18838936176888,0,0.147760526189399,-0.186707757669899,0,0,0,0,0,-0.0397591858163103,0,0,0,0,0,0.145188571645573,0.277021383505024,0,-0.354548155790591,-0.193703721482199,0,0.162863072127048,0,0,0,0,0,0,0,0.130657150105459,0,-0.0109909613979275,0.0331628030922915,0,0.0637868085396802,0.0379310674059394,0.0629810796313344,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0376050208903769,0,0,0,0,0,0,0,0,0,0.0448690923468108,0,0,0.121427010355089,0,0,0,0.348162384844997,0.0977116287685229,0,0,0,0.058206946982187,0,-0.0814112981678013,0,-0.0664149673411469,0,0,0,0,0,0,0,0,0,-0.0460921505656406,-0.080248419513042,0.102882570374642,0,0,-0.116532083832662,0,0,0,0.00387690899024224,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183663091113773,0,0.166986820258437,0,0,0,0,0,0,0,0.157308337769657,0,0,0,0,0,0.0107132662805831,0,0,0,0.307149409017351,0,0,0.276901066142011,0.200375219336996,0,0,0,0,0.00438146372190113,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2201819359455,0,0,0,0,0.105569351338454,0,0,0,0,0,0,0.106790518521486,0.0615515882926713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0898815535607383,0,0,0,0,-0.0103913537780909,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,-0.0712881626296489,0,0,0,0,0,0,0.0151779870807889,0,0,0,0,0,0,0,0,0.0385027552220707,0,0,0,-0.0166343195822448,0.0866817274834982,0,0,0,0.0950888839531245,0,0,0,0.0730421710770578,0,0,0,0,0,0,0,0.161882728838017,0,0,0,0,0,0,-0.0055292673673312,0.00265850425677527,0,-0.000322091630158179,0,0,0,0
