,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600795.SH,X601600.SH,X600585.SH,X601898.SH,X600010.SH,X601991.SH,X600688.SH,X600111.SH,X600886.SH,X600362.SH,X600027.SH,X600157.SH,X600188.SH,X600021.SH,X600583.SH,X000883.SZ,X601992.SH,X601158.SH,X600352.SH,X600309.SH,X000709.SZ,X000898.SZ,X000539.SZ,X002470.SZ,X600489.SH,X000792.SZ,X000027.SZ,X600547.SH,X000825.SZ,X000629.SZ,X000060.SZ,X600808.SH,X600660.SH,X002075.SZ,X002353.SZ,X600008.SH,X600549.SH,X000831.SZ,X600578.SH,X600863.SH,X002004.SZ,X000959.SZ,X000012.SZ,X000630.SZ,X600307.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.549208509369454,0,0,0,0,0.0672098213346269,0,0,0,0,0,0,0,0,0,0,0,0.0352750013078143,0,0,0,0.013415688696917,0,0.0540136171673657,0,0.014322949229655,0,0,0,0,0,0,0,0,0,0.0536556917609325,0,0.0210999135855637,0,0,0,0,0,0,0.128541775376819,0,0,0,0,0,0.00666992720561657,0.0176931053852521,0,0,0,0,0,0
X600028.SH,0.702262666517547,0,0,0.0375193215619292,0.00984069906622027,0.0124407578840575,0,0,0.0243831004727577,0,0,0,0,0,0,0,0.0159390965457381,0,0,0,0,0,0.0338005872799598,0,0,0,0,0,0.0383477805391108,-0.00357447981317732,0,0,0,0.0493282271791765,0,0,0,0,0,-0.026575135285152,0,0,0,0,0,0.00663064300192046,0,0,0,0,0,-0.00301984451659351,-0.0015888567199769,0,0,0,0,0,0
X601088.SH,0,0,0,0.00123474321830405,0.0144785643512339,0,0,0.0842488330774824,0.247474704017264,0.0204439781555511,0,0,0,0,0,0,0,0.0432925017971241,0,0.0942208590440347,0,0.0639719026037412,0,0,0,1.73472347597681e-18,0.117116481489682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00335018938588215,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.107784268812999,0,0,0,0,0,0.107272953773547,0,0,0.0621123491343469,0,0.0892349355051176,0,0,0.0958837656012377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833624974500869,0,0,0,0,0,0,0,0,0,0.218441403348063,0,0,0,0,0,0,0,-0.0104548627508533,0,0,0,0,0,0,0
X600019.SH,0,0,0.115057006605969,0,0,0,0.0122089386179907,0,0.256295907863673,0,0,0,0,0.0847339508013112,0,0,0,0,0,0,0,0,0,0,0,0.19703987389188,0.180803743568763,0,0,0,0,0,0,0,0,0,0.0475171497382356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0.2401731357125,0,0,0,0,0,0.0745456656907951,0.107189974836905,0,0,0,0,0.0714443168718969,0.0469572904190858,0,0.145284172920117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103570593011034,0,0,0,0,0,0,0,0.209379089174957,0,0,0,0,0,0,0,0.025916404487971,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.15348788350031,0,0,0,0.273190879049193,0,0,0,0,0,0.0838719112809631,0,0,0,0,0.00773787284461285,0,0,0,0,0,0,0,0,0,0,0,0,0.0520667333259492,0,-0.0129747376802423,0,0,0,0,0,0,-0.0139408744609124,0,0,0,0,0,-0.0274279518170872,0.0467898790926971,0,0,0,0,0,0
X600585.SH,0,0,0.320102323255928,0,4.33680868994202e-19,0,0,0,0,0,0,-0.00855801290000238,0,0.104231896295389,0,0,0,0,0,0.0511772393241924,0,0.137665621902925,0,0,0.022863345987822,0,0,0,0,0,0,0,0,0,0,0,-0.00687659541037547,0,0.0436406529357213,0,0,0,0,0,0,0,0,0,0,0,0,0.00291941785453385,0,0,0,0,0,0,0
X601898.SH,0,0,0.262423426190295,0,0.114221253686685,0,0.0918732459706557,0,0,0,0.070550667962712,0,0,0,0,0,0,0,0,0,0,0.111794261819465,0.151067865387074,0.00612412659094461,0,0,0.0200074028896424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422176382445827,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.044121333878748,0.0960181527108883,0,0,0,0,0,0.0986323930312178,0,0,0.154612732625975,0,0,0.160717173235418,0,0,0,0,0,0.0661278366497723,0,0,0,0.124097879428303,0,0,0,0,0.040496875852974,0,0,0,0,0,0
