,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600011.SH,X600019.SH,X601898.SH,X601991.SH,X600111.SH,X601600.SH,X600362.SH,X600886.SH,X600795.SH,X600010.SH,X600188.SH,X600688.SH,X600309.SH,X600583.SH,X600027.SH,X002353.SZ,X601992.SH,X000792.SZ,X601158.SH,X000898.SZ,X000883.SZ,X600490.SH,X600489.SH,X600315.SH,X000709.SZ,X000825.SZ,X000629.SZ,X600547.SH,X000831.SZ,X600352.SH,X000539.SZ,X600660.SH,X601699.SH,X000630.SZ,X600549.SH,X000983.SZ,X600307.SH,X002470.SZ,X000937.SZ,X000027.SZ,X600578.SH,X000960.SZ,X000959.SZ,X600516.SH,X600863.SH,X600008.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262341292863818,0,0,0,0,0,0,0,0.069082107559295,0,0.0211785027789274,0,0,0,0.0478830016237914,-0.0221366198881617,0,0,0.000139077397655392,0.0933508682245795,0,-0.0032582179407276,-0.00282938608035227,0,0,0,0,0,0
X600028.SH,0,0,0.00115213343958465,0.152243266363057,0,0,0,0,0,0,0,0,0,0,0,0,0.00313604639863978,0,0,0.0393025016147951,0,0.0741391920711616,0,0,0.00735889929563446,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393135600497684,0,0.0420156567156917,0,0,0,0.12116061545815,0.0100018091109914,0,0.0427728164336391,0,0,0,-0.0210946755943156,0.0333977917574173,0,0,0,0,0,0
X601088.SH,0,0,0,0.0448144325802447,0.0918654896447301,0,-3.46944695195361e-18,0,0,0.0247823317350909,0,0,0,0,0.0410086903289798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0994347468487287,0,0,-0.0245377748754252,0,0,0,0,0,0,-0.00193312438472905,0,0,0,0,0,0
X600585.SH,0,0.0757854122176894,0.219380824639296,0,0,0,0.193494237887472,0,0,0.0272296332412226,0,0,0,0,0,0,0,0,0.10563369023985,-0.0075016027384253,0,0.224529338913122,0,0,0,0,0.0567604272703522,0,0,-0.00282721972909663,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.00605847051398,2.16840434497101e-19,0,0,0,0,0,-0.0380608117258741
X600011.SH,0,0,0,0,0,0.00645926904875205,0,0,0,0,0,0.130737114785487,0,0,0,0,0,0,0.212927827055319,-0.169059239606016,0.219981947755204,0,0,0,0,-0.0523050485494362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0749440066668052,0,0.0832385668381304,0,0,0,0,0.0333989714449455,0.00421743521455,0,0,0,0,0,0
X600019.SH,0,0,0.0702007444375999,0,0,0,0,0,0,0,0,0,0,0,0.0710876242520999,0,0,0,0,0,0,0,0,0,0,0,0,0.181226415335818,0,-0.0436046173388635,0.141719365083955,0,0.00444285081130073,0,0,0,0,0,0,0,0.0748378745331053,-0.0767720089731208,0.0786478989106732,0,0,0,0.119963120031658,0,0.265335117567263,0,0,-0.0118719136073282,0.00229960911729712,0,0,0,0,0,0
X601898.SH,0,0,0.0211712902508265,0,0.0519384317646279,0.108571728907144,0,0,0,0,0,0,0,0.0348435876108079,0,0,0,0,0,0,0.139649327537215,0,0,0,0,0,0.0374894848059198,0,0,0,0.0424066252784098,0,0.181958721738986,0,0,0,0,0,0,0,0,0,0.0771405247135995,0,0,0,0,0,0.086739349888232,0,0,0.0024109083529762,-0.00264918699565386,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,-0.00372405575905757,0,0,0,0,0,0.0532900611225268,0,0.0503095077969092,0,0,0,0,0,0.00864407559072011,0,0,0,0.0486981073289137,0.119028752363112,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180828948265606,0.0258793637031955,0,0,0,0,0,0,-0.00901987487490183,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.0162820335365742,0,0,0,0,0.0322243752519355,0,0,0,0,0,0.089662013178724,0,0,0,0,0,0,0,0,0.0520064335239217,0.00905654634474862,0,0,0,0,0,0.0524674541929764,0.0190382155513784,0.230744139492705,0.0383588857607685,0.0622999860060064,0,0,0,0,0.0702303196382998,0.0131469046105765,0,0,0,0,-0.0057188340184393,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0313220768670479,0,0,0,0,0.151893665944174,0,0.0738307845618993,0.161225617733147,0,0,0.0229519114721137,0,0,0.0761394924078494,0,0,0,0,0,0.140239965560161,0,0.175161195449683,0,0,0,0,0,0,0.0130729858043788,0.165555427919967,0,0.0334145833818825,0,0,0.150677340826629,0,-0.190583287479401,0.0996986948942099,0,0,0,0,-0.0500483335482733,0.0267653513948787,0,0,0,0,0,0
