,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X601600.SH,X600019.SH,X600660.SH,X600585.SH,X600547.SH,X600886.SH,X600011.SH,X000792.SZ,X600795.SH,X600362.SH,X600010.SH,X600111.SH,X600489.SH,X002460.SZ,X000708.SZ,X600803.SH,X000301.SZ,X600027.SH,X600160.SH,X002466.SZ,X000786.SZ,X600426.SH,X601991.SH,X000983.SZ,X601699.SH,X000807.SZ,X600219.SH,X000630.SZ,X600985.SH,X600176.SH,X000408.SZ,X601168.SH,X000933.SZ,X002128.SZ,X600096.SH,X000877.SZ,X600378.SH,X000883.SZ,X600995.SH,X600352.SH,X002353.SZ,X002271.SZ,X000027.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.319650336625384,0,0.240785207912232,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106338930220935,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353151019892029,0.2178047371087,0,0,0,0.0944930570112731,0,0,0,0,-0.269389688737318,0,0,0,0,-0.0319590196291685,0,0,0,0,-0.0515615478255327,0,0,0,0,0,0
X601088.SH,0.206846458500787,0,0,0,0.119015808946198,0,0,0,0,0,0,0,0,0,0.0903831528743154,0,0,0,0,-0.228289071216888,0,0,0,0,0,-9.9145810105488e-05,0,0.0756068555214834,0,0,0,0,0,0,0.167995949982223,0,0,0,0.0670441536131725,0,0,0,0,0,0,0,0,0,0,0,0,0.0122201587656469,-0.0340567258945973,0,0,0,-0.0375033747311056,0,0
X600028.SH,0.468340855861925,0,0,0,0.242733872999015,0,0,0,0,0,0.063752047806701,0,0,-0.000355424508867979,0.120982019676996,0,0,0,0,0,0,0,0,0,0,-0.0947666729996986,0,0,0.0496479312187847,0,0,0,0,0,0,0,0,-0.0617635597593758,0,0,0,0.0236952587814888,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0272310105592938,0,2.71050543121376e-20,0,0,-0.0086147496148365,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0487904952155512,0,0.0855091187102725,0,0,0,0,0.0141610365943787,0.378195347276017,0,0,0,0,0,0,0,0,0,0,0,0.13195960215059,0,0,0,-8.67361737988404e-19,0,0,0.0270253486830358,0,0.0165768096755453,0.155464965961029,0,-0.101772888734665,-0.0183444678700671,0,0,0,0,0,0
X601898.SH,0,0.623020591226437,0.150546124575752,0,0,0.141765589019772,0,0,0,0.112310167410993,0,0,0,0,0,0,0,0,0.111664014532439,0,0,0.00587492692478309,0,0,0,0.0192502635877427,0,0,0,0,0,0,0,0,0,-0.106121944459945,0,0,0,0,0.062698342303069,0,0,0.0473165082541199,0,0,0,0,0,0,0,0.010586302251349,-0.0538967176367539,0,0,0,0.0301060127929938,0,0
X600188.SH,0,0,0,0,0.104805062609251,0,0.0781240841099741,0,0,0,0,0,0,-0.13181159534048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206326665353698,0,0,0,0.586595715657843,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0.0354638195682718,0.180303106928027,0,0,0.0597376221221491,0,0.0629697862362123,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193931705166639,0,0,0,0,0,0,0,0,0,0,0,-0.0186623859602228,0,0,0,0,0.538142277772579,0,0,0,-0.0113622285519101,0,0.35509917716091,0,0,0,0,0,0.20254589879097,0,0,0,0,0,0,0,-0.0379446240606362,0,0,0,0,0,0,0
X600019.SH,0,0,0.293163875465758,0,0,0,0,0,0,0,0,0,0.207108714251334,0.155311908360134,0,0,0,0,0.0566956064207743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.188009364526661,-0.0371994774771277,-0.0138497407812,0,0,0,-0.192996762101352,0,0
X600660.SH,0,0,0,0,0.0135123465473887,0,0.164601368846173,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0503419628464253,0,0,0,0.115891627495584,0,0.164371287734355,0.0999654810535287,0,0,0,0,0,0,0,0,0,-0.221224060180465,0,0,0.0570425406210637,-0.489686541372799,0,0,0,0,0,0.27239596348074,0,0,0,0,-0.0631656478782701,-0.123197291044413,0,0,-0.105789722582318,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159497767280975,0,0,0,0,0,0,0,0,0.0349812095331596,0,0,0.0347759694537882,0.123648592967016,0,0.0604450625892005,0,0,0,0,0,0,0,0,0,0,0,0,0.137459073333166,0,0,0,0,0,0,0,0,0,0.091456769691569,0.0198935077318935,0,0,0,-0.0427472534936667,0,0
X600547.SH,0,0,0,-0.12868970747921,0,0.157160241894739,-0.152545237826195,0,0,0,0,0,0,0,0,0.125853122196845,0,1.73472347597681e-18,0.605739051894646,0,0,0,0,0.0306278503882768,0.0311767533667707,0,0,0,0,0,0,0,0,0,0,0,0,0.206112306762042,0,0.0432824648638486,0,0,0,0,0,0,0,-0.0358306753320978,0,0,0,0,0.0142121852176345,0,0,0,0,0,0
