,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600547.SH,X601898.SH,X600660.SH,X601991.SH,X600886.SH,X600688.SH,X601600.SH,X600795.SH,X600362.SH,X600188.SH,X600027.SH,X000898.SZ,X600176.SH,X601992.SH,X600516.SH,X002466.SZ,X600111.SH,X000709.SZ,X600352.SH,X002460.SZ,X600299.SH,X600489.SH,X000629.SZ,X600808.SH,X000786.SZ,X601158.SH,X600801.SH,X600219.SH,X000825.SZ,X000553.SZ,X600583.SH,X000883.SZ,X002110.SZ,X002271.SZ,X600157.SH,X002470.SZ,X600021.SH,X600612.SH,X600339.SH,X000408.SZ,X601699.SH,X600985.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.209753508382516,0,0,0,0,0,0,0,0,-0.0309434694667661,0,0,0.105527899435948,0,0,0,0,0,0,0,0,0,0.0208825559440404,0,0,0,0,0,0,-0.00697205840352814,0,0.026713291620686,0,0,0,0,0,0.0132789437088615,0,0,0,0.0105209513591997,0,0,0,0.180754155910636,0,0.00130542091425979,0.0805629892770094,0,-0.004805812247127,0.00218447465139374,0,0,0,0,-0.00647267921346343,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0.154183727184091,0,0,0,0,-0.156490474690301,0,0,0,0,0,0,0,0,0,0,0,0,-0.0549943567869035,0,0.0750406941888207,0,0,0,0,0,0,0,0.0470688570666617,0,0,0.170884883292167,-0.104491793588198,0,0,0,0.483968556632782,0,0,0,0,0.0315322165960956,0.0317556777483615,0,0,0,0,-0.0214897875846392,0
X601088.SH,0,0,0,0,0,0.0833551825012257,-0.00341551293170783,0,0,0,0,0,0.192676471723089,0,0,0,0,0,-0.096419666862338,0,0.0695989352923444,0,-0.0325174845200188,0.0287479086727808,0,0,0,0,0,0,0,0,0.0698276433206092,0,0,0,0,0,0,0,0.0500538364711342,0,0.0191299078273756,0,0,-0.116714570306671,0,0,0,-0.04880621156509,0.0970028561017762,0,0.0407351680725225,-0.0791457123970096,0,0,0.109715226998282,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108844525935222,0,0,0,0,0,0,0,0,0,0.142550573140772,0,-0.10085240766589,0.257805081108783,0.0320926865844062,0,0.478071934882639,0,0,0,0,0,0,0,0.0596049249277963,-0.0106161459279242,0,0,0,0,0,0,0,-0.0293294242554767,0.0229018948744136,0,0,0,0,-0.169888301425448,0
X600019.SH,0,0,0,0,0,0.0054741521464701,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202576149530023,0.0566370759510944,0.0313256436821315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247874011790274,0,0.015423810469179,0,0.0564101286407643,-1.73472347597681e-18,0,0,0,0,0,0,0.0252347064981947,0,0,0,0.0147519016221419,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0.2515918427228,0,0,0.0766360750964497,0,0,0.223170929281145,0,0,0,0.089307068013364,0.00515978675402091,0.304920681540834,0,0,0,0,0,0,0,0,0.0487942318840446,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.492326898990231,0,0,0.604564382862847,0,0,0.030941822982972,-0.190533311184371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466079994768367,0.0385850406990247,-0.000833472275354033,0,-0.131953838489515,0,0,0,0,0,0.0138778657848227,0,0,0,-0.00832644113378675,0,0
X600010.SH,0,0,0,0.0179305866838886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590236271750702,0,0,0.0762981678099813,0.0777060477762634,-0.173373445679015,0.0871192194045529,0,0,0,0,0,0,0,0,0,0.0557541686857775,0.0649321335304665,0,0,0,0,0.0767674821884992,0.176063799921938,0,0,0,-0.0199657644973009,0.0987202179461365,0,0,0,0,0,0.00600762141729353,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0944833218399569,0,0,0,0,0,0,0,0,0,0,0.723266364505598,0.162741492256052,0,0,0,0,0,0,0.008214573590239,0,0,0.0792167121251004,0,0,0,0.112129360524347,0.105394680051285,0,0,0,0,0,0,-0.0018736867892823,0,0,0,-0.0155326213958051,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062681413401201,0,0,0,0.197158635409887,0,0,0,0,0,0.0430767907593914,0,0,0,0,0,0,0,0,0,0,0.0628755686318317,0,0,0,0,0.0906174607205158,0,0,0,0,0,0.0137904279770083,0,0,0,0.0147141246655005,0,0
X600660.SH,0,0.0526434285684765,0,0.0843854067297309,0,0.0168172201467226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0349902136518279,0,0.0231343877835748,0,0,0,0,0.0621723040450924,-0.0324284208961423,0,0,0.360727427579995,-0.0289623816496031,0.00189461762892502,0,0.0582849096949316,0,0,0,0,0,0.00908369825369894,-0.0421202564066949,0,0,0,-0.00448647568965161,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365109680816947,0,0,0,0,0.0403257893535308,0,0,0,0,0,0,0,0,0.0237125408727542,0,0,0,0,0,0,0,0,0,2.26170352470251e-06,0,0,0,0.068025094801048,0,0,0.103960800342264,0,0,-3.3881317890172e-21,0,0,0,-0.000107373931697087,0,0
X600886.SH,0,0,0,0.000984267659562209,0,0,0.0973285330793947,0,0,0,0,0,0,0,0,0.0224896063996697,0,0,0,0.15964297335565,0,0.0712038956542982,0,0,0,0,0.128449934053547,0,0,0,0,0,0,0,0,0,0,-0.165906811628253,0,0,0,0,0.0406893534035004,0,0,0.0983663364372571,0,0,0,0,0,0.0225921361089472,-0.0451574110003735,0,0,0,-2.16840434497101e-19,0,0
X600688.SH,0,0,0,0,0.207137032068023,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0225853965399017,-0.0178424890468872,0.150544316386422,0.0910814675750506,0,0.0146460739248503,0,0,0,0,0,0.0252516176363757,0.246079749756285,0.00912136165002506,0,0.0246339853682317,0,0
X601600.SH,0,0,0,0,0,0.00810573425601272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0764332432264833,0.0997307138982428,0,0,0.0946175153136098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106808406467108,0,0,0.155074673805914,0,0.0830525429073751,0,0,-0.00804342367692323,-0.00145880013170974,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.270824971359596,0,0,0,0,0,0.0582119146655573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00937503354707889,0,0,0,0,0,0,0,0,0,0,0.139136636898318,0,0,0,0,0,0,0,0,0,0,0,0,-0.0027686592955017,0.0418044351591463,0,0,0,-0.0178286301581366,0,0
X600362.SH,0,0,0,0,0,0.012068550133875,0,0.0140502676386688,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.0566177254462112,0,0.357533259210835,0,0,0,0.0362854918072308,0,0,0,0,0,0,0,0,0,0,0,0.0236948099655419,0,0.0427659298065463,0,-5.42101086242752e-20,0,0.0334592974724569,0,0,0,0,0.00570862601658784,0.00110314052095045,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.0424694826765345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0949613723529143,0.0369182979782873,0,0.0836950071287053,0,0,0,0,0,0,0,0,0.0220917263814434,0,0,0,0,0,0,0,0.167510465194221,0,0.0129322853706499,0.029751261155924,0,0,0,0.0267861581020247,0,0,0,-0.00248010509401708,-0.0153845554317646,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0.556858411452441,0.210287894174859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.020002397888082,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.103783530201001,0,0,0.107602362707147,0.22687905812004,0,-0.426794786023091,0,0,0,-0.0221637821463426,-0.0028253940840778,0,0,0,-0.0857070245575617,0,0
X000898.SZ,0,0,0,0,0.210506002171883,0,0,0,0,0,0,0,0.0501561722993445,0,0,0,0,0,0.0416404554129092,0,0.165617802475248,0.120369350105936,0.0165857254423425,0,0,0,0.0134699906432246,0.14669689771076,0,0,0.00984642072265868,0,0,0,0,0,0,0,0,0,0,0,-0.0181369964856013,0,0,0,0,0,0,0,0,-0.0120917598257324,0,0,0,0,0,0,0
X600176.SH,0,0,0,0.0656044388999363,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.208708334543563,0,0,0,0,0.0444598494876818,0.169786858563289,0,0,0,0,0,0,0,0,0.289760532283078,0,0,0,0,0,0,0,0.0744312609706982,0,0,0,0,0,0,0,0,0,0,0.0175666934913845,0.00379665996839316,0,0,0,0.0476373236096567,0,0
X601992.SH,0,0,0,0,0.171895232768568,0,0,0.0499857517962987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129740787204331,0,0,0,0,0,0.0974559565422215,0,0.0568543913580178,0,0,0,0,0,0.063870761672246,0.257035751705324,-0.0879115746373923,0,0,0,0,0,0,0.0720448623227531,0,0.0465163664163217,-0.0173488308584023,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0.184267551581457,0,0,0,0,0,0,0,0,0,0,0,0,0.0293662955670933,0,0.119019633708988,0.0180602722491742,0,0,0.179482206949849,0,0,0.286607635911795,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.0445195113582914,0,0,0,0,0,0.0550190094654095,0,0.159244061734882,0.0638105573286292,0,-0.00803628767152189,0.0239498531736351,0,0,0,0,0,0
X002466.SZ,0,-0.180693375877271,0,0,0,0,0,0,0,0,0,0,0.0152078775077118,0,0,0,0,0,0,0,0,-0.00652224805331924,0,0,0,0,0,0.91939846246772,-0.100200856062445,0,0,0,0,0,0,0,0,0,0,0,0,0.169575680935636,0,0,0,0.169564958134998,0,0,0,0,0,0.0141993598451744,0.0244801190176773,0,0,0,0.0760117593539961,-0.0486869099184037,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0693423577866299,0.134262841642006,0,0,0,0,0.250605819887815,0,0,0.104184136611782,0,0,0,0,0,0,0,0,0,0,0,-0.0339624312378744,0,0,0,0,0,0,0.241836646980309,0,-0.00855453600263133,0.00824070731668263,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382002209151637,0,0.162566353603137,0,0.0647622156268308,0,0,0,0,0,0,0,0.0823596915894486,0,0.0215041855112703,0,0,0,0,0,0,0,0,0,0.0336830508128917,0,0,0,0,0,0,0,0,-0.0286175798302906,0.0364603927058617,0,0,0,0.0439966879974219,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0744737563572813,0,0,0,0,0,0,0,0,-0.0747608705902649,0,0,0,0.314900891081541,0,0,0,0,0,0,0.262670702356526,0,0,0,0,0,0,0,0,0,0.029134949651782,-0.0709857384839889,0,0,0,0.0207174698598048,0,0
X002460.SZ,0,0,0,0,0,-0.0923426634617675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0736556009140608,0.716107698509831,0,0,0,0,0,0.243145825927819,0,0,0,0,0,0,0,0,0,0,0,0,0.00768052527424533,0,0,0,0,0.284096604799019,0,0,0,-0.0313315551764237,0.0331155141435868,0,0,0,0,0.0836439500211135,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0830449448707904,0,0,0,0.0662200157654311,0,0.247321576202758,0,0,0,0,0,0,0,0,0,0,0,0,0.176118201157807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0.0649239933056248,0,0
X600489.SH,0,0,-0.0622972134411383,0,0,0,0,0,0.550657633533387,0,0,0,0,0,0,0,0,0,0,0,0,0.0148150203087201,0.105427387792676,0,0,0,0,0.108345784993442,0,0,0.149682829428684,0,0,0,0,0,0,0,0,0,0,-0.0716753381054024,0,0,0,0,0,0,0,0.0162263900259059,0,-0.0130779414735827,-0.0160510644198281,0,0,0,0,0,0
X000629.SZ,0,0,0,0,0,0.00322954136677351,0,0,0,0,0,0,0,0,0,0,0,0,0.108239973977978,0,0.205833453481034,0,0.167069416000509,0,0,0,0,0.00816635520773173,0,0.25904209881088,0,0,0,0,-0.113511971989944,0,0,0,0,0,0.11434320287184,0,0.0255254608766456,0,0,0,0.0962164869086358,0,0,0.200588123927064,0,-0.0155773938694272,0.0433588813548325,0,0,0,0,0,0
